"Timestamp","David de Gea","Ashley Young","Harry Maguire","Victor Lindelof","Aaron Wan-Bissaka","Scott McTominay","Nemanja Matic","Daniel James","Juan Mata","Andreas Pereira","Marcus Rashford","Fred (optional)","Tahith Chong (optional)","Team performance","Final result","Ole Gunnar Solskjaer (only this match)","Leicester City (only this match)","Were you happy with the ref? (optional)"
"2019/09/16 5:15:33 AM GMT+1","8","7","9","7","8","10","4","6","5","6","6","4","5","7","7","8","4","Yes"
"2019/09/16 5:15:46 AM GMT+1","10","6","10","7","10","8","6","8","7","7","7","8","6","7","7","7","7","Yes"
"2019/09/16 5:17:55 AM GMT+1","7","7","8","7","8","8","2","7","5","7","6","7","6","9","10","9","5","Yes"
"2019/09/16 5:18:14 AM GMT+1","10","1","10","10","10","10","1","10","10","1","10","1","10","7","10","10","1","No"
"2019/09/16 5:22:22 AM GMT+1","8","8","9","8","8","10","6","7","6","5","6","7","7","7","7","8","6","Yes"
"2019/09/16 5:22:39 AM GMT+1","8","6","6","6","7","7","5","5","6","5","7","","","5","5","6","7","Yes"
"2019/09/16 5:24:56 AM GMT+1","8","8","9","8","8","9","6","8","7","7","6","8","8","7","7","7","5","Yes"
"2019/09/16 5:29:19 AM GMT+1","7","7","8","6","7","8","5","8","5","6","7","7","7","7","7","8","6","Yes"
"2019/09/16 5:31:10 AM GMT+1","8","7","8","8","8","8","6","8","6","6","6","7","7","7","9","8","8","Yes"
"2019/09/16 5:37:01 AM GMT+1","8","8","8","7","8","8","6","7","7","7","7","7","7","7","8","8","7","Yes"
"2019/09/16 5:37:05 AM GMT+1","7","8","7","7","8","9","6","7","6","7","7","7","7","7","7","8","6","Yes"
"2019/09/16 5:37:56 AM GMT+1","10","7","9","7","9","9","9","8","7","7","7","8","9","8","7","7","7","Yes"
"2019/09/16 5:39:36 AM GMT+1","9","8","10","7","10","10","6","7","7","5","8","7","8","8","9","10","6","Yes"
"2019/09/16 5:42:06 AM GMT+1","6","7","7","7","6","8","6","7","6","5","6","6","6","6","6","6","4","Yes"
"2019/09/16 5:42:29 AM GMT+1","8","7","9","7","7","10","7","7","6","7","8","7","6","7","8","8","6","Yes"
"2019/09/16 5:42:40 AM GMT+1","7","7","8","7","8","7","6","8","6","7","7","7","6","7","6","7","5","Yes"
"2019/09/16 5:42:52 AM GMT+1","7","6","7","7","6","8","5","6","5","7","7","6","5","8","10","7","5","Yes"
"2019/09/16 5:43:43 AM GMT+1","8","8","9","7","10","8","6","7","7","6","8","8","","7","8","8","7","Yes"
"2019/09/16 5:46:14 AM GMT+1","6","6","8","7","7","6","6","6","5","5","8","6","6","6","8","7","7","Yes"
"2019/09/16 5:50:41 AM GMT+1","8","5","7","7","8","10","7","7","6","6","8","","","7","7","8","5","Yes"
"2019/09/16 5:51:35 AM GMT+1","7","7","8","6","8","8","5","7","6","7","7","8","8","5","8","7","5","Yes"
"2019/09/16 5:54:10 AM GMT+1","8","8","9","6","8","10","5","5","6","5","6","","","7","8","8","4",""
"2019/09/16 5:58:50 AM GMT+1","8","7","8","8","9","9","5","7","7","5","7","6","6","7","7","6","5","Yes"
"2019/09/16 6:04:24 AM GMT+1","7","7","9","7","8","9","6","8","7","6","7","","","7","9","9","6","Yes"
"2019/09/16 6:09:17 AM GMT+1","8","4","6","4","6","6","2","6","2","4","6","6","6","4","6","6","4","No"
"2019/09/16 6:13:07 AM GMT+1","10","9","8","7","8","10","9","7","9","9","8","","","6","7","5","5","Yes"
"2019/09/16 6:16:04 AM GMT+1","8","7","7","6","6","7","1","4","3","3","4","10","5","6","8","5","5","Yes"
"2019/09/16 6:16:27 AM GMT+1","7","6","6","6","7","7","4","7","4","5","6","6","6","6","6","6","5","No"
"2019/09/16 6:19:32 AM GMT+1","9","7","9","9","9","6","8","6","8","9","9","10","9","10","10","10","3","No"
"2019/09/16 6:25:13 AM GMT+1","9","7","9","7","8","9","6","8","6","7","6","8","7","7","7","8","5","Yes"
"2019/09/16 6:27:01 AM GMT+1","8","7","9","7","9","8","6","9","2","4","5","8","8","7","5","5","2","No"
"2019/09/16 6:27:41 AM GMT+1","9","8","10","8","9","9","6","7","8","9","7","9","8","9","9","9","5","Yes"
"2019/09/16 6:33:11 AM GMT+1","10","6","10","8","10","10","8","10","8","6","8","10","8","6","10","5","9","Yes"
"2019/09/16 6:33:15 AM GMT+1","7","7","8","7","7","8","6","7","6","7","6","7","7","9","8","9","7","Yes"
"2019/09/16 6:34:07 AM GMT+1","8","7","7","7","9","8","3","7","5","6","4","7","4","6","4","6","3","Yes"
"2019/09/16 6:38:28 AM GMT+1","7","6","8","8","8","7","6","7","4","6","6","7","6","7","7","7","4","Yes"
"2019/09/16 6:39:58 AM GMT+1","8","9","8","7","9","10","4","8","6","6","7","","","7","8","7","7","Yes"
"2019/09/16 6:41:08 AM GMT+1","7","7","7","7","6","8","4","5","5","5","8","","","7","7","8","4","Yes"
"2019/09/16 6:42:52 AM GMT+1","7","8","8","7","8","7","5","6","5","5","5","7","6","7","7","6","6",""
"2019/09/16 6:43:03 AM GMT+1","7","8","8","6","8","9","5","5","5","6","6","6","6","7","5","4","7","Yes"
"2019/09/16 6:47:01 AM GMT+1","6","6","6","6","7","8","5","6","5","6","6","","","5","8","5","5","Yes"
"2019/09/16 6:48:39 AM GMT+1","8","9","9","7","8","9","5","6","6","8","7","7","","7","9","8","4","Yes"
"2019/09/16 6:49:59 AM GMT+1","6","6","6","6","6","7","4","5","5","5","7","5","6","6","5","6","5","Yes"
"2019/09/16 6:54:25 AM GMT+1","8","7","8","6","8","8","1","7","3","6","7","10","8","7","10","7","4","Yes"
"2019/09/16 6:57:48 AM GMT+1","7","6","8","7","8","8","5","6","5","5","6","7","6","6","7","8","8","Yes"
"2019/09/16 7:00:07 AM GMT+1","8","7","8","9","8","9","7","7","7","8","8","7","8","7","6","7","7","Yes"
"2019/09/16 7:00:57 AM GMT+1","7","7","8","8","8","9","6","7","5","6","5","6","6","7","7","7","6","Yes"
"2019/09/16 7:02:12 AM GMT+1","7","7","9","7","8","8","7","7","7","6","6","6","7","7","7","7","6","Yes"
"2019/09/16 7:04:55 AM GMT+1","8","7","8","8","8","7","6","6","5","5","6","5","5","5","7","5","6","Yes"
"2019/09/16 7:05:51 AM GMT+1","7","7","9","6","7","8","5","6","4","4","5","6","5","6","7","5","3","Yes"
"2019/09/16 7:06:25 AM GMT+1","8","7","9","8","7","9","5","6","7","6","7","8","7","8","7","7","8","Yes"
"2019/09/16 7:12:31 AM GMT+1","7","8","9","8","8","9","6","7","6","7","8","7","7","7","8","8","5","Yes"
"2019/09/16 7:20:16 AM GMT+1","7","8","10","8","8","9","6","8","7","6","7","6","6","7","7","10","7","Yes"
"2019/09/16 7:23:45 AM GMT+1","7","7","8","7","7","8","6","7","6","6","7","7","6","7","10","7","6","Yes"
"2019/09/16 7:25:31 AM GMT+1","7","7","9","7","7","8","6","6","5","5","7","","","7","7","7","4","Yes"
"2019/09/16 7:31:59 AM GMT+1","8","7","9","8","9","10","6","7","6","7","7","8","7","8","9","9","6","Yes"
"2019/09/16 7:32:36 AM GMT+1","8","5","7","6","7","8","5","6","4","4","5","6","6","6","5","7","3","Yes"
"2019/09/16 7:32:47 AM GMT+1","8","8","9","7","8","9","4","7","5","6","6","7","7","5","7","10","6","Yes"
"2019/09/16 7:35:17 AM GMT+1","9","6","8","7","7","10","6","6","5","6","6","7","","7","8","9","8","Yes"
"2019/09/16 7:35:25 AM GMT+1","6","9","9","9","9","10","7","9","7","7","8","6","6","8","8","8","6","Yes"
"2019/09/16 7:35:59 AM GMT+1","8","8","9","9","7","10","7","7","7","5","7","10","8","8","8","7","7","Yes"
"2019/09/16 7:36:24 AM GMT+1","9","9","8","10","8","7","4","8","7","6","9","5","5","7","8","8","6","Yes"
"2019/09/16 7:37:24 AM GMT+1","9","7","8","6","9","10","6","6","6","7","7","6","6","7","8","8","5","Yes"
"2019/09/16 7:37:34 AM GMT+1","9","7","8","6","9","10","6","6","6","7","7","6","6","7","8","8","5","Yes"
"2019/09/16 7:37:50 AM GMT+1","8","9","9","7","7","8","7","7","4","2","7","8","5","6","5","8","7","Yes"
"2019/09/16 7:41:35 AM GMT+1","7","5","7","3","5","10","5","5","5","5","10","4","4","5","10","5","9","Yes"
"2019/09/16 7:41:48 AM GMT+1","7","7","9","9","10","9","6","7","7","7","5","","","7","7","8","7","Yes"
"2019/09/16 7:42:43 AM GMT+1","8","8","8","7","9","10","7","7","6","5","8","7","7","9","9","10","7","Yes"
"2019/09/16 7:43:16 AM GMT+1","6","6","7","7","7","7","5","6","5","6","6","7","6","7","7","8","5","Yes"
"2019/09/16 7:46:53 AM GMT+1","7","6","7","7","8","9","3","7","5","6","6","6","6","7","10","7","4","Yes"
"2019/09/16 7:46:59 AM GMT+1","7","6","7","7","8","9","3","7","5","6","6","6","6","7","10","7","4","Yes"
"2019/09/16 7:52:23 AM GMT+1","10","5","8","7","7","9","6","8","6","6","7","","","6","7","6","4","Yes"
"2019/09/16 7:55:08 AM GMT+1","7","7","8","7","7","8","4","6","5","5","6","","","6","7","7","6","Yes"
"2019/09/16 7:56:30 AM GMT+1","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","No"
"2019/09/16 7:56:37 AM GMT+1","8","6","9","8","7","9","5","7","6","6","7","6","6","6","8","8","6","Yes"
"2019/09/16 8:00:34 AM GMT+1","8","7","9","8","8","10","6","7","4","7","7","8","5","7","10","8","6","Yes"
"2019/09/16 8:01:19 AM GMT+1","9","7","9","8","8","9","6","7","6","5","7","8","8","8","8","8","5","Yes"
"2019/09/16 8:07:15 AM GMT+1","9","4","10","10","8","8","5","7","4","7","7","6","6","6","6","6","6",""
"2019/09/16 8:08:12 AM GMT+1","7","7","8","7","8","9","5","7","6","8","7","7","7","6","8","8","5","Yes"
"2019/09/16 8:09:17 AM GMT+1","7","7","7","7","8","6","4","5","7","6","6","7","6","6","7","5","6","Yes"
"2019/09/16 8:12:33 AM GMT+1","8","7","8","7","8","8","6","7","6","6","6","7","","7","8","8","6","Yes"
"2019/09/16 8:19:19 AM GMT+1","7","7","9","6","6","9","6","8","5","7","4","6","6","5","10","7","6","No"
"2019/09/16 8:20:50 AM GMT+1","6","6","8","8","7","8","2","5","5","4","5","6","4","6","8","10","5","Yes"
"2019/09/16 8:22:00 AM GMT+1","9","7","8","7","8","8","4","7","5","7","7","7","6","7","9","9","5","Yes"
"2019/09/16 8:22:07 AM GMT+1","7","8","9","8","10","9","8","10","6","9","9","10","8","8","6","9","7",""
"2019/09/16 8:27:08 AM GMT+1","7","7","7","7","7","8","4","7","4","5","6","6","6","7","7","7","7","Yes"
"2019/09/16 8:29:04 AM GMT+1","8","8","10","7","9","10","7","7","6","5","6","8","7","8","9","8","6","Yes"
"2019/09/16 8:32:13 AM GMT+1","8","6","8","8","7","8","5","6","5","5","6","7","7","7","9","8","5","Yes"
"2019/09/16 8:33:40 AM GMT+1","8","7","9","7","8","9","7","7","7","7","7","8","8","8","8","7","6",""
"2019/09/16 8:34:31 AM GMT+1","9","8","9","7","7","9","6","7","6","6","7","8","7","10","8","9","6","Yes"
"2019/09/16 8:35:37 AM GMT+1","8","8","9","6","9","8","5","9","7","5","7","7","6","7","6","7","6","Yes"
"2019/09/16 8:36:20 AM GMT+1","8","7","9","7","8","9","5","5","6","5","5","7","7","5","9","9","4","Yes"
"2019/09/16 8:37:09 AM GMT+1","9","8","10","8","9","9","6","8","7","7","7","8","8","8","8","8","6","Yes"
"2019/09/16 8:37:28 AM GMT+1","8","7","8","8","7","8","7","7","7","8","7","7","7","7","7","8","6","Yes"
"2019/09/16 8:39:14 AM GMT+1","8","5","10","7","7","7","4","7","7","7","7","","","7","7","5","2","No"
"2019/09/16 8:39:29 AM GMT+1","6","6","7","7","6","6","5","7","6","5","4","5","6","5","7","5","6","Yes"
"2019/09/16 8:40:07 AM GMT+1","9","7","8","8","9","9","6","7","6","8","7","7","7","7","6","7","6","Yes"
"2019/09/16 8:42:36 AM GMT+1","8","5","8","6","7","7","5","6","6","6","7","7","5","6","7","7","5","Yes"
"2019/09/16 8:44:55 AM GMT+1","9","6","10","9","8","8","7","7","7","7","7","6","6","8","8","8","5","No"
"2019/09/16 8:44:57 AM GMT+1","8","7","9","8","9","10","7","7","5","6","7","8","8","6","7","7","5","Yes"
"2019/09/16 8:45:29 AM GMT+1","9","7","8","7","8","9","6","7","7","6","7","6","6","7","8","8","7","Yes"
"2019/09/16 8:49:03 AM GMT+1","9","9","9","8","8","10","7","9","7","7","9","7","7","8","9","8","6","Yes"
"2019/09/16 8:59:10 AM GMT+1","10","6","10","6","7","10","6","7","5","5","8","9","8","9","10","10","5","Yes"
"2019/09/16 9:04:01 AM GMT+1","8","7","7","7","8","10","8","8","7","6","7","","","8","10","7","9","Yes"
"2019/09/16 9:08:02 AM GMT+1","8","7","8","6","7","9","5","8","4","5","5","7","6","7","6","6","8","Yes"
"2019/09/16 9:08:22 AM GMT+1","8","8","9","7","8","9","7","7","6","7","7","7","6","7","7","8","5","Yes"
"2019/09/16 9:15:35 AM GMT+1","7","7","9","8","9","10","6","7","5","6","7","6","6","8","8","8","5","No"
"2019/09/16 9:15:54 AM GMT+1","8","7","8","7","8","9","5","7","6","8","7","7","6","8","10","9","5","Yes"
"2019/09/16 9:15:56 AM GMT+1","8","7","8","6","8","9","5","7","5","6","7","8","6","6","7","7","4","Yes"
"2019/09/16 9:17:09 AM GMT+1","10","5","10","4","7","10","5","6","4","8","7","7","","5","3","3","5","Yes"
"2019/09/16 9:18:10 AM GMT+1","7","7","8","7","8","9","5","7","5","7","7","","","7","10","7","6","Yes"
"2019/09/16 9:19:40 AM GMT+1","7","6","7","7","7","7","5","6","5","5","6","","","6","6","7","5","Yes"
"2019/09/16 9:20:48 AM GMT+1","8","6","7","7","8","7","6","7","6","7","6","6","6","6","9","8","5","Yes"
"2019/09/16 9:21:03 AM GMT+1","7","6","7","8","8","9","6","9","7","6","8","6","8","7","6","6","4","Yes"
"2019/09/16 9:22:14 AM GMT+1","8","6","9","7","8","10","6","7","5","6","7","8","7","7","9","10","6","Yes"
"2019/09/16 9:28:43 AM GMT+1","7","5","9","8","8","10","6","8","7","6","5","7","7","7","7","7","4","Yes"
"2019/09/16 9:29:22 AM GMT+1","9","3","8","7","6","5","2","6","8","4","4","5","6","5","7","8","9","Yes"
"2019/09/16 9:29:36 AM GMT+1","8","7","9","9","9","10","7","8","7","6","6","8","8","8","7","8","5",""
"2019/09/16 9:31:50 AM GMT+1","8","6","8","7","9","8","5","6","5","5","6","","","6","10","8","5","Yes"
"2019/09/16 9:32:01 AM GMT+1","9","6","8","7","7","10","5","6","5","8","5","7","6","7","8","8","7","Yes"
"2019/09/16 9:33:00 AM GMT+1","7","7","9","8","7","9","6","7","7","7","7","7","6","7","8","9","7","Yes"
"2019/09/16 9:34:15 AM GMT+1","7","6","7","7","7","7","6","6","4","4","5","6","6","6","8","7","5","Yes"
"2019/09/16 9:34:15 AM GMT+1","7","7","8","8","7","8","7","7","6","7","7","8","8","7","8","7","8","Yes"
"2019/09/16 9:37:26 AM GMT+1","8","8","9","7","8","9","5","6","6","6","7","7","6","6","6","8","6","Yes"
"2019/09/16 9:41:13 AM GMT+1","9","7","9","8","9","9","7","6","7","7","7","7","6","8","8","7","6","Yes"
"2019/09/16 9:45:47 AM GMT+1","7","6","7","6","7","7","6","6","5","6","6","6","6","7","9","7","3","Yes"
"2019/09/16 9:47:29 AM GMT+1","3","1","3","2","6","2","10","7","8","9","3","10","3","2","5","3","2","Yes"
"2019/09/16 9:48:11 AM GMT+1","8","7","8","7","8","8","6","7","6","7","6","","","7","7","7","5",""
"2019/09/16 9:48:23 AM GMT+1","9","7","8","7","7","9","5","7","8","6","7","","","7","6","7","6","Yes"
"2019/09/16 9:53:26 AM GMT+1","10","10","10","10","10","10","6","10","8","7","8","10","10","8","7","10","8","Yes"
"2019/09/16 9:53:34 AM GMT+1","8","6","8","8","8","9","7","8","7","8","7","8","7","7","7","6","6","Yes"
"2019/09/16 9:54:58 AM GMT+1","9","7","8","6","8","9","4","7","4","5","5","","7","7","10","8","5","No"
"2019/09/16 10:02:34 AM GMT+1","8","8","8","7","8","8","6","7","5","6","6","7","6","7","6","6","7","Yes"
"2019/09/16 10:03:53 AM GMT+1","8","8","7","6","9","10","1","8","4","7","7","","","6","8","7","6",""
"2019/09/16 10:07:50 AM GMT+1","8","7","8","6","9","9","5","5","5","5","4","7","5","4","4","4","2","Yes"
"2019/09/16 10:08:57 AM GMT+1","8","7","8","7","8","9","7","7","6","6","6","8","7","8","10","8","7","No"
"2019/09/16 10:09:35 AM GMT+1","6","8","9","7","9","10","7","7","7","6","6","","","7","8","7","8","Yes"
"2019/09/16 10:16:47 AM GMT+1","8","8","8","7","8","8","4","7","6","7","7","8","7","7","8","8","5","Yes"
"2019/09/16 10:16:49 AM GMT+1","7","5","8","6","8","9","1","6","4","6","3","6","5","6","10","7","7","No"
"2019/09/16 10:17:04 AM GMT+1","6","6","9","7","7","10","7","7","6","6","7","6","6","6","6","7","5","Yes"
"2019/09/16 10:18:34 AM GMT+1","9","7","10","10","9","7","6","8","5","6","6","7","7","8","8","10","6","Yes"
"2019/09/16 10:19:51 AM GMT+1","8","7","9","8","9","9","7","7","6","8","7","7","7","8","8","8","5","Yes"
"2019/09/16 10:26:51 AM GMT+1","8","8","8","7","7","9","6","7","6","6","7","","","7","8","6","4","Yes"
"2019/09/16 10:31:32 AM GMT+1","7","6","8","9","7","7","4","6","5","7","7","8","6","6","4","6","3","No"
"2019/09/16 10:32:37 AM GMT+1","9","5","10","8","8","7","5","7","6","6","8","6","6","7","9","6","6","Yes"
"2019/09/16 10:34:29 AM GMT+1","7","7","8","7","7","8","6","7","5","6","7","7","7","7","9","8","5","No"
"2019/09/16 10:34:37 AM GMT+1","7","5","7","7","7","8","5","6","6","6","7","6","5","5","7","6","4","Yes"
"2019/09/16 10:35:44 AM GMT+1","7","7","9","7","9","9","7","6","6","5","6","","","6","7","6","6","Yes"
"2019/09/16 10:40:48 AM GMT+1","8","7","9","7","8","9","5","7","5","6","6","7","","6","8","7","6","Yes"
"2019/09/16 10:47:56 AM GMT+1","8","8","8","6","6","9","6","7","6","5","5","6","4","6","9","6","5","Yes"
"2019/09/16 10:50:36 AM GMT+1","8","8","10","8","8","9","7","8","8","7","9","","","8","9","8","6","Yes"
"2019/09/16 10:51:32 AM GMT+1","8","7","8","6","7","7","5","8","6","6","6","8","7","5","10","8","3","Yes"
"2019/09/16 10:51:56 AM GMT+1","7","6","8","7","8","8","6","7","6","5","7","6","5","6","10","5","7","Yes"
"2019/09/16 10:59:13 AM GMT+1","8","6","9","7","8","8","6","6","5","5","5","7","6","7","7","8","5","Yes"
"2019/09/16 11:01:40 AM GMT+1","9","8","8","9","8","8","4","6","5","6","7","7","6","7","9","8","6","Yes"
"2019/09/16 11:04:00 AM GMT+1","7","8","9","7","7","8","6","7","5","7","7","6","7","8","8","7","4","Yes"
"2019/09/16 11:04:23 AM GMT+1","7","7","8","6","7","8","5","6","5","6","7","8","5","7","7","10","6","Yes"
"2019/09/16 11:05:22 AM GMT+1","9","6","9","8","8","10","4","7","6","8","7","7","8","7","3","9","4","Yes"
"2019/09/16 11:05:46 AM GMT+1","7","7","8","7","7","8","6","6","6","6","7","7","7","7","6","7","5","Yes"
"2019/09/16 11:05:57 AM GMT+1","8","7","8","7","9","9","6","7","7","7","8","8","7","8","9","9","7","Yes"
"2019/09/16 11:06:20 AM GMT+1","9","8","7","7","9","9","7","7","7","8","8","","","8","8","7","6","Yes"
"2019/09/16 11:06:50 AM GMT+1","8","7","8","6","7","9","5","7","6","6","8","7","","6","8","7","6","Yes"
"2019/09/16 11:08:08 AM GMT+1","9","7","9","7","8","8","5","7","6","5","7","","","6","7","8","3",""
"2019/09/16 11:08:26 AM GMT+1","8","7","8","6","7","9","6","6","7","7","6","9","8","7","8","8","6","Yes"
"2019/09/16 11:27:34 AM GMT+1","8","8","9","8","8","9","7","8","7","7","8","8","8","8","9","9","6","Yes"
"2019/09/16 11:28:09 AM GMT+1","7","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","7","Yes"
"2019/09/16 11:43:46 AM GMT+1","7","5","8","6","7","9","5","6","5","4","6","6","6","7","10","7","2",""
"2019/09/16 11:45:58 AM GMT+1","9","3","9","8","7","8","6","8","8","9","6","7","8","7","9","9","2","Yes"
"2019/09/16 11:49:31 AM GMT+1","9","7","8","7","7","8","6","7","6","6","7","7","","6","5","4","5","Yes"
"2019/09/16 11:50:38 AM GMT+1","7","7","9","7","8","8","6","8","6","6","7","7","7","8","10","8","7","Yes"
"2019/09/16 11:58:10 AM GMT+1","7","7","8","7","7","8","4","4","4","4","3","","","6","5","5","5","Yes"
"2019/09/16 11:59:36 AM GMT+1","7","7","9","8","8","9","7","6","5","6","5","7","7","10","6","8","4","Yes"
"2019/09/16 12:01:47 PM GMT+1","8","7","9","8","7","7","5","7","6","7","5","8","8","7","7","8","3","Yes"
"2019/09/16 12:04:40 PM GMT+1","7","7","7","6","7","8","4","6","5","6","6","","","7","8","9","6",""
"2019/09/16 12:05:05 PM GMT+1","6","6","8","6","7","8","6","6","6","6","7","7","6","6","8","6","6","Yes"
"2019/09/16 12:10:07 PM GMT+1","6","5","8","7","7","7","5","6","5","5","5","5","6","6","7","5","2","Yes"
"2019/09/16 12:10:23 PM GMT+1","8","7","8","7","8","8","5","7","6","7","7","7","7","6","5","8","4","Yes"
"2019/09/16 12:10:46 PM GMT+1","8","3","8","8","8","8","3","8","6","6","7","7","7","6","1","7","5","Yes"
"2019/09/16 12:16:40 PM GMT+1","8","8","8","8","8","9","7","8","7","6","8","9","7","7","10","10","6","Yes"
"2019/09/16 12:17:28 PM GMT+1","8","8","9","7","8","9","7","9","7","7","6","7","6","7","7","8","5","Yes"
"2019/09/16 12:19:30 PM GMT+1","7","6","8","5","7","6","2","5","3","4","5","7","","5","7","3","4","Yes"
"2019/09/16 12:20:20 PM GMT+1","9","7","9","8","9","9","4","6","6","4","3","9","9","9","8","8","8","No"
"2019/09/16 12:20:27 PM GMT+1","8","7","8","7","7","9","5","7","5","5","6","7","6","8","8","6","3","Yes"
"2019/09/16 12:21:15 PM GMT+1","8","7","9","9","9","9","4","6","4","4","6","7","7","8","9","10","6","Yes"
"2019/09/16 12:23:37 PM GMT+1","8","7","9","7","7","10","6","8","6","6","7","6","7","8","7","8","4","Yes"
"2019/09/16 12:26:47 PM GMT+1","7","8","9","9","8","7","6","6","7","9","8","","","7","8","10","6","Yes"
"2019/09/16 12:29:36 PM GMT+1","9","8","10","7","7","10","5","7","7","8","8","6","6","8","10","7","7","Yes"
"2019/09/16 12:40:44 PM GMT+1","10","6","9","6","7","8","6","7","6","6","7","7","5","7","8","7","5","Yes"
"2019/09/16 12:41:45 PM GMT+1","7","8","9","8","9","9","6","8","7","6","8","7","","8","7","7","8","No"
"2019/09/16 12:42:00 PM GMT+1","7","6","8","6","7","7","5","6","5","5","5","","","6","8","7","6","No"
"2019/09/16 12:46:11 PM GMT+1","6","7","8","6","7","8","6","6","4","5","5","","","6","7","6","6","Yes"
"2019/09/16 12:50:15 PM GMT+1","8","7","9","6","6","6","6","6","6","6","6","6","5","6","10","9","6","Yes"
"2019/09/16 12:51:45 PM GMT+1","9","8","9","7","8","9","6","9","5","8","6","7","7","8","7","8","5","Yes"
"2019/09/16 12:52:32 PM GMT+1","7","6","7","7","8","6","5","6","4","4","6","6","6","7","8","8","6","Yes"
"2019/09/16 12:56:47 PM GMT+1","7","7","9","7","8","10","7","8","7","6","6","7","","6","8","8","7","Yes"
"2019/09/16 12:58:29 PM GMT+1","9","8","9","9","8","9","5","7","6","6","8","","","8","8","9","5","Yes"
"2019/09/16 12:59:53 PM GMT+1","9","7","10","6","10","10","6","7","8","5","7","8","8","7","6","9","6","Yes"
"2019/09/16 1:01:31 PM GMT+1","8","5","10","6","8","10","2","8","5","3","5","","","8","8","4","5","No"
"2019/09/16 1:19:07 PM GMT+1","8","7","8","7","7","7","6","6","3","5","6","6","6","6","7","8","4","Yes"
"2019/09/16 1:19:24 PM GMT+1","8","7","8","6","7","8","6","7","5","5","6","6","6","7","5","7","7","Yes"
"2019/09/16 1:22:58 PM GMT+1","9","6","9","7","8","9","5","7","6","6","7","7","7","7","8","7","5","Yes"
"2019/09/16 1:24:05 PM GMT+1","9","7","8","7","8","9","7","8","5","5","6","8","7","7","8","9","5","Yes"
"2019/09/16 1:25:15 PM GMT+1","8","6","8","7","7","6","5","6","6","6","6","6","6","7","8","8","6","Yes"
"2019/09/16 1:27:42 PM GMT+1","7","6","8","7","8","9","3","6","3","5","5","7","7","6","4","7","5","Yes"
"2019/09/16 1:28:01 PM GMT+1","10","7","10","9","10","8","7","8","8","7","9","7","7","8","9","8","7","Yes"
"2019/09/16 1:28:26 PM GMT+1","8","6","7","6","6","7","5","6","5","5","6","6","4","6","8","6","5","Yes"
"2019/09/16 1:32:34 PM GMT+1","9","7","9","9","10","9","8","9","7","4","7","8","7","7","9","8","7","Yes"
"2019/09/16 1:32:39 PM GMT+1","8","6","9","9","10","8","5","8","5","7","8","9","8","7","8","9","9","Yes"
"2019/09/16 1:36:57 PM GMT+1","8","7","9","7","8","9","4","7","5","6","7","8","7","6","9","8","4","Yes"
"2019/09/16 1:40:13 PM GMT+1","7","7","7","5","6","8","6","7","4","4","7","8","","6","10","10","2","Yes"
"2019/09/16 1:44:46 PM GMT+1","8","7","9","9","10","7","3","7","5","6","7","10","7","8","10","7","7",""
"2019/09/16 1:46:34 PM GMT+1","7","7","8","6","7","8","5","6","6","5","6","","","6","5","5","3","Yes"
"2019/09/16 1:46:59 PM GMT+1","7","6","8","7","7","6","4","6","4","6","8","7","6","7","8","7","4","Yes"
"2019/09/16 1:48:53 PM GMT+1","8","7","10","10","8","10","8","7","4","5","6","7","7","4","4","5","4","Yes"
"2019/09/16 1:51:33 PM GMT+1","8","8","9","9","9","8","7","8","6","7","6","7","6","6","7","6","5","Yes"
"2019/09/16 1:52:24 PM GMT+1","8","8","9","6","8","9","7","7","4","4","6","7","7","7","8","9","7","Yes"
"2019/09/16 2:06:02 PM GMT+1","8","7","9","8","8","9","8","7","7","7","8","8","8","7","8","9","7","Yes"
"2019/09/16 2:13:01 PM GMT+1","8","6","8","6","7","8","6","7","6","6","7","7","6","7","9","9","6","Yes"
"2019/09/16 2:29:41 PM GMT+1","8","6","9","8","7","8","6","6","7","7","8","5","6","6","7","9","7","Yes"
"2019/09/16 2:33:53 PM GMT+1","8","7","9","6","7","9","7","8","5","5","3","","","7","9","7","6","Yes"
"2019/09/16 2:39:47 PM GMT+1","8","6","8","7","7","7","4","7","5","6","6","4","5","9","7","8","2","Yes"
"2019/09/16 2:41:24 PM GMT+1","7","7","8","7","7","8","6","7","7","6","6","7","7","7","7","8","6","Yes"
"2019/09/16 2:45:01 PM GMT+1","8","7","9","7","7","9","7","8","7","7","6","","","6","7","8","6","Yes"
"2019/09/16 2:51:32 PM GMT+1","7","7","8","7","8","9","6","8","6","6","7","7","6","6","7","7","6","Yes"
"2019/09/16 2:54:31 PM GMT+1","9","6","8","7","8","8","3","6","4","5","6","6","6","6","6","6","5","Yes"
"2019/09/16 2:57:38 PM GMT+1","7","7","10","9","5","6","5","5","3","5","6","","","8","7","10","6","Yes"
"2019/09/16 2:58:11 PM GMT+1","8","9","9","6","7","9","7","7","8","8","9","7","7","8","7","8","7","Yes"
"2019/09/16 2:59:23 PM GMT+1","1","1","1","1","1","1","10","1","1","1","1","10","1","1","10","1","10","Yes"
"2019/09/16 3:26:45 PM GMT+1","7","7","9","8","9","8","2","9","3","5","5","","","7","5","8","5","Yes"
