"Timestamp","De Gea","Fosu Mensah","Lindelof","Maguire","Wan-Bissaka","McTominay","Pogba","Bruno","Rashford","Greenwood","Martial","Lingard","Matic","Team Performance","Final Result","Ole","Crystal Palace","Did the ref do a good job?"
"2020/07/17 11:34:06 PM GMT+2","9","6","6","5","6","5","4","7","7","4","8","5","6","5","9","7","9","Yes"
"2020/07/17 11:35:37 PM GMT+2","7","5","7","6","6","6","7","6","7","5","9","5","6","6","8","6","5","Yes"
"2020/07/17 11:38:16 PM GMT+2","8","6","8","8","7","7","7","7","9","6","9","7","8","8","8","8","4",""
"2020/07/17 11:40:20 PM GMT+2","8","6","8","6","6","5","7","7","8","5","8","10","6","7","10","7","8","No"
"2020/07/17 11:49:04 PM GMT+2","8","5","7","6","7","5","6","6","8","6","7","5","7","5","8","5","5","No"
"2020/07/17 11:49:54 PM GMT+2","8","6","8","7","6","6","6","6","8","6","8","7","9","7","8","8","2","Yes"
"2020/07/17 11:51:06 PM GMT+2","9","7","8","7","7","6","7","7","9","6","8","7","8","7","10","8","8","No"
"2020/07/17 11:52:55 PM GMT+2","8","6","8","7","7","6","6","7","9","5","8","6","7","7","9","9","7","Yes"
"2020/07/17 11:53:10 PM GMT+2","8","7","8","6","6","5","7","8","9","6","9","6","7","8","8","8","6","Yes"
"2020/07/17 11:55:06 PM GMT+2","9","7","8","8","7","6","7","7","9","6","9","7","8","7","7","7","8","Yes"
"2020/07/17 11:55:47 PM GMT+2","5","4","6","6","7","4","5","6","8","7","9","4","6","7","10","7","3","Yes"
"2020/07/17 11:56:23 PM GMT+2","7","6","7","7","7","5","6","5","8","6","8","5","6","7","8","7","6","Yes"
"2020/07/18 12:02:33 AM GMT+2","9","7","8","7","7","5","9","8","10","5","9","7","8","7","9","9","4","Yes"
"2020/07/18 12:06:59 AM GMT+2","9","6","8","7","6","4","7","8","9","4","8","6","8","7","7","9","6","Yes"
"2020/07/18 12:27:40 AM GMT+2","8","6","8","6","7","7","8","7","8","6","8","7","7","7","8","8","4",""
"2020/07/18 12:31:51 AM GMT+2","8","7","8","7","6","5","7","6","9","5","9","7","7","6","9","8","5","Yes"
"2020/07/18 12:39:26 AM GMT+2","8","8","8","8","7","5","7","6","9","6","9","7","7","6","8","8","8","Yes"
"2020/07/18 12:46:38 AM GMT+2","8","7","9","7","8","7","8","7","9","7","10","8","9","8","10","9","6","Yes"
"2020/07/18 12:47:38 AM GMT+2","8","6","7","7","7","3","6","8","9","6","9","6","7","6","9","8","8","Yes"
"2020/07/18 12:47:57 AM GMT+2","8","7","8","7","7","6","7","7","9","6","8","6","9","8","8","9","7","Yes"
"2020/07/18 12:48:28 AM GMT+2","9","8","7","8","6","6","6","7","9","6","8","5","7","6","8","7","7","Yes"
"2020/07/18 12:54:11 AM GMT+2","7","7","8","7","7","6","7","7","9","6","9","6","8","8","8","8","7","Yes"
"2020/07/18 12:55:47 AM GMT+2","8","5","6","6","7","6","6","7","8","6","9","6","7","6","8","10","7","Yes"
"2020/07/18 12:59:53 AM GMT+2","8","6","7","6","7","6","7","7","8","6","9","6","7","7","9","8","6","Yes"
"2020/07/18 1:05:20 AM GMT+2","8","6","9","6","6","6","7","7","10","6","9","8","8","7","5","7","7","Yes"
"2020/07/18 1:05:36 AM GMT+2","9","7","8","8","6","6","7","8","9","6","9","6","8","7","8","9","7","No"
"2020/07/18 1:07:40 AM GMT+2","9","6","8","7","7","6","6","7","9","7","9","5","6","6","8","9","6","No"
"2020/07/18 1:08:04 AM GMT+2","9","6","8","7","6","5","6","7","9","5","9","6","8","6","9","8","6","Yes"
"2020/07/18 1:12:14 AM GMT+2","9","6","7","8","8","6","7","7","9","5","9","7","7","7","9","8","6","Yes"
"2020/07/18 1:13:26 AM GMT+2","8","7","9","8","7","6","7","7","9","6","9","7","7","7","10","7","4","Yes"
"2020/07/18 1:24:34 AM GMT+2","9","6","8","7","7","6","6","6","9","5","8","5","6","6","8","7","6","Yes"
"2020/07/18 1:25:19 AM GMT+2","9","7","8","7","7","6","8","9","9","7","9","6","9","8","8","10","4","No"
"2020/07/18 1:32:04 AM GMT+2","7","7","7","7","7","6","7","8","8","6","7","6","7","7","8","7","6","Yes"
"2020/07/18 1:32:18 AM GMT+2","9","7","7","7","7","6","7","5","10","6","9","6","7","8","10","8","7","Yes"
"2020/07/18 1:35:22 AM GMT+2","7","7","7","7","6","6","6","5","8","6","8","7","7","6","7","7","7","No"
"2020/07/18 1:40:07 AM GMT+2","8","6","7","7","6","5","6","7","8","5","8","6","7","5","8","6","7","Yes"
"2020/07/18 1:40:16 AM GMT+2","9","6","8","6","6","5","7","6","8","7","9","5","7","6","8","8","7","Yes"
"2020/07/18 1:43:10 AM GMT+2","10","4","8","6","6","5","6","7","9","4","8","6","7","5","9","9","6","Yes"
"2020/07/18 1:44:21 AM GMT+2","8","7","8","6","7","7","7","7","8","6","8","6","6","7","7","7","7","Yes"
"2020/07/18 1:46:32 AM GMT+2","9","6","9","8","6","6","7","7","9","6","9","7","8","7","7","6","6","Yes"
"2020/07/18 1:51:01 AM GMT+2","8","7","8","6","7","5","6","6","8","6","8","5","7","7","9","10","5","No"
"2020/07/18 1:52:36 AM GMT+2","9","6","8","6","7","6","6","7","9","6","8","6","7","7","7","7","5","No"
"2020/07/18 2:03:54 AM GMT+2","7","6","6","6","7","7","7","6","8","5","8","5","6","7","8","8","7","Yes"
"2020/07/18 2:11:15 AM GMT+2","9","7","8","6","6","8","8","6","9","5","8","6","7","9","8","8","6","Yes"
"2020/07/18 2:17:20 AM GMT+2","8","8","9","8","8","1","6","7","9","5","8","6","7","7","7","7","6","Yes"
"2020/07/18 2:18:40 AM GMT+2","9","6","8","7","7","6","6","6","8","6","8","","","7","9","8","3","Yes"
"2020/07/18 2:25:36 AM GMT+2","8","7","7","7","8","6","6","7","9","5","8","5","7","7","10","10","6","No"
"2020/07/18 2:26:43 AM GMT+2","9","7","7","7","7","6","7","7","9","6","9","6","7","7","8","7","7","Yes"
"2020/07/18 2:27:32 AM GMT+2","10","6","9","7","7","6","7","7","9","6","9","7","8","6","10","8","8","Yes"
"2020/07/18 2:35:53 AM GMT+2","9","6","6","5","6","5","5","5","8","5","9","5","5","4","8","5","8","No"
"2020/07/18 2:36:27 AM GMT+2","8","6","9","7","9","7","8","9","9","6","9","8","8","8","10","9","5","Yes"
"2020/07/18 2:41:54 AM GMT+2","9","6","7","7","7","7","8","7","9","6","8","6","7","6","7","8","8","Yes"
"2020/07/18 2:42:04 AM GMT+2","8","5","6","6","1","5","5","7","9","5","9","1","5","4","6","5","6","No"
"2020/07/18 2:54:54 AM GMT+2","10","7","9","6","7","8","8","6","10","7","8","6","8","7","10","8","10","Yes"
"2020/07/18 2:57:21 AM GMT+2","8","6","7","7","7","6","8","7","9","5","9","5","9","6","10","7","8","No"
"2020/07/18 2:59:01 AM GMT+2","8","5","7","6","7","4","4","5","8","4","8","5","6","4","8","4","7","Yes"
"2020/07/18 3:00:16 AM GMT+2","9","7","8","7","6","5","7","6","8","6","9","7","7","7","8","8","8","Yes"
"2020/07/18 3:06:15 AM GMT+2","7","6","8","7","6","4","5","7","7","6","7","7","8","6","6","6","7","Yes"
"2020/07/18 3:11:30 AM GMT+2","8","7","6","7","6","6","4","5","8","5","10","5","8","6","9","7","6","Yes"
"2020/07/18 3:15:06 AM GMT+2","10","8","8","9","7","7","9","9","10","9","10","10","8","9","9","9","8","Yes"
"2020/07/18 3:18:45 AM GMT+2","7","7","9","8","8","6","7","8","9","8","9","7","7","7","8","7","9","No"
"2020/07/18 3:22:14 AM GMT+2","8","8","8","7","7","7","8","7","9","6","8","6","6","7","8","8","8","No"
"2020/07/18 3:22:59 AM GMT+2","9","7","7","7","7","6","7","7","9","7","8","6","8","7","9","8","7","Yes"
"2020/07/18 3:26:13 AM GMT+2","8","7","7","7","7","8","8","7","8","6","8","6","7","8","10","10","7","Yes"
"2020/07/18 3:37:23 AM GMT+2","8","5","7","7","5","5","7","7","9","5","8","5","7","5","8","8","7","Yes"
"2020/07/18 3:39:47 AM GMT+2","9","7","7","6","5","6","6","6","9","6","9","7","8","5","8","7","5","No"
"2020/07/18 3:46:18 AM GMT+2","6","6","7","5","6","5","7","6","8","6","8","5","4","5","8","6","7","No"
"2020/07/18 3:50:30 AM GMT+2","7","6","6","6","7","6","7","6","9","6","8","7","7","7","7","7","6","Yes"
"2020/07/18 3:52:38 AM GMT+2","9","7","7","7","7","6","7","8","9","6","9","7","8","7","8","7","8","No"
"2020/07/18 3:58:22 AM GMT+2","8","6","8","8","6","6","6","7","9","6","8","5","8","6","8","7","8","Yes"
"2020/07/18 4:08:27 AM GMT+2","8","5","7","6","6","6","6","6","8","6","8","5","6","7","10","5","7","No"
"2020/07/18 4:08:33 AM GMT+2","9","7","8","8","7","6","8","7","9","6","9","7","7","8","10","10","8","Yes"
"2020/07/18 4:13:29 AM GMT+2","8","6","8","7","6","5","7","7","9","5","8","7","8","7","7","7","8","No"
"2020/07/18 4:41:34 AM GMT+2","8","7","7","7","7","6","7","8","9","6","9","5","","6","7","7","6","Yes"
"2020/07/18 4:42:09 AM GMT+2","8","8","8","6","7","7","7","8","10","7","9","9","7","8","7","7","6","No"
"2020/07/18 4:54:17 AM GMT+2","9","7","8","7","7","5","7","7","8","7","8","6","6","8","8","7","4","Yes"
"2020/07/18 4:59:06 AM GMT+2","8","6","7","7","6","6","6","6","8","6","8","6","7","6","7","7","5","Yes"
"2020/07/18 5:53:00 AM GMT+2","8","6","7","7","5","4","7","7","9","6","9","6","7","7","6","7","5","Yes"
"2020/07/18 5:55:11 AM GMT+2","10","6","9","6","6","7","8","8","10","7","10","4","7","7","9","8","7","Yes"
"2020/07/18 5:55:22 AM GMT+2","8","8","8","6","8","6","7","7","8","6","8","6","6","6","8","7","7","Yes"
"2020/07/18 6:48:38 AM GMT+2","8","7","9","8","7","7","8","8","9","7","9","6","7","8","9","9","5","Yes"
"2020/07/18 6:52:24 AM GMT+2","9","8","8","7","7","7","8","7","10","7","9","8","8","7","9","7","7","No"
"2020/07/18 7:03:20 AM GMT+2","9","6","7","7","5","6","5","5","8","4","8","7","5","5","8","8","6","Yes"
"2020/07/18 7:13:30 AM GMT+2","8","6","8","8","8","8","8","8","9","6","9","7","7","8","9","9","7","Yes"
"2020/07/18 7:21:14 AM GMT+2","7","7","7","7","7","7","7","8","7","7","7","6","7","7","7","7","7","Yes"
"2020/07/18 7:30:16 AM GMT+2","8","3","4","3","6","6","6","8","8","5","8","4","7","6","6","7","7","Yes"
"2020/07/18 7:32:49 AM GMT+2","8","7","8","7","6","6","7","7","8","6","9","7","8","7","7","7","6","Yes"
"2020/07/18 7:38:39 AM GMT+2","7","7","7","6","7","6","7","5","7","6","8","5","7","7","8","7","6","No"
"2020/07/18 7:48:23 AM GMT+2","9","7","8","8","8","3","10","5","9","7","8","2","9","8","9","9","8","Yes"
"2020/07/18 7:50:43 AM GMT+2","9","7","7","6","7","6","6","5","9","5","8","5","7","7","8","7","6","Yes"
"2020/07/18 7:52:46 AM GMT+2","10","7","8","8","8","6","8","8","9","6","9","6","8","8","10","8","8","Yes"
"2020/07/18 8:01:35 AM GMT+2","8","7","7","7","7","6","7","6","9","6","9","","","7","6","7","7",""
"2020/07/18 8:04:18 AM GMT+2","8","6","8","7","5","5","6","6","9","6","9","7","8","7","8","8","7","Yes"
"2020/07/18 8:28:13 AM GMT+2","9","6","7","6","7","6","7","5","9","5","8","6","7","5","7","7","6","No"
"2020/07/18 8:41:46 AM GMT+2","8","7","8","7","6","6","5","6","9","6","8","5","8","8","7","7","7","Yes"
"2020/07/18 8:43:56 AM GMT+2","8","7","7","7","6","6","7","7","9","7","8","7","7","7","9","9","7","Yes"
"2020/07/18 8:50:06 AM GMT+2","9","7","6","5","6","5","7","6","9","5","8","4","5","6","7","8","7","Yes"
"2020/07/18 9:10:42 AM GMT+2","8","6","8","7","7","6","7","7","9","6","8","6","7","8","10","8","7","Yes"
"2020/07/18 9:21:32 AM GMT+2","9","6","6","7","5","6","6","6","9","6","9","7","7","6","8","7","7","Yes"
"2020/07/18 9:30:56 AM GMT+2","8","5","7","6","7","6","7","7","9","6","7","6","7","7","8","7","7","Yes"
"2020/07/18 9:34:12 AM GMT+2","7","6","6","7","6","6","6","7","9","7","8","6","6","6","9","7","8","Yes"
"2020/07/18 9:39:07 AM GMT+2","8","7","7","7","7","5","6","5","7","5","7","6","7","5","8","7","7","No"
"2020/07/18 9:48:02 AM GMT+2","8","6","7","6","7","6","6","7","9","6","8","1","5","6","7","5","8","No"
"2020/07/18 9:48:19 AM GMT+2","8","7","7","7","6","7","8","6","8","5","8","7","8","9","8","8","7","Yes"
"2020/07/18 9:54:06 AM GMT+2","7","7","6","5","4","3","7","6","9","5","9","6","5","6","9","6","7","Yes"
"2020/07/18 10:08:36 AM GMT+2","7","6","8","8","7","6","7","8","9","6","9","6","7","8","10","9","6","Yes"
"2020/07/18 10:20:09 AM GMT+2","10","8","9","9","7","5","6","6","9","6","9","6","8","7","9","8","3","No"
"2020/07/18 11:13:21 AM GMT+2","9","7","7","7","7","6","7","7","9","6","10","7","7","8","10","9","7","Yes"
"2020/07/18 11:16:52 AM GMT+2","6","6","6","6","6","5","5","7","8","6","7","6","7","6","8","7","6","No"
"2020/07/18 11:16:57 AM GMT+2","7","6","7","7","6","6","7","7","9","6","8","6","7","7","9","8","5","Yes"
"2020/07/18 11:36:12 AM GMT+2","9","8","8","7","6","8","7","7","9","5","8","7","8","7","9","9","5","Yes"
"2020/07/18 12:11:09 PM GMT+2","8","6","8","8","6","7","8","8","7","6","8","5","7","7","7","9","5","No"
"2020/07/18 12:19:32 PM GMT+2","7","5","6","5","4","5","5","5","7","5","7","4","7","6","6","6","4","Yes"
"2020/07/18 12:23:01 PM GMT+2","8","7","7","7","7","6","6","6","8","6","7","7","7","6","9","9","6","Yes"
"2020/07/18 12:26:48 PM GMT+2","9","7","8","7","6","6","6","6","8","6","8","7","7","8","10","8","9","No"
"2020/07/18 12:36:28 PM GMT+2","10","8","10","10","8","7","7","9","10","7","10","7","7","7","9","10","6","Yes"
"2020/07/18 12:37:08 PM GMT+2","10","7","8","8","8","8","8","7","9","8","9","7","8","8","10","8","9","No"
"2020/07/18 1:01:54 PM GMT+2","7","7","9","6","6","5","6","7","9","6","9","6","","6","8","10","7","Yes"
"2020/07/18 1:15:20 PM GMT+2","7","6","9","8","8","6","6","7","8","6","8","","","6","6","6","7","No"
"2020/07/18 1:51:58 PM GMT+2","9","6","9","6","6","8","7","7","9","5","8","7","6","7","10","9","8","Yes"
"2020/07/18 1:52:36 PM GMT+2","8","5","7","7","6","5","6","8","8","6","9","4","8","6","8","7","7","Yes"
"2020/07/18 4:44:04 PM GMT+2","7","7","8","7","7","6","6","6","8","6","8","","7","7","7","7","7","Yes"
"2020/07/18 4:46:41 PM GMT+2","8","6","8","7","6","6","7","7","8","6","9","6","6","7","8","9","6","No"
"2020/07/18 5:55:01 PM GMT+2","7","5","7","6","6","6","7","6","7","6","7","6","6","6","8","7","6","Yes"
"2020/07/18 6:11:58 PM GMT+2","9","7","8","7","7","7","7","8","9","6","8","7","","7","9","7","6","Yes"
"2020/07/18 7:23:55 PM GMT+2","9","8","8","7","6","5","6","7","10","6","9","7","9","8","10","9","9","Yes"
