"Timestamp","de Gea","Shaw","Maguire","Lindelof","AWB","Matic","Pogba","Bruno","Martial","Rashford","Greenwood","Williams","McTominay","Fred","Team Performance","Final Result","Ole","Aston Villa","Did the ref do a good job?","Did you get to the survey because you saw the post or because of notifications?"
"2020/07/13 2:55:05 PM GMT+2","7","8","8","8","8","8","9","9","5","6","9","5","5","5","8","10","9","3","No","Saw the post"
"2020/07/13 2:56:04 PM GMT+2","6","9","6","7","5","7","10","9","9","8","9","6","6","6","9","10","9","6","No","Saw the post"
"2020/07/13 2:56:11 PM GMT+2","6","8","7","7","4","5","8","6","8","7","9","7","6","6","6","9","9","2","No","Saw the post"
"2020/07/13 2:57:09 PM GMT+2","6","7","6","7","6","6","8","7","7","8","8","7","6","6","6","10","7","5","No","Saw the post"
"2020/07/13 2:58:31 PM GMT+2","7","8","7","7","6","7","9","8","8","7","9","6","7","7","8","9","10","5","No","Saw the post"
"2020/07/13 3:00:47 PM GMT+2","8","8","7","8","8","8","9","9","9","8","10","","","8","9","10","10","3","No","Saw the post"
"2020/07/13 3:01:04 PM GMT+2","8","8","7","7","7","8","9","9","9","7","8","7","7","8","9","10","8","6","No","Saw the post"
"2020/07/13 3:03:09 PM GMT+2","6","7","7","7","6","7","9","8","7","7","9","6","6","6","9","10","8","1","Yes","Saw the post"
"2020/07/13 3:03:33 PM GMT+2","7","7","7","7","7","7","9","8","9","7","9","7","7","7","8","9","8","6","No","Saw the post"
"2020/07/13 3:03:34 PM GMT+2","7","9","6","8","6","7","10","8","9","7","9","6","6","6","9","10","10","5","Yes","Saw the post"
"2020/07/13 3:04:02 PM GMT+2","7","8","7","7","7","8","9","8","7","7","9","7","6","6","8","10","8","4","No","Saw the post"
"2020/07/13 3:04:05 PM GMT+2","7","8","8","8","7","8","9","8","8","8","9","7","7","7","7","9","8","6","No","Saw the post"
"2020/07/13 3:05:32 PM GMT+2","6","8","7","7","5","6","8","7","8","7","8","6","6","6","9","9","9","4","No","Saw the post"
"2020/07/13 3:05:55 PM GMT+2","7","9","7","8","9","8","10","10","9","9","10","7","7","7","8","9","9","6","Yes","Saw the post"
"2020/07/13 3:06:21 PM GMT+2","7","8","7","7","7","7","9","8","8","7","9","","7","7","8","8","10","4","No","Saw the post"
"2020/07/13 3:06:50 PM GMT+2","6","6","6","6","6","4","8","7","8","6","7","6","6","5","7","9","9","6","",""
"2020/07/13 3:08:01 PM GMT+2","7","7","7","7","7","6","7","9","9","7","9","","","","9","9","9","5","No","Saw the post"
"2020/07/13 3:09:19 PM GMT+2","7","8","7","7","8","7","10","9","8","8","10","8","8","8","7","8","8","6","No","Saw the post"
"2020/07/13 3:09:39 PM GMT+2","6","7","6","6","8","8","9","10","8","8","9","5","5","6","10","10","10","4","No","Saw the post"
"2020/07/13 3:10:14 PM GMT+2","6","7","6","6","5","5","10","8","8","7","9","6","6","6","8","10","8","6","No","Saw the post"
"2020/07/13 3:11:07 PM GMT+2","7","7","6","6","6","6","8","8","7","6","8","7","7","7","7","8","7","6","No","Saw the post"
"2020/07/13 3:12:04 PM GMT+2","7","8","7","7","8","7","9","9","9","8","9","7","7","7","8","8","8","6","No","Saw the post"
"2020/07/13 3:13:02 PM GMT+2","8","8","7","7","8","8","9","9","9","7","10","","","","7","9","9","7","No","Saw the post"
"2020/07/13 3:15:26 PM GMT+2","7","7","7","7","8","7","9","9","9","8","9","8","7","7","9","8","8","3","Yes","Saw the post"
"2020/07/13 3:16:12 PM GMT+2","8","9","8","7","9","7","9","10","9","10","10","7","7","9","10","10","9","8","Yes","Saw the post"
"2020/07/13 3:18:26 PM GMT+2","7","8","7","7","6","7","8","8","8","7","8","6","6","6","8","9","9","3","Yes","Saw the post"
"2020/07/13 3:19:05 PM GMT+2","7","7","7","7","7","7","9","8","9","8","8","8","7","7","7","8","8","6","No","Saw the post"
"2020/07/13 3:19:22 PM GMT+2","6","7","6","6","6","7","9","7","9","8","9","6","6","6","7","8","8","6","No","Saw the post"
"2020/07/13 3:19:59 PM GMT+2","10","9","9","9","9","9","10","10","8","8","10","6","6","6","9","10","8","8","Yes","Saw the post"
"2020/07/13 3:21:02 PM GMT+2","6","7","6","6","6","5","8","7","7","6","9","6","5","6","7","9","8","3","No","Saw the post"
"2020/07/13 3:21:21 PM GMT+2","6","7","6","6","6","5","8","7","8","7","9","7","6","6","8","8","8","6","Yes","Saw the post"
"2020/07/13 3:22:57 PM GMT+2","7","9","7","8","6","7","9","7","9","8","9","8","8","8","8","9","9","4","No","Saw the post"
"2020/07/13 3:23:01 PM GMT+2","8","7","8","7","8","8","9","9","9","9","10","7","8","8","8","9","9","4","Yes","Saw the post"
"2020/07/13 3:23:22 PM GMT+2","6","8","6","6","7","7","8","7","9","8","9","6","6","6","8","8","9","5","No","Saw the post"
"2020/07/13 3:23:38 PM GMT+2","6","7","7","7","7","7","9","8","6","6","9","6","6","6","7","9","8","3","Yes","Saw the post"
"2020/07/13 3:24:46 PM GMT+2","9","6","7","8","7","8","9","8","8","5","9","6","6","6","8","8","9","5","No","Saw the post"
"2020/07/13 3:25:58 PM GMT+2","8","8","8","8","8","8","9","9","7","7","9","7","7","5","8","8","8","5","No","Saw the post"
"2020/07/13 3:26:47 PM GMT+2","8","6","7","6","6","6","8","7","6","8","9","7","6","7","6","9","8","6","No","Saw the post"
"2020/07/13 3:27:29 PM GMT+2","10","10","8","8","10","10","10","10","10","8","10","6","7","7","9","9","10","5","Yes","Saw the post"
"2020/07/13 3:27:54 PM GMT+2","7","8","7","7","7","7","8","8","7","8","9","7","7","7","8","8","10","6","No",""
"2020/07/13 3:28:25 PM GMT+2","6","9","6","6","7","7","7","8","10","8","9","6","6","7","8","10","9","4","No","Saw the post"
"2020/07/13 3:29:42 PM GMT+2","7","8","7","8","8","7","8","8","9","8","9","7","7","7","8","9","9","2","Yes","Saw the post"
"2020/07/13 3:30:08 PM GMT+2","7","7","7","7","7","6","9","6","9","7","9","","","","7","9","9","4","No","Saw the post"
"2020/07/13 3:30:39 PM GMT+2","7","8","6","7","6","6","9","8","8","7","9","7","7","7","8","9","9","5","No","Saw the post"
"2020/07/13 3:31:18 PM GMT+2","6","8","7","8","7","7","7","6","9","7","9","","","","8","10","9","6","No","Saw the post"
"2020/07/13 3:33:41 PM GMT+2","6","7","6","6","5","7","8","8","8","6","8","7","7","7","7","7","7","2","No","Saw the post"
"2020/07/13 3:34:56 PM GMT+2","6","8","6","6","5","6","8","9","9","8","9","6","6","6","8","9","9","4","No","Saw the post"
"2020/07/13 3:35:07 PM GMT+2","7","9","7","7","6","8","9","7","10","8","10","6","6","6","7","7","7","4","Yes","Saw the post"
"2020/07/13 3:35:11 PM GMT+2","7","6","6","6","6","6","8","7","8","7","8","6","6","6","7","7","7","5","No","Saw the post"
"2020/07/13 3:35:16 PM GMT+2","7","8","7","7","6","8","9","9","7","7","10","6","6","6","7","9","9","5","No","Saw the post"
"2020/07/13 3:35:40 PM GMT+2","6","8","6","6","5","6","7","7","8","6","7","6","6","6","7","8","9","6","Yes","Saw the post"
"2020/07/13 3:37:13 PM GMT+2","7","9","7","7","7","7","8","10","9","8","9","7","7","7","9","9","9","6","Yes","Saw the post"
"2020/07/13 3:37:34 PM GMT+2","7","7","7","7","7","8","8","8","9","8","8","7","7","7","7","8","8","6","Yes","Saw the post"
"2020/07/13 3:38:19 PM GMT+2","8","7","7","7","8","7","8","10","7","6","8","7","6","7","9","10","9","1","No","Saw the post"
"2020/07/13 3:38:34 PM GMT+2","6","7","6","6","6","6","7","9","7","7","8","6","6","6","7","7","8","5","Yes","Saw the post"
"2020/07/13 3:39:44 PM GMT+2","7","7","7","7","7","7","8","7","7","8","6","5","5","5","8","9","5","6","Yes","Saw the post"
"2020/07/13 3:40:29 PM GMT+2","8","8","8","8","7","8","9","8","9","9","9","6","6","7","8","10","10","4","Yes","Saw the post"
"2020/07/13 3:41:52 PM GMT+2","7","7","6","8","6","6","8","7","7","7","9","6","6","6","6","9","6","4","No","Saw the post"
"2020/07/13 3:44:10 PM GMT+2","7","8","7","7","7","7","10","8","9","8","9","7","7","8","9","9","9","2","Yes","Saw the post"
"2020/07/13 3:44:42 PM GMT+2","6","9","8","8","6","6","10","7","9","8","9","6","5","7","8","7","9","6","No","Saw the post"
"2020/07/13 3:46:13 PM GMT+2","6","8","7","7","7","7","8","8","9","7","9","7","7","7","8","9","10","4","No","Saw the post"
"2020/07/13 3:46:50 PM GMT+2","6","10","8","8","8","9","9","9","9","7","10","7","7","8","8","9","9","6","No","Saw the post"
"2020/07/13 3:50:07 PM GMT+2","8","10","8","6","6","7","8","7","8","7","9","5","7","7","8","9","10","6","No","Saw the post"
"2020/07/13 3:53:40 PM GMT+2","7","8","6","7","7","7","9","10","7","8","9","","","","8","7","9","6","No",""
"2020/07/13 3:54:39 PM GMT+2","7","8","7","7","7","7","9","8","9","8","9","7","7","7","8","10","10","3","No","Saw the post"
"2020/07/13 3:54:56 PM GMT+2","7","8","7","8","7","7","8","8","9","7","9","7","7","9","8","10","10","5","No","Saw the post"
"2020/07/13 3:55:43 PM GMT+2","7","9","8","8","7","8","9","7","8","7","9","6","6","6","8","10","10","5","No","Saw the post"
"2020/07/13 3:57:11 PM GMT+2","8","8","7","8","7","9","9","9","9","8","10","7","7","8","8","9","9","6","No","Saw the post"
"2020/07/13 3:57:48 PM GMT+2","7","8","7","7","7","7","9","9","7","8","9","7","7","7","8","8","9","4","No","Saw the post"
"2020/07/13 4:00:11 PM GMT+2","7","8","7","7","7","9","10","9","8","7","9","6","6","6","9","9","10","6","Yes","Saw the post"
"2020/07/13 4:00:15 PM GMT+2","7","8","7","7","7","7","9","7","7","7","8","","","","8","8","8","5","No","Saw the post"
"2020/07/13 4:00:52 PM GMT+2","6","7","7","7","7","7","9","9","8","7","9","7","6","6","8","8","9","4","No","Saw the post"
"2020/07/13 4:04:19 PM GMT+2","7","8","7","7","6","7","9","7","9","8","9","7","7","7","8","10","10","7","No","Saw the post"
"2020/07/13 4:10:49 PM GMT+2","8","7","7","7","9","8","9","10","7","7","10","6","6","6","9","10","8","3","No","Saw the post"
"2020/07/13 4:10:52 PM GMT+2","8","9","9","9","10","7","9","7","10","7","10","7","6","7","7","8","8","2","Yes","Saw the post"
"2020/07/13 4:10:58 PM GMT+2","7","8","7","8","7","8","9","9","9","8","10","7","","","8","8","9","6","Yes","Saw the post"
"2020/07/13 4:15:10 PM GMT+2","7","8","7","7","7","7","8","8","8","8","9","7","7","7","9","9","9","6","Yes","Saw the post"
"2020/07/13 4:16:06 PM GMT+2","7","8","7","7","7","8","8","9","8","8","9","7","7","6","8","9","9","7","No","Saw the post"
"2020/07/13 4:16:53 PM GMT+2","7","7","8","8","8","7","8","6","7","7","7","6","6","6","7","7","7","6","Yes","Saw the post"
"2020/07/13 4:18:57 PM GMT+2","6","7","6","6","7","7","9","8","8","7","9","6","6","6","9","10","9","4","No","Saw the post"
"2020/07/13 4:19:43 PM GMT+2","8","9","8","8","9","8","9","9","9","8","8","7","7","7","9","10","9","6","No","Saw the post"
"2020/07/13 4:24:54 PM GMT+2","6","7","7","7","7","7","8","7","7","8","9","7","6","7","8","9","9","5","No","Saw the post"
"2020/07/13 4:24:56 PM GMT+2","6","8","7","7","7","7","8","7","8","7","8","6","6","6","8","8","8","3","Yes","Saw the post"
"2020/07/13 4:26:50 PM GMT+2","7","8","7","7","6","7","8","8","8","7","9","6","6","6","7","10","10","5","No","Saw the post"
"2020/07/13 4:27:33 PM GMT+2","7","8","8","7","7","8","10","7","10","9","9","6","7","6","8","10","9","5","No","Saw the post"
"2020/07/13 4:28:24 PM GMT+2","7","8","7","7","8","7","8","9","8","8","9","7","7","7","8","9","9","6","No","Saw the post"
"2020/07/13 4:29:59 PM GMT+2","7","7","7","7","7","8","9","9","9","8","9","7","7","7","10","9","10","6","No","Saw the post"
"2020/07/13 4:30:38 PM GMT+2","6","9","7","7","6","9","9","10","7","8","10","7","7","8","9","10","10","2","No","Saw the post"
"2020/07/13 4:31:00 PM GMT+2","7","8","6","7","7","7","8","7","8","7","9","","","","8","7","8","5","Yes","Saw the post"
"2020/07/13 4:33:10 PM GMT+2","6","6","5","5","7","7","8","8","9","8","9","7","10","6","9","9","9","10","Yes","Saw the post"
"2020/07/13 4:33:10 PM GMT+2","5","7","5","5","6","7","9","9","8","7","9","6","5","5","9","10","10","7","Yes","Saw the post"
"2020/07/13 4:33:50 PM GMT+2","7","8","8","7","7","8","9","9","8","8","10","7","7","7","9","9","9","5","No","Saw the post"
"2020/07/13 4:34:58 PM GMT+2","7","8","8","8","7","7","9","9","9","8","9","7","6","6","8","9","9","5","No","Saw the post"
"2020/07/13 4:41:50 PM GMT+2","7","9","8","7","8","8","9","9","9","7","9","5","6","6","7","7","7","1","Yes","Saw the post"
"2020/07/13 4:45:14 PM GMT+2","8","7","7","7","8","6","10","8","9","7","10","","","","7","10","8","3","Yes","Saw the post"
"2020/07/13 4:47:21 PM GMT+2","8","8","8","8","6","7","9","8","9","8","8","7","7","7","8","10","9","4","Yes","Saw the post"
"2020/07/13 4:47:53 PM GMT+2","10","7","8","7","8","7","8","9","8","7","9","7","6","7","7","7","8","6","Yes","Saw the post"
"2020/07/13 4:49:25 PM GMT+2","7","8","7","7","7","8","8","10","9","8","10","7","8","7","8","10","10","5","Yes","Saw the post"
"2020/07/13 4:57:30 PM GMT+2","7","7","7","7","7","7","8","10","8","8","10","6","6","6","9","10","10","4","No","Saw the post"
"2020/07/13 4:58:36 PM GMT+2","8","8","8","8","8","8","9","7","9","8","9","6","6","7","9","10","9","7","No","Saw the post"
"2020/07/13 5:01:44 PM GMT+2","5","7","6","6","6","7","8","9","6","7","8","5","5","5","8","9","7","6","No","Saw the post"
"2020/07/13 5:02:49 PM GMT+2","6","7","7","7","5","6","9","8","8","7","9","","","","7","8","7","5","No","Saw the post"
"2020/07/13 5:02:57 PM GMT+2","6","9","7","8","6","7","8","7","8","7","8","7","7","7","8","5","7","4","Yes","Saw the post"
"2020/07/13 5:06:27 PM GMT+2","7","8","7","7","8","9","9","9","7","7","10","7","7","8","8","8","9","5","No","Saw the post"
"2020/07/13 5:09:11 PM GMT+2","7","7","6","7","7","8","8","7","9","7","8","","","","8","10","9","5","No","Saw the post"
"2020/07/13 5:10:57 PM GMT+2","7","7","7","7","7","7","9","9","9","9","9","6","6","6","9","10","10","7","Yes","Saw the post"
"2020/07/13 5:12:20 PM GMT+2","7","8","7","7","7","7","9","8","9","7","8","","","","8","8","8","7","No","Saw the post"
"2020/07/13 5:14:40 PM GMT+2","7","7","7","7","8","8","8","8","8","7","9","7","7","7","9","9","9","3","Yes","Saw the post"
"2020/07/13 5:17:13 PM GMT+2","7","7","6","6","6","7","8","9","8","6","9","6","6","6","7","8","7","4","Yes","Saw the post"
"2020/07/13 5:18:00 PM GMT+2","6","8","6","6","8","7","8","9","10","8","9","6","5","5","9","7","8","6","No","Saw the post"
"2020/07/13 5:18:12 PM GMT+2","7","9","8","8","8","9","9","9","10","9","9","7","7","7","9","9","10","4","No","Saw the post"
"2020/07/13 5:18:24 PM GMT+2","7","7","6","6","5","6","8","7","8","7","8","6","6","6","7","8","7","5","No","Saw the post"
"2020/07/13 5:18:35 PM GMT+2","8","8","7","7","7","8","8","8","8","7","9","7","7","7","9","8","10","4","Yes","Saw the post"
"2020/07/13 5:21:42 PM GMT+2","7","8","8","8","7","9","8","9","8","7","9","6","6","6","8","9","8","7","Yes","Saw the post"
"2020/07/13 5:33:32 PM GMT+2","6","8","7","7","5","5","9","8","8","7","9","6","6","6","9","9","9","5","Yes","Saw the post"
"2020/07/13 5:36:28 PM GMT+2","7","8","7","7","8","8","9","9","8","8","9","7","","","8","9","9","5","No","Saw the post"
"2020/07/13 5:38:17 PM GMT+2","6","8","6","7","8","8","8","10","10","10","10","6","6","7","10","10","10","1","No","Saw the post"
"2020/07/13 5:43:46 PM GMT+2","7","8","7","7","6","6","9","9","9","8","10","7","7","7","9","9","9","5","No","Saw the post"
"2020/07/13 5:44:17 PM GMT+2","7","7","7","7","7","7","8","10","7","7","9","6","6","6","8","10","8","4","No","Saw the post"
"2020/07/13 5:44:39 PM GMT+2","7","8","7","7","8","8","10","8","10","8","9","5","6","6","8","7","9","4","No","Saw the post"
"2020/07/13 5:50:36 PM GMT+2","6","7","6","6","4","6","8","8","10","8","9","6","6","6","9","9","9","7","Yes","Saw the post"
"2020/07/13 5:52:18 PM GMT+2","7","8","6","7","7","7","9","9","8","7","9","7","6","6","9","9","10","3","No","Saw the post"
"2020/07/13 5:54:25 PM GMT+2","7","7","7","7","7","8","8","8","7","7","9","","","","8","9","9","6","","Saw the post"
"2020/07/13 5:54:26 PM GMT+2","9","10","8","8","8","8","9","9","8","8","10","7","7","9","9","10","9","7","No","Saw the post"
"2020/07/13 5:54:40 PM GMT+2","7","9","7","7","8","8","10","9","8","7","10","7","7","8","9","8","8","5","No","Saw the post"
"2020/07/13 5:54:54 PM GMT+2","7","8","7","7","7","8","8","9","7","8","8","","","","8","9","9","5","No","Saw the post"
"2020/07/13 6:00:15 PM GMT+2","6","7","7","7","7","7","9","7","9","7","9","6","7","7","8","9","8","5","No","Saw the post"
"2020/07/13 6:03:37 PM GMT+2","9","8","9","9","9","8","8","10","10","6","10","8","8","9","10","10","10","6","Yes","Saw the post"
"2020/07/13 6:07:25 PM GMT+2","7","7","7","7","6","7","9","8","8","7","8","6","6","6","9","10","9","4","No","Saw the post"
"2020/07/13 6:07:32 PM GMT+2","6","7","7","6","7","9","9","7","8","7","8","7","7","7","9","10","10","4","No","Saw the post"
"2020/07/13 6:08:58 PM GMT+2","7","7","7","8","7","7","8","8","8","7","8","7","7","8","9","9","8","5","Yes",""
"2020/07/13 6:09:00 PM GMT+2","7","7","7","7","8","7","8","8","8","7","8","7","6","6","8","7","8","6","Yes","Saw the post"
"2020/07/13 6:10:00 PM GMT+2","6","7","7","6","7","8","8","9","7","6","10","","","","8","10","9","4","No","Saw the post"
"2020/07/13 6:19:01 PM GMT+2","7","8","5","6","7","7","8","8","6","7","9","7","6","7","8","9","10","4","No","Saw the post"
"2020/07/13 6:20:16 PM GMT+2","6","7","8","7","7","7","8","8","7","6","9","8","7","8","6","8","8","6","No","Saw the post"
"2020/07/13 6:21:35 PM GMT+2","7","7","6","6","6","6","8","7","9","8","9","6","7","5","7","8","9","6","No","Saw the post"
"2020/07/13 6:24:50 PM GMT+2","7","7","7","7","7","7","9","8","8","7","8","6","6","6","8","9","8","6","No","Saw the post"
"2020/07/13 6:25:34 PM GMT+2","6","8","7","7","7","8","9","9","7","7","10","5","5","5","9","10","9","3","No","Saw the post"
"2020/07/13 6:29:27 PM GMT+2","7","9","8","8","8","7","9","9","8","8","10","7","8","8","8","9","10","7","Yes","Saw the post"
"2020/07/13 6:34:25 PM GMT+2","6","8","7","7","7","7","9","8","8","7","9","6","6","6","7","10","8","2","No","Saw the post"
"2020/07/13 6:36:52 PM GMT+2","7","8","7","7","7","6","8","8","8","7","8","7","7","7","8","9","8","4","No","Saw the post"
"2020/07/13 6:37:15 PM GMT+2","7","9","7","7","7","6","9","9","8","8","9","7","7","7","7","10","7","6","No","Saw the post"
"2020/07/13 6:37:51 PM GMT+2","6","7","7","7","6","7","8","8","8","7","8","6","6","7","9","9","8","6","No","Saw the post"
"2020/07/13 6:41:29 PM GMT+2","8","8","7","6","9","9","8","10","9","9","10","6","7","6","8","8","9","3","No","Saw the post"
"2020/07/13 6:43:12 PM GMT+2","7","8","9","7","9","6","10","9","8","7","9","7","9","7","9","10","9","4","No","Saw the post"
"2020/07/13 6:45:30 PM GMT+2","8","9","8","8","8","7","8","8","8","8","9","8","7","7","8","10","9","7","No","Saw the post"
"2020/07/13 6:45:49 PM GMT+2","7","8","7","7","7","7","8","8","8","8","8","7","7","7","8","8","8","7","Yes","Saw the post"
"2020/07/13 6:48:38 PM GMT+2","7","8","8","9","7","8","9","8","8","9","9","7","7","7","8","10","9","3","No","Saw the post"
"2020/07/13 6:51:47 PM GMT+2","7","7","8","7","7","7","8","8","8","7","9","7","6","6","8","7","8","6","No","Saw the post"
"2020/07/13 6:53:32 PM GMT+2","7","7","7","7","7","7","8","8","7","7","8","6","6","","8","8","8","4","No","Saw the post"
"2020/07/13 6:55:02 PM GMT+2","6","8","7","7","7","7","9","8","9","6","8","7","7","7","7","10","9","4","Yes","Saw the post"
"2020/07/13 6:56:27 PM GMT+2","6","8","7","7","7","6","9","9","9","8","9","6","6","7","8","8","8","3","No","Saw the post"
"2020/07/13 6:57:49 PM GMT+2","7","8","7","8","5","6","9","8","8","7","8","7","7","7","9","9","9","6","No","Saw the post"
"2020/07/13 6:59:26 PM GMT+2","6","6","5","5","7","7","9","7","8","7","8","6","5","6","6","8","8","7","No","Saw the post"
"2020/07/13 7:03:25 PM GMT+2","8","8","8","8","8","7","9","9","9","8","9","","","","8","8","8","4","","Saw the post"
"2020/07/13 7:04:52 PM GMT+2","7","8","8","9","8","8","9","7","8","7","9","7","","","8","8","10","5","Yes","Saw the post"
"2020/07/13 7:07:56 PM GMT+2","7","7","7","7","7","8","8","8","8","8","9","6","6","6","8","9","8","4","No","Saw the post"
"2020/07/13 7:15:34 PM GMT+2","7","8","7","8","8","8","9","8","9","8","9","7","7","7","8","9","9","4","No","Saw the post"
"2020/07/13 7:18:35 PM GMT+2","8","8","6","6","10","9","9","9","8","7","6","7","8","8","8","10","9","3","No","Saw the post"
"2020/07/13 7:20:55 PM GMT+2","9","9","7","9","7","9","9","9","8","7","9","7","7","7","9","9","10","5","No","Saw the post"
"2020/07/13 7:23:51 PM GMT+2","7","7","7","7","6","6","8","9","7","7","8","6","6","6","9","9","9","7","No","Saw the post"
"2020/07/13 7:25:59 PM GMT+2","7","8","8","7","7","8","9","8","9","7","8","8","7","8","8","7","7","6","No","Saw the post"
"2020/07/13 7:26:01 PM GMT+2","8","8","7","7","7","7","8","7","8","8","9","7","6","6","8","10","9","6","No","Saw the post"
"2020/07/13 7:26:20 PM GMT+2","6","8","7","7","6","7","8","8","10","7","8","6","6","8","9","9","9","4","Yes","Saw the post"
"2020/07/13 7:28:03 PM GMT+2","7","8","7","7","6","6","9","8","10","8","8","6","6","6","7","8","8","6","No","Saw the post"
