"Timestamp","De Gea","Maguire","Lindelof","Shaw","Williams","Wan-Bissaka","Matic","Fred","Bruno","Martial","James","Bailly (optional)","McTominay (optional)","Ighalo (optional)","Team Performance","Final Result","Ole","Man City","Did the ref do a good job?"
"2020/03/10 12:34:50 AM GMT+2","8","8","8","8","8","9","9","9","9","9","8","8","8","8","10","10","10","6","No"
"2020/03/10 12:35:01 AM GMT+2","7","7","8","9","7","10","9","9","9","8","7","","","","9","10","9","5","No"
"2020/03/10 12:35:21 AM GMT+2","8","7","7","8","6","9","8","8","8","8","8","7","8","10","10","10","10","7","No"
"2020/03/10 12:35:22 AM GMT+2","7","6","8","8","6","10","7","8","8","8","6","8","8","10","9","10","10","5","No"
"2020/03/10 12:35:46 AM GMT+2","8","9","9","9","7","10","8","8","8","8","7","8","8","8","9","9","9","7","Yes"
"2020/03/10 12:36:00 AM GMT+2","6","8","7","10","8","10","10","10","10","10","7","6","8","8","10","10","10","5","No"
"2020/03/10 12:36:59 AM GMT+2","8","8","8","8","8","10","9","9","9","9","8","8","10","10","10","10","10","5","No"
"2020/03/10 12:37:13 AM GMT+2","8","7","8","8","8","9","8","9","9","9","7","7","10","7","9","10","10","1","No"
"2020/03/10 12:38:17 AM GMT+2","9","9","9","9","9","10","9","10","10","9","8","8","10","10","10","10","10","1","No"
"2020/03/10 12:38:52 AM GMT+2","7","8","7","8","7","10","8","8","7","9","7","","8","8","10","10","9","7","No"
"2020/03/10 12:39:21 AM GMT+2","8","8","8","8","7","9","8","8","8","9","7","7","8","8","10","10","8","5",""
"2020/03/10 12:39:52 AM GMT+2","8","8","8","8","8","9","9","9","8","8","7","8","8","8","9","9","9","6","No"
"2020/03/10 12:40:11 AM GMT+2","8","9","8","9","6","9","8","8","9","9","7","6","7","7","7","10","10","8","No"
"2020/03/10 12:40:15 AM GMT+2","8","9","8","8","8","9","9","9","9","9","7","8","9","8","10","10","8","7","No"
"2020/03/10 12:41:01 AM GMT+2","8","8","8","8","7","10","9","9","9","8","7","6","7","7","10","10","10","4","No"
"2020/03/10 12:42:52 AM GMT+2","6","8","7","6","7","10","8","8","9","9","7","6","8","6","8","10","10","4","No"
"2020/03/10 12:42:57 AM GMT+2","9","8","8","7","6","10","8","8","9","9","7","","8","","10","10","10","5","No"
"2020/03/10 12:43:00 AM GMT+2","7","7","7","8","7","9","8","9","9","8","8","","","7","8","8","8","8","Yes"
"2020/03/10 12:44:30 AM GMT+2","8","9","8","9","8","10","9","9","9","9","7","9","9","10","9","9","9","5","No"
"2020/03/10 12:44:31 AM GMT+2","8","8","8","9","8","10","8","9","9","9","9","8","10","9","10","10","10","1","No"
"2020/03/10 12:45:17 AM GMT+2","8","9","9","9","9","10","9","9","9","9","7","","9","9","9","8","10","7","No"
"2020/03/10 12:45:31 AM GMT+2","10","10","9","10","9","10","9","10","10","10","9","10","10","10","10","10","10","1","No"
"2020/03/10 12:45:37 AM GMT+2","8","9","9","9","9","10","9","9","9","9","8","7","9","9","10","10","10","7","Yes"
"2020/03/10 12:45:53 AM GMT+2","7","8","8","8","7","9","8","8","8","9","9","7","8","8","10","10","10","1","Yes"
"2020/03/10 12:46:11 AM GMT+2","10","7","7","8","8","10","9","9","9","10","6","","9","9","10","10","10","5","No"
"2020/03/10 12:46:29 AM GMT+2","10","10","10","10","10","10","10","10","10","10","10","","10","10","10","10","10","1","No"
"2020/03/10 12:47:06 AM GMT+2","10","8","8","8","10","10","8","9","10","9","9","7","10","10","9","10","10","1","No"
"2020/03/10 12:48:15 AM GMT+2","10","10","9","10","9","10","10","10","8","8","8","7","7","7","10","10","10","6","No"
"2020/03/10 12:48:16 AM GMT+2","9","8","9","8","8","10","9","10","10","9","8","7","9","8","9","10","9","4","Yes"
"2020/03/10 12:48:19 AM GMT+2","8","9","7","9","8","10","8","9","9","9","8","7","9","8","10","10","10","6","No"
"2020/03/10 12:48:20 AM GMT+2","7","8","8","8","7","9","8","7","8","8","7","6","7","7","9","10","10","2","No"
"2020/03/10 12:48:20 AM GMT+2","7","8","7","7","8","9","9","7","8","9","7","","","10","9","9","10","1","No"
"2020/03/10 12:49:03 AM GMT+2","10","9","8","9","9","10","10","10","10","10","7","8","8","8","9","10","10","6","Yes"
"2020/03/10 12:49:42 AM GMT+2","9","7","6","5","8","8","9","10","10","9","2","8","9","8","7","10","7","3","No"
"2020/03/10 12:49:47 AM GMT+2","8","8","7","9","7","9","8","9","9","9","8","7","10","10","9","10","9","5","No"
"2020/03/10 12:49:57 AM GMT+2","8","9","8","9","8","10","7","8","8","7","8","7","9","8","10","10","10","6","No"
"2020/03/10 12:50:08 AM GMT+2","8","8","8","8","7","9","8","8","8","8","7","7","8","8","9","10","10","5","No"
"2020/03/10 12:51:26 AM GMT+2","9","9","8","9","7","10","9","10","10","9","5","8","9","9","10","9","9","6","No"
"2020/03/10 12:51:44 AM GMT+2","7","8","8","7","7","8","7","8","8","6","7","6","7","7","9","10","9","8","No"
"2020/03/10 12:51:59 AM GMT+2","8","9","9","9","8","10","8","9","9","8","6","6","8","9","10","10","10","1","No"
"2020/03/10 12:52:02 AM GMT+2","8","7","8","7","6","10","8","9","9","8","7","","","","8","10","10","1","No"
"2020/03/10 12:53:19 AM GMT+2","8","7","7","8","7","9","6","6","7","9","7","6","10","5","9","9","8","1","Yes"
"2020/03/10 12:54:57 AM GMT+2","10","10","10","8","8","10","10","10","9","8","8","9","10","10","10","10","10","1",""
"2020/03/10 12:56:08 AM GMT+2","10","7","9","9","8","10","9","10","9","9","8","8","10","9","10","10","10","1",""
"2020/03/10 12:57:19 AM GMT+2","10","8","8","8","8","10","7","8","10","10","7","7","9","10","10","10","10","6","Yes"
"2020/03/10 12:57:37 AM GMT+2","8","8","8","8","7","9","9","9","8","8","8","","","","9","9","10","7","No"
"2020/03/10 12:57:59 AM GMT+2","8","8","7","9","8","10","7","7","9","8","7","7","10","10","10","10","10","2","Yes"
"2020/03/10 12:58:08 AM GMT+2","7","7","7","9","6","10","8","8","9","9","7","8","7","8","9","9","9","6","Yes"
"2020/03/10 12:58:40 AM GMT+2","6","8","9","8","7","9","8","8","8","7","5","6","7","7","10","10","10","3","No"
"2020/03/10 12:59:14 AM GMT+2","9","8","8","9","8","9","10","10","10","9","9","8","9","9","10","10","10","7","No"
"2020/03/10 12:59:31 AM GMT+2","8","8","7","8","7","9","8","8","9","9","8","7","8","7","9","10","9","1","No"
"2020/03/10 12:59:50 AM GMT+2","6","7","7","7","5","8","7","8","7","7","7","6","6","6","8","10","8","3","Yes"
"2020/03/10 1:00:32 AM GMT+2","6","7","8","7","6","9","8","8","7","8","7","6","7","7","10","10","8","5","Yes"
"2020/03/10 1:00:33 AM GMT+2","9","10","8","9","9","10","10","10","10","9","8","8","10","9","10","10","10","1","No"
"2020/03/10 1:00:35 AM GMT+2","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","1","Yes"
"2020/03/10 1:01:30 AM GMT+2","8","5","8","8","6","9","7","8","8","8","7","","10","10","8","10","8","5","No"
"2020/03/10 1:01:31 AM GMT+2","7","8","7","8","7","9","8","9","8","8","6","6","7","7","9","10","8","4","No"
"2020/03/10 1:01:31 AM GMT+2","7","7","7","8","7","9","9","9","8","8","7","7","8","8","9","9","9","7","Yes"
"2020/03/10 1:02:09 AM GMT+2","10","7","7","8","8","9","8","9","9","9","7","","10","8","9","9","8","7","No"
"2020/03/10 1:02:12 AM GMT+2","8","7","8","9","7","10","8","9","8","8","8","7","8","8","9","10","9","6","No"
"2020/03/10 1:02:14 AM GMT+2","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","1","No"
"2020/03/10 1:02:24 AM GMT+2","7","7","8","9","7","10","8","8","9","9","8","7","8","8","10","10","10","5","No"
"2020/03/10 1:02:29 AM GMT+2","7","8","8","8","7","9","9","9","9","9","7","6","7","6","8","8","8","6","No"
"2020/03/10 1:02:32 AM GMT+2","9","9","9","9","8","10","9","9","9","9","7","7","9","8","10","10","10","1","No"
"2020/03/10 1:03:19 AM GMT+2","9","9","7","10","10","10","9","10","10","7","8","7","10","9","9","9","10","6","No"
"2020/03/10 1:03:46 AM GMT+2","8","8","8","9","6","10","8","10","8","9","8","6","10","10","10","10","6","10","No"
"2020/03/10 1:04:12 AM GMT+2","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","1","No"
"2020/03/10 1:04:12 AM GMT+2","8","9","8","9","8","9","9","10","9","9","7","6","8","8","10","10","10","1","No"
"2020/03/10 1:04:40 AM GMT+2","8","8","7","8","7","8","8","8","8","8","7","7","8","8","8","8","8","6","No"
"2020/03/10 1:05:15 AM GMT+2","7","8","6","9","2","9","7","8","9","8","5","8","8","7","8","10","9","5","No"
"2020/03/10 1:05:23 AM GMT+2","7","8","7","8","7","9","8","9","8","8","7","6","9","8","10","10","10","3","No"
"2020/03/10 1:05:45 AM GMT+2","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","1","No"
"2020/03/10 1:07:39 AM GMT+2","9","9","9","9","8","10","9","10","9","10","9","8","10","8","10","10","10","1","No"
"2020/03/10 1:07:49 AM GMT+2","8","8","7","8","7","9","8","7","8","8","7","","","","9","9","10","5","Yes"
"2020/03/10 1:09:13 AM GMT+2","6","7","7","7","5","9","7","8","8","6","8","","7","7","9","8","8","4","No"
"2020/03/10 1:09:31 AM GMT+2","8","8","7","8","8","10","8","9","9","8","8","7","9","9","10","10","10","2","No"
"2020/03/10 1:09:41 AM GMT+2","9","7","8","8","5","9","8","8","8","7","6","6","8","8","10","10","9","4","No"
"2020/03/10 1:09:50 AM GMT+2","8","8","9","10","8","10","7","9","10","9","8","","10","8","10","10","10","1","No"
"2020/03/10 1:10:17 AM GMT+2","8","8","8","9","7","10","8","9","8","8","7","7","7","7","9","9","9","7","No"
"2020/03/10 1:10:35 AM GMT+2","10","9","9","10","9","10","9","9","10","9","8","9","9","9","10","10","10","5","No"
"2020/03/10 1:10:41 AM GMT+2","7","9","7","8","7","10","7","9","9","9","7","6","8","6","10","10","10","1","No"
"2020/03/10 1:10:43 AM GMT+2","8","8","8","9","6","10","8","9","9","8","8","8","9","9","10","10","10","4","No"
"2020/03/10 1:12:06 AM GMT+2","7","7","7","7","6","8","7","8","7","7","7","7","7","9","9","10","10","5","No"
"2020/03/10 1:12:10 AM GMT+2","6","6","6","7","6","8","9","9","8","8","7","7","7","7","9","9","9","6","No"
"2020/03/10 1:12:38 AM GMT+2","8","9","8","8","7","10","9","9","9","9","9","","","","10","10","10","6","No"
"2020/03/10 1:12:47 AM GMT+2","6","6","6","7","6","8","7","8","8","8","6","7","7","6","9","10","9","3","No"
"2020/03/10 1:12:54 AM GMT+2","5","6","5","6","7","7","7","8","9","8","6","","7","","7","7","10","1","Yes"
"2020/03/10 1:13:19 AM GMT+2","10","8","8","7","7","10","8","9","10","9","7","","","","8","10","8","5","Yes"
"2020/03/10 1:13:39 AM GMT+2","7","8","7","8","8","9","7","9","9","8","7","8","9","9","9","9","9","5","No"
"2020/03/10 1:14:35 AM GMT+2","7","8","7","7","8","10","7","7","9","9","8","","8","","8","10","8","5","No"
"2020/03/10 1:14:39 AM GMT+2","9","9","8","9","8","10","9","9","8","9","8","8","8","8","10","10","10","5","No"
"2020/03/10 1:15:20 AM GMT+2","8","10","8","9","7","9","8","7","8","8","7","6","6","7","10","10","10","5","No"
"2020/03/10 1:15:24 AM GMT+2","7","7","6","8","7","9","7","8","8","7","5","5","6","6","10","10","9","3","No"
"2020/03/10 1:16:13 AM GMT+2","8","8","8","9","8","9","8","9","9","8","7","7","8","7","9","10","10","5","No"
"2020/03/10 1:16:35 AM GMT+2","6","7","6","7","7","9","6","7","9","8","4","","9","9","7","8","6","4","No"
"2020/03/10 1:16:43 AM GMT+2","8","8","8","8","8","8","8","8","9","8","7","","10","","10","10","10","6","Yes"
"2020/03/10 1:16:43 AM GMT+2","7","8","7","9","7","10","8","9","7","8","7","6","7","7","8","10","9","1","No"
"2020/03/10 1:16:49 AM GMT+2","9","9","9","10","9","10","10","10","10","9","9","9","10","10","10","10","10","5","No"
"2020/03/10 1:16:56 AM GMT+2","8","7","7","7","8","10","7","8","8","8","7","7","8","6","8","10","9","5","No"
"2020/03/10 1:17:23 AM GMT+2","8","9","10","9","8","10","8","10","10","8","7","8","10","7","8","10","10","4","No"
"2020/03/10 1:17:33 AM GMT+2","8","8","7","7","7","9","8","9","8","8","6","7","8","9","9","7","10","4","No"
"2020/03/10 1:17:49 AM GMT+2","6","5","7","7","5","10","9","10","8","7","8","5","6","8","10","10","10","1","No"
"2020/03/10 1:17:57 AM GMT+2","8","8","7","7","8","10","8","8","9","8","8","7","8","7","9","10","9","5","No"
"2020/03/10 1:18:35 AM GMT+2","8","8","8","10","8","9","9","8","9","9","8","6","9","6","10","10","10","6","No"
"2020/03/10 1:19:13 AM GMT+2","8","7","7","9","7","10","8","9","8","8","7","8","9","9","10","10","10","7","No"
"2020/03/10 1:19:24 AM GMT+2","7","9","7","8","7","10","8","9","10","9","7","","8","8","10","10","10","4","No"
"2020/03/10 1:19:42 AM GMT+2","10","10","9","10","9","10","9","9","10","8","8","8","9","10","10","10","10","4","No"
"2020/03/10 1:19:46 AM GMT+2","7","8","6","7","8","9","9","9","9","9","7","6","7","8","9","10","10","1","No"
"2020/03/10 1:19:55 AM GMT+2","8","8","8","9","7","10","8","8","9","9","8","","9","9","10","10","10","3","No"
"2020/03/10 1:21:37 AM GMT+2","7","7","7","9","8","9","8","7","8","9","8","6","7","7","9","10","10","4","No"
"2020/03/10 1:22:28 AM GMT+2","8","9","8","9","7","9","8","9","9","8","6","","10","","8","9","9","6","No"
"2020/03/10 1:22:40 AM GMT+2","6","7","7","8","7","10","8","8","8","7","7","","10","","10","10","9","6","Yes"
"2020/03/10 1:22:56 AM GMT+2","9","8","9","7","7","10","9","9","9","9","8","7","8","8","10","10","10","4","No"
"2020/03/10 1:23:16 AM GMT+2","10","10","7","7","6","10","7","8","10","8","7","6","7","6","8","9","8","6","Yes"
"2020/03/10 1:24:05 AM GMT+2","7","7","7","7","6","9","7","7","8","8","7","7","7","8","8","9","8","5","No"
"2020/03/10 1:24:48 AM GMT+2","7","7","7","8","7","9","9","8","8","8","5","","","","8","8","9","6","No"
"2020/03/10 1:24:52 AM GMT+2","8","9","9","9","7","10","9","10","9","10","8","7","8","10","10","10","10","6","No"
"2020/03/10 1:25:07 AM GMT+2","8","8","7","8","7","9","8","8","10","9","6","6","8","7","9","10","8","3","No"
"2020/03/10 1:26:06 AM GMT+2","9","9","8","8","7","10","9","8","9","8","7","6","8","8","10","10","10","7","No"
"2020/03/10 1:26:23 AM GMT+2","6","8","7","8","6","10","8","9","9","9","7","7","8","7","10","10","10","1","Yes"
"2020/03/10 1:26:30 AM GMT+2","7","8","7","8","6","8","8","8","8","8","7","7","8","7","8","10","10","7","No"
"2020/03/10 1:26:33 AM GMT+2","8","9","9","8","8","10","9","9","9","9","8","7","8","8","10","10","9","6","Yes"
"2020/03/10 1:27:02 AM GMT+2","7","8","7","8","7","8","8","8","8","7","8","7","8","7","8","10","8","1","No"
"2020/03/10 1:27:10 AM GMT+2","7","8","8","9","8","9","8","9","9","9","7","7","8","7","9","10","9","5","No"
"2020/03/10 1:27:14 AM GMT+2","9","8","7","9","9","10","8","10","9","8","6","9","9","8","10","10","10","2","No"
"2020/03/10 1:27:22 AM GMT+2","8","9","9","9","8","10","9","10","10","10","9","9","10","9","10","10","10","5","No"
"2020/03/10 1:27:41 AM GMT+2","8","7","7","8","6","9","7","9","8","8","7","6","7","7","8","9","9","5","No"
"2020/03/10 1:27:42 AM GMT+2","8","10","9","10","10","10","9","10","10","10","10","9","10","10","10","10","10","1","No"
"2020/03/10 1:27:50 AM GMT+2","8","8","8","8","8","10","8","9","9","8","8","","8","8","8","10","9","5","No"
"2020/03/10 1:28:25 AM GMT+2","8","9","7","8","7","10","8","9","9","9","6","","9","","10","10","10","4","Yes"
"2020/03/10 1:29:20 AM GMT+2","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","1","Yes"
"2020/03/10 1:30:05 AM GMT+2","10","10","8","10","9","10","9","10","10","10","9","10","10","10","10","10","10","1","No"
"2020/03/10 1:30:23 AM GMT+2","9","9","9","9","7","10","9","9","9","9","9","9","10","10","10","10","10","2","No"
"2020/03/10 1:30:25 AM GMT+2","7","9","8","9","8","10","10","10","9","9","9","7","8","9","10","10","10","6","No"
"2020/03/10 1:31:56 AM GMT+2","9","10","10","10","9","10","10","10","10","10","9","9","10","10","10","10","10","6","No"
"2020/03/10 1:32:37 AM GMT+2","8","6","7","8","5","9","9","9","7","7","6","6","7","8","8","10","9","6","No"
"2020/03/10 1:33:06 AM GMT+2","7","8","8","8","7","9","8","8","9","8","6","6","8","8","8","9","8","5","No"
"2020/03/10 1:35:21 AM GMT+2","8","9","9","9","7","10","8","8","8","8","7","7","7","8","9","10","10","7","No"
"2020/03/10 1:35:28 AM GMT+2","7","8","8","8","7","10","8","8","8","8","8","","10","10","9","10","10","1",""
"2020/03/10 1:35:49 AM GMT+2","9","9","9","9","9","9","9","10","10","8","9","7","10","10","10","10","10","4","Yes"
"2020/03/10 1:36:53 AM GMT+2","8","8","7","7","7","9","7","6","9","9","6","","","","8","10","8","6","No"
"2020/03/10 1:36:58 AM GMT+2","8","8","8","8","7","9","8","8","8","9","8","7","8","8","10","10","9","7","Yes"
"2020/03/10 1:37:07 AM GMT+2","8","7","8","9","8","10","7","9","9","8","7","8","9","8","9","10","9","7","No"
"2020/03/10 1:37:33 AM GMT+2","8","8","8","9","8","9","9","9","9","9","8","8","8","8","9","9","9","6","No"
"2020/03/10 1:37:50 AM GMT+2","8","8","7","8","7","9","8","8","8","8","6","","8","7","9","9","9","3","Yes"
"2020/03/10 1:39:01 AM GMT+2","7","7","7","8","9","9","8","9","10","8","7","","10","9","8","10","9","7","Yes"
"2020/03/10 1:39:07 AM GMT+2","8","8","9","9","7","10","9","9","9","10","8","6","7","7","9","9","9","5","No"
"2020/03/10 1:39:30 AM GMT+2","8","8","7","8","6","10","8","9","9","9","8","7","8","8","10","10","10","6","No"
"2020/03/10 1:39:33 AM GMT+2","8","9","8","8","7","9","7","8","8","8","6","","","","8","9","9","7","No"
"2020/03/10 1:39:35 AM GMT+2","9","9","7","9","7","10","8","9","9","8","7","8","8","8","9","9","9","4","No"
"2020/03/10 1:39:46 AM GMT+2","7","7","6","6","4","8","7","8","7","6","5","","7","5","8","9","7","5","Yes"
"2020/03/10 1:40:29 AM GMT+2","8","8","8","9","7","10","8","9","8","8","7","","","","9","10","9","7","No"
"2020/03/10 1:40:32 AM GMT+2","9","9","7","8","7","8","8","10","10","9","6","7","7","7","9","9","9","5","No"
"2020/03/10 1:41:10 AM GMT+2","8","8","9","9","8","9","8","8","9","9","8","","","","10","10","9","7","No"
"2020/03/10 1:41:48 AM GMT+2","8","7","8","8","7","10","8","10","10","10","9","7","8","8","10","10","10","6","No"
"2020/03/10 1:42:07 AM GMT+2","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","1","Yes"
"2020/03/10 1:42:23 AM GMT+2","7","8","8","9","7","9","8","7","8","8","8","6","7","7","10","10","9","5","No"
"2020/03/10 1:42:47 AM GMT+2","9","6","8","9","7","9","9","10","8","8","7","8","8","9","9","9","9","6","No"
"2020/03/10 1:44:00 AM GMT+2","9","10","9","8","8","10","8","9","9","9","9","8","9","8","9","10","10","6","No"
"2020/03/10 1:44:17 AM GMT+2","8","8","8","7","7","10","9","9","9","8","7","8","10","9","9","10","10","7","No"
"2020/03/10 1:44:37 AM GMT+2","8","8","8","9","7","10","9","9","9","9","7","8","9","7","10","10","10","2","No"
"2020/03/10 1:45:04 AM GMT+2","7","7","6","7","5","10","7","7","7","8","6","7","8","7","8","10","8","5","No"
"2020/03/10 1:45:18 AM GMT+2","7","9","9","9","8","10","9","10","10","10","9","8","10","9","10","10","10","6","No"
"2020/03/10 1:45:35 AM GMT+2","7","8","7","8","7","9","8","9","8","8","8","8","8","8","9","10","9","3","No"
"2020/03/10 1:46:06 AM GMT+2","9","9","9","10","9","10","10","10","10","8","7","8","10","10","9","10","10","5","No"
"2020/03/10 1:46:17 AM GMT+2","7","8","7","8","7","9","8","8","8","8","7","7","7","9","8","8","9","6",""
"2020/03/10 1:46:22 AM GMT+2","7","8","8","8","7","9","8","9","8","8","7","7","8","7","9","9","9","3","No"
"2020/03/10 1:46:50 AM GMT+2","8","8","7","9","7","10","8","8","8","9","8","7","9","7","8","8","8","6","No"
"2020/03/10 1:47:10 AM GMT+2","8","7","8","9","7","10","8","9","9","8","8","8","8","8","9","10","9","7","No"
"2020/03/10 1:47:36 AM GMT+2","8","6","9","9","8","10","8","8","8","9","8","6","9","9","10","10","10","2","Yes"
"2020/03/10 1:48:58 AM GMT+2","7","7","10","9","6","9","8","8","8","8","7","","","","8","10","7","1","No"
"2020/03/10 1:49:24 AM GMT+2","7","7","8","8","7","10","8","8","9","8","6","6","7","4","8","9","8","6","No"
"2020/03/10 1:50:07 AM GMT+2","7","6","6","7","7","9","8","8","9","9","6","7","7","","7","10","7","5","No"
"2020/03/10 1:50:26 AM GMT+2","7","8","7","9","7","9","7","8","8","9","7","7","8","7","8","10","9","5","No"
"2020/03/10 1:50:59 AM GMT+2","7","8","7","8","7","9","7","7","8","8","7","6","7","8","7","8","8","7","Yes"
"2020/03/10 1:51:12 AM GMT+2","8","9","8","9","8","10","8","10","9","9","9","8","9","9","9","10","10","3","No"
"2020/03/10 1:51:25 AM GMT+2","10","10","10","9","9","10","10","10","10","10","7","8","10","9","10","10","10","1","No"
"2020/03/10 1:53:43 AM GMT+2","9","9","8","8","7","9","7","10","10","10","9","7","9","9","10","10","10","1","Yes"
"2020/03/10 1:53:52 AM GMT+2","9","7","9","9","7","10","8","8","9","8","6","","","","9","10","10","6","No"
"2020/03/10 1:54:35 AM GMT+2","9","9","8","9","8","10","8","8","8","9","8","8","9","9","10","10","9","6","No"
"2020/03/10 1:55:07 AM GMT+2","8","9","8","8","7","9","8","8","7","9","8","6","8","8","10","10","10","6","No"
"2020/03/10 1:55:30 AM GMT+2","8","9","8","8","7","10","8","9","10","9","8","7","8","8","10","10","10","6","No"
"2020/03/10 1:58:12 AM GMT+2","7","7","7","8","7","8","7","8","8","7","7","7","7","7","8","9","9","5","No"
"2020/03/10 1:58:26 AM GMT+2","8","9","9","10","9","10","10","10","10","10","7","8","10","10","10","10","10","1","No"
"2020/03/10 1:58:35 AM GMT+2","9","8","7","9","6","8","6","9","9","8","7","","9","8","10","10","9","3","No"
"2020/03/10 1:59:32 AM GMT+2","9","9","8","9","8","10","8","10","10","10","8","8","10","8","10","10","10","7","No"
"2020/03/10 1:59:42 AM GMT+2","8","9","8","8","8","10","8","10","10","9","7","8","9","9","10","10","10","6","No"
"2020/03/10 1:59:58 AM GMT+2","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","1","No"
"2020/03/10 2:01:39 AM GMT+2","8","7","8","8","7","9","8","8","8","8","7","","","","9","9","9","6","No"
"2020/03/10 2:02:12 AM GMT+2","7","8","8","9","9","10","9","9","8","10","9","7","10","7","10","10","10","4","No"
"2020/03/10 2:02:41 AM GMT+2","8","9","8","9","6","9","8","9","10","7","6","7","9","9","9","9","9","6","No"
"2020/03/10 2:03:22 AM GMT+2","8","8","9","8","8","9","8","9","10","9","8","8","8","8","9","10","10","8","No"
"2020/03/10 2:04:02 AM GMT+2","8","9","9","9","8","9","8","9","8","8","7","7","8","8","10","10","10","6","No"
"2020/03/10 2:04:02 AM GMT+2","7","7","7","8","6","10","9","7","7","8","6","7","7","8","10","10","9","1","No"
"2020/03/10 2:04:09 AM GMT+2","8","9","7","9","9","10","9","9","9","8","8","","","","10","10","10","4","No"
"2020/03/10 2:04:23 AM GMT+2","9","8","6","10","5","10","7","7","8","8","6","7","9","8","9","10","10","1","No"
"2020/03/10 2:06:50 AM GMT+2","8","8","8","9","7","9","8","9","8","9","8","7","10","8","10","10","10","1","No"
"2020/03/10 2:07:04 AM GMT+2","8","8","8","9","5","9","8","7","8","9","6","8","8","8","9","9","9","3","No"
"2020/03/10 2:09:39 AM GMT+2","8","9","8","8","8","10","9","9","10","9","7","8","9","9","10","10","10","1","No"
"2020/03/10 2:11:10 AM GMT+2","10","9","10","9","9","10","10","10","10","10","10","9","10","9","10","10","9","7","No"
"2020/03/10 2:12:06 AM GMT+2","5","6","6","6","6","8","6","10","10","9","8","6","10","8","9","10","10","1","No"
"2020/03/10 2:12:10 AM GMT+2","9","7","8","7","7","9","8","9","9","8","7","6","7","6","9","10","10","3","Yes"
"2020/03/10 2:12:21 AM GMT+2","9","8","8","8","7","9","8","8","8","8","7","7","10","10","10","10","10","5","No"
"2020/03/10 2:12:43 AM GMT+2","8","9","8","9","9","10","9","10","9","9","8","8","9","9","10","10","10","1","No"
"2020/03/10 2:12:44 AM GMT+2","9","9","8","8","8","10","9","10","9","9","8","8","9","8","9","10","10","4","No"
"2020/03/10 2:13:05 AM GMT+2","8","8","8","9","8","9","8","9","8","9","8","8","8","8","10","6","10","4",""
"2020/03/10 2:13:30 AM GMT+2","8","7","8","8","7","9","9","8","7","8","7","7","7","7","8","9","9","6","No"
"2020/03/10 2:15:04 AM GMT+2","9","9","7","8","7","10","10","10","10","9","7","7","10","10","10","10","10","4","No"
"2020/03/10 2:15:48 AM GMT+2","7","9","8","10","7","10","8","10","9","7","5","7","8","9","10","10","10","6","No"
"2020/03/10 2:16:31 AM GMT+2","8","7","7","6","7","9","8","7","8","8","7","6","7","6","9","10","10","5","No"
"2020/03/10 2:17:45 AM GMT+2","8","8","7","8","7","9","8","9","8","9","7","6","7","","8","10","8","1","Yes"
"2020/03/10 2:18:29 AM GMT+2","7","8","7","8","8","9","7","8","9","8","8","7","8","8","10","10","10","5","Yes"
"2020/03/10 2:19:30 AM GMT+2","9","9","8","8","7","10","9","9","10","9","7","9","9","8","10","10","10","6","No"
"2020/03/10 2:20:54 AM GMT+2","7","7","7","7","6","9","8","7","7","7","7","","","7","7","10","7","3","No"
"2020/03/10 2:21:35 AM GMT+2","7","8","8","7","7","10","7","8","9","8","7","6","7","8","9","9","9","3","No"
"2020/03/10 2:22:16 AM GMT+2","9","10","9","10","9","10","10","10","9","9","10","","","10","10","10","10","4","No"
"2020/03/10 2:22:33 AM GMT+2","8","9","8","9","7","10","8","10","9","9","8","8","8","9","10","10","10","1","No"
"2020/03/10 2:23:17 AM GMT+2","10","10","10","10","7","10","7","10","10","9","6","10","10","10","10","10","10","1","No"
"2020/03/10 2:23:47 AM GMT+2","9","8","7","8","6","10","9","8","9","9","5","8","9","9","9","10","10","9","No"
"2020/03/10 2:24:15 AM GMT+2","10","8","9","10","10","10","9","10","10","9","8","8","10","10","10","10","10","5","No"
"2020/03/10 2:24:17 AM GMT+2","8","8","7","8","6","9","7","8","9","8","7","6","9","8","10","10","9","1","Yes"
"2020/03/10 2:24:54 AM GMT+2","9","9","7","8","7","9","7","8","8","8","8","8","9","8","9","10","10","1","Yes"
"2020/03/10 2:25:21 AM GMT+2","8","9","8","8","9","10","8","10","10","10","8","8","9","9","10","10","10","7","Yes"
"2020/03/10 2:26:22 AM GMT+2","9","9","9","9","9","10","9","10","10","10","8","","","","10","10","10","1","No"
"2020/03/10 2:26:31 AM GMT+2","9","8","9","8","9","10","9","10","8","8","7","7","9","9","10","10","9","3","No"
"2020/03/10 2:26:47 AM GMT+2","8","9","8","9","8","10","8","9","9","10","8","6","8","7","9","10","10","1","No"
"2020/03/10 2:27:04 AM GMT+2","8","7","7","9","6","8","8","8","7","8","7","7","8","7","10","10","9","2","No"
