"Timestamp","De Gea","Maguire","Lindelof","Shaw","Williams","Wan-Bissaka","Matic","Fred","Bruno","Martial","James","Bailly (optional)","McTominay (optional)","Ighalo (optional)","Team Performance","Final Result","Ole","Man City","Did the ref do a good job?"
"2020/03/10 2:27:33 AM GMT+2","7","9","6","7","8","10","8","9","8","6","7","","8","","9","10","9","2","No"
"2020/03/10 2:27:50 AM GMT+2","9","7","9","9","7","8","7","7","9","7","6","","","","8","10","10","1","No"
"2020/03/10 2:28:56 AM GMT+2","7","8","8","8","8","9","8","8","9","9","7","","8","8","9","9","9","5","Yes"
"2020/03/10 2:29:12 AM GMT+2","7","7","7","8","6","10","8","7","9","8","7","6","8","7","9","10","9","5","No"
"2020/03/10 2:29:56 AM GMT+2","7","9","8","8","7","10","8","8","9","8","7","6","8","","10","10","10","6","No"
"2020/03/10 2:30:47 AM GMT+2","7","8","7","8","6","9","8","7","7","9","8","7","6","7","9","10","9","4","No"
"2020/03/10 2:31:04 AM GMT+2","10","10","8","10","7","10","9","9","10","8","6","10","10","10","10","10","10","5","Yes"
"2020/03/10 2:31:19 AM GMT+2","8","10","9","9","7","10","8","10","8","9","7","","10","","8","8","10","5","No"
"2020/03/10 2:32:00 AM GMT+2","7","8","6","8","9","10","6","8","10","8","10","10","10","10","10","10","10","1","Yes"
"2020/03/10 2:32:10 AM GMT+2","10","10","10","10","10","10","10","10","10","10","10","","10","10","10","10","10","1","Yes"
"2020/03/10 2:32:55 AM GMT+2","9","9","8","8","7","10","9","10","9","9","7","7","9","8","9","10","10","4","Yes"
"2020/03/10 2:33:41 AM GMT+2","8","9","8","8","9","10","8","9","10","9","8","7","10","7","8","10","9","3","Yes"
"2020/03/10 2:34:13 AM GMT+2","8","8","8","10","6","10","10","10","8","7","5","6","8","7","10","10","8","5","No"
"2020/03/10 2:34:16 AM GMT+2","7","6","8","8","7","10","8","9","10","8","4","7","10","10","9","10","10","3","No"
"2020/03/10 2:34:18 AM GMT+2","9","9","8","8","8","10","9","10","10","9","6","10","10","9","9","10","10","2","No"
"2020/03/10 2:34:18 AM GMT+2","8","9","7","8","7","9","8","10","10","8","8","7","8","7","9","9","10","5","Yes"
"2020/03/10 2:34:40 AM GMT+2","10","8","10","9","9","10","9","10","10","9","9","9","10","10","10","10","10","8","No"
"2020/03/10 2:35:22 AM GMT+2","10","9","9","9","8","10","9","10","10","9","8","8","10","10","10","10","10","1","Yes"
"2020/03/10 2:35:24 AM GMT+2","8","8","7","8","8","9","7","8","9","10","8","8","9","9","8","8","10","7","No"
"2020/03/10 2:35:34 AM GMT+2","8","10","9","9","9","10","10","10","10","8","8","9","10","10","10","10","10","4","No"
"2020/03/10 2:36:21 AM GMT+2","7","7","8","8","7","10","9","9","8","8","8","7","8","7","9","10","10","5","No"
"2020/03/10 2:37:00 AM GMT+2","7","8","7","9","7","10","8","8","8","8","6","7","8","7","10","10","8","3","No"
"2020/03/10 2:37:38 AM GMT+2","7","8","7","7","7","8","6","7","9","9","6","7","7","7","8","10","9","1","No"
"2020/03/10 2:38:04 AM GMT+2","9","8","8","9","7","10","8","9","9","8","8","8","8","8","9","10","10","4","No"
"2020/03/10 2:38:07 AM GMT+2","10","10","10","10","10","10","9","10","9","9","9","","9","","10","10","10","7","No"
"2020/03/10 2:39:59 AM GMT+2","7","7","7","8","6","9","9","8","7","8","6","6","7","7","8","10","9","6","Yes"
"2020/03/10 2:40:07 AM GMT+2","7","7","8","9","7","10","7","9","8","8","6","","8","","10","10","10","5","No"
"2020/03/10 2:40:13 AM GMT+2","8","8","7","7","6","9","8","7","9","9","7","7","9","8","9","10","10","5","No"
"2020/03/10 2:40:43 AM GMT+2","8","7","7","8","8","10","9","10","10","8","7","10","10","10","9","4","8","1","No"
"2020/03/10 2:41:05 AM GMT+2","9","9","8","10","8","10","10","10","9","9","9","8","9","9","10","10","10","6","No"
"2020/03/10 2:41:13 AM GMT+2","7","8","8","8","7","9","8","10","9","9","7","7","9","8","9","9","10","5","No"
"2020/03/10 2:42:04 AM GMT+2","8","9","8","9","8","10","8","9","9","10","8","7","9","8","10","10","9","4","No"
"2020/03/10 2:42:31 AM GMT+2","8","7","8","7","6","8","6","7","7","6","5","","6","7","10","10","8","4","No"
"2020/03/10 2:42:39 AM GMT+2","8","9","8","10","8","9","8","9","10","8","8","","8","","10","10","10","7","No"
"2020/03/10 2:42:46 AM GMT+2","8","8","8","7","6","10","7","9","9","8","6","7","7","7","8","10","6","5","No"
"2020/03/10 2:43:23 AM GMT+2","7","7","7","8","6","9","7","8","8","8","8","7","8","8","9","9","10","4","No"
"2020/03/10 2:44:21 AM GMT+2","8","8","9","9","8","10","9","10","8","8","8","7","7","8","9","10","10","5","No"
"2020/03/10 2:44:40 AM GMT+2","7","7","7","8","6","9","8","8","7","7","6","7","8","6","8","10","10","7","No"
"2020/03/10 2:45:22 AM GMT+2","7","7","7","9","6","9","9","7","8","8","7","6","10","7","9","10","10","1","No"
"2020/03/10 2:45:22 AM GMT+2","7","7","7","8","7","10","8","9","9","8","7","8","9","9","9","10","9","6","No"
"2020/03/10 2:45:44 AM GMT+2","8","8","7","6","7","10","8","8","9","9","7","","8","8","10","10","10","6","No"
"2020/03/10 2:47:07 AM GMT+2","7","8","7","8","7","9","7","9","9","9","8","8","9","8","9","10","9","6","No"
"2020/03/10 2:47:31 AM GMT+2","7","7","7","6","7","9","8","8","8","8","7","6","7","6","8","10","9","4","No"
"2020/03/10 2:47:42 AM GMT+2","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","1","No"
"2020/03/10 2:47:56 AM GMT+2","8","8","8","9","8","10","8","9","9","9","7","8","8","9","10","10","10","5","No"
"2020/03/10 2:48:05 AM GMT+2","7","9","9","8","7","9","8","8","8","8","7","7","7","7","9","8","10","1","Yes"
"2020/03/10 2:48:32 AM GMT+2","8","7","7","8","8","10","8","9","9","9","7","6","8","9","10","10","9","1","No"
"2020/03/10 2:48:55 AM GMT+2","8","9","8","7","6","9","8","9","10","8","5","6","8","8","9","8","9","3","No"
"2020/03/10 2:48:55 AM GMT+2","6","8","6","6","5","8","7","8","6","7","6","6","6","7","9","10","9","2","No"
"2020/03/10 2:49:17 AM GMT+2","10","10","10","10","8","10","9","9","9","8","6","7","8","7","10","10","9","3","Yes"
"2020/03/10 2:49:38 AM GMT+2","9","9","8","8","7","10","9","10","10","10","6","7","9","8","10","9","10","3","No"
"2020/03/10 2:50:47 AM GMT+2","9","8","8","10","8","10","9","10","10","9","7","8","10","10","9","10","10","1","Yes"
"2020/03/10 2:51:43 AM GMT+2","8","8","7","9","8","10","9","9","10","9","7","5","8","8","9","10","9","4","No"
"2020/03/10 2:52:34 AM GMT+2","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","1","Yes"
"2020/03/10 2:52:40 AM GMT+2","8","8","8","8","7","9","7","7","9","8","7","6","10","8","9","10","10","7","No"
"2020/03/10 2:52:41 AM GMT+2","7","8","8","8","7","9","7","8","9","8","8","6","7","7","10","10","8","1","Yes"
"2020/03/10 2:52:48 AM GMT+2","8","9","8","9","8","10","9","9","9","9","7","7","8","8","10","10","9","4","No"
"2020/03/10 2:53:00 AM GMT+2","8","8","7","7","6","9","7","8","8","8","7","7","8","7","9","9","8","6","Yes"
"2020/03/10 2:54:13 AM GMT+2","9","9","9","8","10","10","6","7","10","10","10","7","10","10","10","10","10","5","No"
"2020/03/10 2:54:32 AM GMT+2","6","8","7","8","8","9","8","7","9","8","7","","","9","10","10","10","5","No"
"2020/03/10 2:54:39 AM GMT+2","10","9","9","8","7","10","8","9","7","7","7","","","","8","10","9","5","Yes"
"2020/03/10 2:55:04 AM GMT+2","7","7","8","7","7","10","7","9","8","10","6","","","","10","10","10","4","No"
"2020/03/10 2:55:24 AM GMT+2","9","10","8","10","8","10","9","9","10","9","8","9","10","10","10","10","10","1","No"
"2020/03/10 2:55:38 AM GMT+2","8","8","7","8","7","10","7","8","8","8","7","7","8","7","8","10","8","3","No"
"2020/03/10 2:56:16 AM GMT+2","7","8","9","8","7","9","9","7","7","7","6","7","7","7","8","8","9","6","No"
"2020/03/10 2:58:05 AM GMT+2","9","8","7","7","6","9","8","8","9","9","7","8","9","8","9","10","10","9","Yes"
"2020/03/10 3:00:09 AM GMT+2","6","7","6","6","5","9","6","7","9","9","7","","","","7","9","8","5","Yes"
"2020/03/10 3:00:10 AM GMT+2","8","9","8","9","8","10","9","9","10","10","8","7","9","8","9","10","10","2","No"
"2020/03/10 3:00:31 AM GMT+2","7","9","8","9","8","10","8","10","10","9","8","8","8","9","10","10","10","4","No"
"2020/03/10 3:00:39 AM GMT+2","8","8","8","7","8","10","8","10","7","7","6","","","","8","10","10","1",""
"2020/03/10 3:00:50 AM GMT+2","7","8","8","8","7","10","9","9","10","10","8","7","10","9","10","10","10","3","No"
"2020/03/10 3:01:51 AM GMT+2","8","8","8","9","7","10","8","9","8","9","7","","","","9","10","9","6","No"
"2020/03/10 3:02:14 AM GMT+2","8","10","9","9","7","10","9","10","9","9","8","7","8","8","10","10","10","7","No"
"2020/03/10 3:02:30 AM GMT+2","8","9","9","10","8","10","9","8","9","9","8","8","9","9","10","10","10","2","No"
"2020/03/10 3:02:53 AM GMT+2","9","8","8","8","8","10","9","9","10","10","9","8","10","9","10","10","10","1","No"
"2020/03/10 3:03:19 AM GMT+2","8","8","7","9","6","10","9","7","9","9","8","7","7","8","9","9","9","7","No"
"2020/03/10 3:03:28 AM GMT+2","8","9","8","8","7","9","7","7","8","7","6","8","8","9","8","10","10","5","No"
"2020/03/10 3:03:51 AM GMT+2","7","7","7","8","7","10","8","8","7","9","7","7","7","8","9","10","9","5","No"
"2020/03/10 3:03:52 AM GMT+2","7","5","6","8","7","9","7","8","8","9","8","7","8","8","10","10","10","4","Yes"
"2020/03/10 3:04:03 AM GMT+2","7","8","8","8","8","8","8","8","9","8","7","8","8","8","10","10","9","7","No"
"2020/03/10 3:04:10 AM GMT+2","7","7","7","8","6","9","8","8","8","8","7","7","7","7","8","8","8","6","Yes"
"2020/03/10 3:04:52 AM GMT+2","8","7","7","6","7","7","6","7","7","7","6","6","7","6","8","9","9","4","No"
"2020/03/10 3:04:53 AM GMT+2","8","8","7","8","7","9","7","9","9","8","6","6","8","7","9","10","10","1","No"
"2020/03/10 3:05:00 AM GMT+2","9","9","9","8","8","10","9","9","9","9","8","","10","8","10","10","10","1","No"
"2020/03/10 3:05:34 AM GMT+2","10","10","10","9","10","10","9","10","10","10","10","9","10","10","10","10","10","1","Yes"
"2020/03/10 3:05:49 AM GMT+2","9","10","10","10","9","10","10","10","10","10","10","9","9","8","10","10","10","3","Yes"
"2020/03/10 3:05:51 AM GMT+2","10","7","8","9","9","10","8","9","10","9","8","8","10","10","9","10","10","1","No"
"2020/03/10 3:06:29 AM GMT+2","6","6","7","8","7","9","7","8","8","8","6","","","","8","10","9","4","No"
"2020/03/10 3:06:32 AM GMT+2","8","8","8","8","8","8","9","8","9","8","7","","","","8","10","8","6","Yes"
"2020/03/10 3:07:21 AM GMT+2","7","8","7","7","7","9","7","8","7","7","7","6","8","10","8","10","7","5","No"
"2020/03/10 3:07:28 AM GMT+2","7","8","8","9","8","10","8","10","9","9","9","7","8","8","10","10","10","1","No"
"2020/03/10 3:08:14 AM GMT+2","8","9","7","7","7","9","8","8","10","8","7","7","10","7","9","10","9","1","Yes"
"2020/03/10 3:08:56 AM GMT+2","8","8","8","8","7","9","9","9","9","9","7","8","10","8","9","10","8","3","No"
"2020/03/10 3:09:42 AM GMT+2","8","8","7","8","7","9","8","8","9","9","7","7","8","7","9","9","8","10","No"
"2020/03/10 3:09:56 AM GMT+2","7","8","7","8","7","8","8","8","8","8","6","","","","9","10","9","6","No"
"2020/03/10 3:09:58 AM GMT+2","7","8","6","9","7","10","8","8","8","9","8","6","8","8","9","10","10","1","No"
"2020/03/10 3:10:05 AM GMT+2","9","10","10","10","8","10","9","10","10","10","6","7","9","9","10","10","10","5","No"
"2020/03/10 3:10:28 AM GMT+2","6","7","7","7","6","7","7","7","7","7","7","","","","7","7","8","5","No"
"2020/03/10 3:10:40 AM GMT+2","9","10","10","10","8","10","10","10","10","8","8","9","9","9","10","10","9","8","Yes"
"2020/03/10 3:11:15 AM GMT+2","8","8","7","9","6","9","9","8","8","7","7","","7","6","9","10","9","1","No"
"2020/03/10 3:13:36 AM GMT+2","8","9","9","8","8","10","8","10","10","9","7","","10","","9","10","10","7","No"
"2020/03/10 3:14:02 AM GMT+2","8","9","7","9","7","10","8","8","9","7","6","6","7","7","9","10","10","5","No"
"2020/03/10 3:15:18 AM GMT+2","8","8","9","9","7","10","9","9","9","9","9","10","10","10","9","9","8","6","No"
"2020/03/10 3:15:21 AM GMT+2","8","9","8","8","6","10","8","9","8","7","7","7","8","9","9","10","10","5","No"
"2020/03/10 3:17:01 AM GMT+2","8","9","8","8","7","9","8","9","8","8","7","","8","8","9","9","10","4","No"
"2020/03/10 3:17:16 AM GMT+2","7","8","7","9","7","9","8","8","7","9","8","6","7","8","9","10","8","6","No"
"2020/03/10 3:17:26 AM GMT+2","10","8","8","10","9","10","9","10","10","8","8","7","10","9","10","10","10","1","No"
"2020/03/10 3:18:12 AM GMT+2","8","8","8","8","7","9","7","8","9","7","7","7","7","7","9","9","8","4","No"
"2020/03/10 3:18:14 AM GMT+2","9","9","9","9","9","10","9","10","10","9","9","9","10","10","10","10","10","1","Yes"
"2020/03/10 3:18:38 AM GMT+2","9","9","8","8","8","10","9","9","9","9","8","7","8","8","10","9","9","3","No"
"2020/03/10 3:18:46 AM GMT+2","8","7","7","7","7","9","9","9","8","8","6","7","7","7","9","9","8","5","No"
"2020/03/10 3:18:58 AM GMT+2","7","8","7","10","6","10","8","8","8","9","7","7","8","8","10","10","10","1","No"
"2020/03/10 3:19:03 AM GMT+2","10","9","9","10","8","10","10","10","10","9","8","9","9","9","10","10","10","7","No"
"2020/03/10 3:19:11 AM GMT+2","7","7","7","8","7","9","8","8","9","8","6","6","7","7","9","9","8","4","No"
"2020/03/10 3:19:30 AM GMT+2","8","9","8","9","8","10","9","10","9","9","8","8","10","9","10","10","10","5","No"
"2020/03/10 3:20:20 AM GMT+2","7","7","7","8","7","9","8","8","8","8","6","7","8","7","8","10","8","1","No"
"2020/03/10 3:20:28 AM GMT+2","8","6","7","8","7","9","8","8","8","7","7","7","7","7","8","9","9","3","No"
"2020/03/10 3:21:14 AM GMT+2","9","9","9","9","9","10","9","9","10","10","9","8","9","8","10","10","10","3","No"
"2020/03/10 3:21:30 AM GMT+2","10","10","10","10","9","10","10","10","10","10","7","8","9","9","10","10","10","1","No"
"2020/03/10 3:21:50 AM GMT+2","8","8","7","8","7","10","7","7","8","8","8","7","8","6","7","9","8","6","No"
"2020/03/10 3:21:58 AM GMT+2","8","9","8","9","7","10","9","10","9","10","9","8","9","9","10","10","10","4","No"
"2020/03/10 3:22:57 AM GMT+2","8","7","7","7","8","9","7","9","10","10","6","","10","","9","10","8","1","No"
"2020/03/10 3:23:47 AM GMT+2","10","8","9","7","7","10","8","8","9","8","6","7","8","8","10","10","10","1","No"
"2020/03/10 3:24:33 AM GMT+2","9","8","8","9","8","10","9","10","10","9","8","8","9","9","10","10","10","3","No"
"2020/03/10 3:24:48 AM GMT+2","8","8","7","8","7","9","7","9","9","8","7","","8","9","10","10","10","1","No"
"2020/03/10 3:24:57 AM GMT+2","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","1","No"
"2020/03/10 3:25:11 AM GMT+2","8","7","8","7","8","9","8","9","9","8","7","7","8","7","9","10","10","4","Yes"
"2020/03/10 3:26:20 AM GMT+2","9","7","8","9","7","9","10","8","8","8","7","8","8","8","10","10","10","3","No"
"2020/03/10 3:27:32 AM GMT+2","8","7","7","8","7","9","9","9","8","9","7","7","8","8","10","9","8","1","No"
"2020/03/10 3:30:02 AM GMT+2","7","8","7","7","7","10","8","9","9","9","6","7","9","9","8","10","9","3","No"
"2020/03/10 3:31:15 AM GMT+2","8","8","8","9","8","10","8","10","9","10","7","7","8","9","9","10","10","6","No"
"2020/03/10 3:32:09 AM GMT+2","9","9","9","10","8","10","9","9","10","10","10","7","8","8","10","10","10","5","No"
"2020/03/10 3:32:29 AM GMT+2","8","7","9","9","7","10","9","9","9","9","8","8","9","9","9","10","10","6","No"
"2020/03/10 3:32:56 AM GMT+2","8","7","7","8","8","10","9","9","9","9","8","7","9","8","10","10","9","6","Yes"
"2020/03/10 3:34:24 AM GMT+2","8","7","7","7","6","8","7","8","9","8","7","6","7","6","7","7","8","5","No"
"2020/03/10 3:35:12 AM GMT+2","8","7","6","7","5","10","8","7","9","9","7","5","5","5","9","10","8","6","Yes"
"2020/03/10 3:35:17 AM GMT+2","8","7","6","5","7","10","7","8","9","8","7","","","10","10","10","10","1","No"
"2020/03/10 3:35:45 AM GMT+2","6","6","6","7","6","8","7","8","7","6","6","5","7","6","8","10","8","6","No"
"2020/03/10 3:36:42 AM GMT+2","7","7","7","7","6","7","7","8","8","8","6","6","8","6","9","9","9","4","Yes"
"2020/03/10 3:36:51 AM GMT+2","8","7","7","7","6","9","8","9","9","8","5","","8","9","10","10","8","6","No"
"2020/03/10 3:36:54 AM GMT+2","6","7","7","6","6","9","8","8","8","8","7","6","7","7","8","8","7","3","No"
"2020/03/10 3:37:28 AM GMT+2","10","10","10","10","8","10","10","9","10","10","10","9","10","9","10","10","10","1","No"
"2020/03/10 3:37:35 AM GMT+2","8","8","8","8","7","10","8","8","9","9","7","","","","10","9","9","3","No"
"2020/03/10 3:38:02 AM GMT+2","7","8","7","8","7","8","8","8","7","8","6","6","8","7","8","10","10","5","No"
"2020/03/10 3:38:10 AM GMT+2","8","9","8","9","8","10","9","10","9","9","8","7","8","7","9","10","10","4","No"
"2020/03/10 3:38:44 AM GMT+2","9","9","8","9","7","9","9","10","10","9","9","7","8","8","9","9","9","7","Yes"
"2020/03/10 3:39:54 AM GMT+2","9","8","8","8","7","10","8","9","9","8","8","8","10","9","8","10","8","7","No"
"2020/03/10 3:40:00 AM GMT+2","9","9","9","10","8","10","9","9","10","10","9","9","10","10","10","10","10","1","Yes"
"2020/03/10 3:41:23 AM GMT+2","7","8","7","8","7","9","9","9","9","8","8","7","7","8","9","10","9","5","Yes"
"2020/03/10 3:41:48 AM GMT+2","9","9","9","9","9","10","9","10","9","8","6","8","9","9","9","10","10","6","No"
"2020/03/10 3:41:52 AM GMT+2","9","9","7","7","7","8","8","9","8","7","7","8","8","7","9","10","10","6","No"
"2020/03/10 3:42:11 AM GMT+2","9","9","9","9","9","10","10","9","10","10","9","9","9","9","10","10","9","4","No"
"2020/03/10 3:42:52 AM GMT+2","8","9","10","10","9","10","9","9","9","10","8","8","10","9","10","10","10","7","No"
"2020/03/10 3:43:37 AM GMT+2","7","8","7","8","8","10","7","8","9","9","7","7","9","9","10","10","8","2","No"
"2020/03/10 3:45:22 AM GMT+2","7","6","7","6","7","8","6","7","8","7","6","6","8","5","7","9","7","6","No"
"2020/03/10 3:46:11 AM GMT+2","7","8","8","8","7","10","8","8","8","9","7","7","9","8","10","10","9","5","Yes"
"2020/03/10 3:46:31 AM GMT+2","8","7","8","9","7","10","8","8","9","9","8","8","9","9","10","10","9","3","No"
"2020/03/10 3:46:36 AM GMT+2","8","8","7","7","6","9","9","7","9","9","8","","","","8","10","8","6","No"
"2020/03/10 3:46:44 AM GMT+2","7","9","8","9","9","9","8","9","9","9","8","8","9","8","9","8","9","5","No"
"2020/03/10 3:47:08 AM GMT+2","8","9","9","10","8","10","9","10","10","9","6","8","9","8","9","10","10","6","No"
"2020/03/10 3:47:18 AM GMT+2","9","8","9","10","9","10","10","10","9","9","8","8","10","10","10","9","10","2","No"
"2020/03/10 3:48:55 AM GMT+2","8","8","7","9","7","10","9","9","9","9","8","","","","9","10","10","6","No"
"2020/03/10 3:49:07 AM GMT+2","7","8","7","8","8","9","7","8","9","8","7","7","9","8","10","10","9","4","No"
"2020/03/10 3:49:13 AM GMT+2","7","8","7","9","7","10","8","9","10","8","8","6","9","8","10","10","9","6","Yes"
"2020/03/10 3:50:00 AM GMT+2","8","8","7","8","7","9","10","8","9","8","7","7","8","8","8","9","9","6","No"
"2020/03/10 3:50:43 AM GMT+2","8","7","7","8","7","10","7","9","10","9","8","8","10","9","8","10","8","4","No"
"2020/03/10 3:52:02 AM GMT+2","7","7","7","8","8","10","8","9","9","9","8","6","7","6","8","8","9","6","No"
"2020/03/10 3:52:53 AM GMT+2","8","8","8","9","8","9","9","9","8","8","8","","8","","10","10","9","6","No"
"2020/03/10 3:53:56 AM GMT+2","8","8","8","8","7","9","8","8","9","9","7","7","9","8","9","10","10","4","No"
"2020/03/10 3:55:18 AM GMT+2","8","8","8","9","7","9","7","7","9","10","7","7","7","7","10","10","10","2","No"
"2020/03/10 3:55:53 AM GMT+2","7","9","8","9","8","10","9","9","9","9","7","7","8","9","10","10","10","8","No"
"2020/03/10 3:55:59 AM GMT+2","8","8","8","8","7","9","9","8","9","8","7","","7","7","9","10","10","3","No"
"2020/03/10 3:56:23 AM GMT+2","9","10","9","10","9","10","9","9","9","9","8","8","10","9","10","10","10","2","No"
"2020/03/10 3:57:00 AM GMT+2","10","10","9","10","8","10","8","10","9","9","8","9","10","10","10","10","10","1","No"
"2020/03/10 3:59:05 AM GMT+2","9","10","8","8","8","10","8","8","9","9","7","8","10","8","10","10","10","1","No"
"2020/03/10 3:59:30 AM GMT+2","8","9","8","8","7","9","8","8","9","7","8","","","","9","10","10","7","Yes"
"2020/03/10 3:59:30 AM GMT+2","8","8","7","8","8","10","7","9","8","10","6","7","8","8","10","10","8","4","No"
"2020/03/10 4:01:32 AM GMT+2","9","8","8","9","8","10","7","9","10","8","8","6","9","8","9","10","10","7","No"
"2020/03/10 4:01:49 AM GMT+2","8","8","7","8","7","9","9","9","8","8","7","6","7","7","9","10","10","4","No"
"2020/03/10 4:03:30 AM GMT+2","9","8","7","9","8","10","7","9","9","8","8","","","","9","10","10","5","No"
"2020/03/10 4:06:42 AM GMT+2","8","8","7","8","7","9","9","10","9","9","8","7","8","7","10","10","9","4","No"
"2020/03/10 4:07:18 AM GMT+2","8","9","8","9","8","9","9","9","8","9","8","7","8","7","9","9","10","3","Yes"
"2020/03/10 4:08:05 AM GMT+2","7","6","8","8","6","9","7","8","9","9","7","7","8","7","10","10","10","5","No"
"2020/03/10 4:08:25 AM GMT+2","8","7","7","8","8","10","9","8","8","9","9","8","8","10","10","10","9","6","Yes"
"2020/03/10 4:09:05 AM GMT+2","9","8","9","8","9","10","8","9","10","9","7","8","9","9","8","10","9","4","No"
"2020/03/10 4:09:13 AM GMT+2","8","6","6","8","8","9","7","8","10","8","7","7","8","8","8","8","8","6","No"
"2020/03/10 4:10:11 AM GMT+2","7","7","7","8","8","10","8","9","9","8","7","6","7","7","8","10","9","5","No"
"2020/03/10 4:10:39 AM GMT+2","10","10","10","9","9","10","10","10","10","10","9","8","10","9","10","10","10","1","No"
"2020/03/10 4:10:56 AM GMT+2","7","7","7","7","7","9","8","9","8","8","6","","","","10","9","10","1","No"
"2020/03/10 4:11:06 AM GMT+2","8","7","8","8","7","10","9","9","9","9","7","7","9","8","10","10","10","4","No"
"2020/03/10 4:11:22 AM GMT+2","8","8","8","8","7","9","7","8","9","8","6","","","8","7","9","8","5","Yes"
"2020/03/10 4:12:05 AM GMT+2","10","10","10","10","9","10","9","10","10","10","8","8","10","10","10","10","10","5","No"
"2020/03/10 4:12:41 AM GMT+2","8","8","7","9","6","9","8","8","9","8","8","7","8","8","9","10","9","6","No"
"2020/03/10 4:12:58 AM GMT+2","7","9","8","9","7","10","9","9","10","10","8","8","10","10","10","9","9","1","No"
"2020/03/10 4:13:04 AM GMT+2","7","8","8","9","8","10","9","9","9","9","7","","","","9","10","9","6","No"
"2020/03/10 4:13:21 AM GMT+2","7","8","8","9","7","9","8","7","9","9","8","","","","9","10","9","6","No"
"2020/03/10 4:13:42 AM GMT+2","8","9","9","8","9","10","8","9","10","10","8","7","8","6","8","10","10","2","No"
"2020/03/10 4:13:51 AM GMT+2","6","6","7","7","6","9","7","7","6","7","6","6","6","6","8","8","9","5","No"
"2020/03/10 4:13:53 AM GMT+2","6","8","7","8","6","9","8","7","8","8","7","6","7","7","9","10","9","4","No"
"2020/03/10 4:14:12 AM GMT+2","7","8","7","8","6","9","7","8","7","9","7","7","8","8","9","10","9","4","No"
"2020/03/10 4:14:15 AM GMT+2","7","7","7","6","6","8","7","8","7","7","6","6","7","7","10","10","9","4","No"
"2020/03/10 4:14:21 AM GMT+2","8","9","8","9","7","10","7","8","9","9","8","","9","8","10","10","10","6","No"
"2020/03/10 4:14:59 AM GMT+2","8","7","8","7","7","9","8","8","8","7","7","","8","8","8","10","9","6","No"
"2020/03/10 4:16:13 AM GMT+2","7","8","7","8","7","9","7","9","8","8","7","7","7","7","9","10","8","3","No"
"2020/03/10 4:16:29 AM GMT+2","6","8","7","9","6","9","8","10","7","8","8","7","8","7","9","10","10","3","No"
"2020/03/10 4:16:45 AM GMT+2","8","8","8","8","8","10","8","9","8","8","7","7","10","7","8","10","10","2","Yes"
"2020/03/10 4:17:14 AM GMT+2","8","7","7","8","6","9","7","8","8","8","6","8","8","9","9","9","10","6","No"
"2020/03/10 4:17:41 AM GMT+2","9","9","9","10","8","10","9","10","9","9","8","8","10","9","9","10","10","8","No"
"2020/03/10 4:18:23 AM GMT+2","8","8","8","8","7","9","8","8","9","8","7","7","8","10","10","10","10","1","Yes"
"2020/03/10 4:19:45 AM GMT+2","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","1","No"
"2020/03/10 4:21:09 AM GMT+2","8","8","9","9","7","10","9","10","10","9","8","8","8","8","10","10","10","7","No"
"2020/03/10 4:21:09 AM GMT+2","8","7","8","9","8","10","9","10","9","9","7","8","9","8","10","10","10","6","No"
"2020/03/10 4:22:10 AM GMT+2","9","9","8","9","8","9","10","10","8","8","7","8","9","10","10","10","10","5","No"
"2020/03/10 4:22:20 AM GMT+2","9","9","8","9","8","10","10","10","9","9","8","9","9","9","9","9","10","7","No"
"2020/03/10 4:23:08 AM GMT+2","8","8","7","9","7","9","9","9","9","8","7","","7","10","9","9","9","4","Yes"
"2020/03/10 4:23:47 AM GMT+2","9","8","8","9","7","10","8","9","10","9","8","7","9","10","9","9","10","2","No"
"2020/03/10 4:24:43 AM GMT+2","8","8","8","8","7","9","8","9","8","9","8","7","8","8","8","8","9","5","No"
"2020/03/10 4:26:16 AM GMT+2","7","8","7","7","7","10","8","7","9","9","6","","","","8","10","8","6","No"
"2020/03/10 4:26:50 AM GMT+2","7","9","7","10","10","10","9","9","9","10","8","7","9","8","10","10","10","1","No"
"2020/03/10 4:27:45 AM GMT+2","8","9","9","8","8","10","10","9","9","8","7","","10","10","10","10","10","5","No"
"2020/03/10 4:27:47 AM GMT+2","7","7","7","8","7","9","8","9","8","8","7","6","8","7","8","9","9","5","No"
"2020/03/10 4:28:46 AM GMT+2","7","7","8","9","8","10","8","10","9","9","7","7","8","","10","9","10","4","No"
"2020/03/10 4:29:18 AM GMT+2","8","10","9","9","8","10","9","9","9","9","10","8","9","8","10","10","10","1","No"
"2020/03/10 4:30:17 AM GMT+2","10","10","10","10","10","10","10","10","10","10","8","7","10","10","10","10","10","1","Yes"
"2020/03/10 4:30:28 AM GMT+2","7","8","7","7","7","9","8","9","8","9","9","7","8","8","9","9","9","6","Yes"
"2020/03/10 4:30:37 AM GMT+2","7","8","7","7","7","10","7","8","9","8","7","6","8","7","9","10","10","1","No"
"2020/03/10 4:30:39 AM GMT+2","7","7","7","7","8","10","7","9","9","8","7","","","","9","9","10","6","No"
