"Timestamp","De Gea","Shaw","Maguire","Lindelof","Wan-Bissaka","Matic","Pogba","Rashford","Bruno","Greenwood","Martial","Team Performance","Final Result","Ole","Sheffield Utd","Did the ref do a good job?"
"2020/06/25 10:10:05 PM GMT+2","6","7","7","7","8","9","9","8","7","6","10","9","10","9","4","Yes"
"2020/06/25 10:10:12 PM GMT+2","5","7","7","6","7","7","8","7","7","6","9","8","8","7","3","Yes"
"2020/06/25 10:11:50 PM GMT+2","6","6","7","7","7","9","7","7","7","6","10","10","8","10","3","Yes"
"2020/06/25 10:13:08 PM GMT+2","6","7","7","7","8","8","9","7","8","7","10","10","10","8","6","Yes"
"2020/06/25 10:13:55 PM GMT+2","6","7","8","8","9","9","8","8","7","8","10","9","9","10","5","Yes"
"2020/06/25 10:14:14 PM GMT+2","7","7","8","7","9","9","9","8","8","7","10","9","9","8","3","Yes"
"2020/06/25 10:15:19 PM GMT+2","7","7","7","7","7","9","7","7","7","6","9","9","10","10","3","Yes"
"2020/06/25 10:17:16 PM GMT+2","7","8","8","8","8","9","8","8","9","8","10","8","10","9","3","Yes"
"2020/06/25 10:17:28 PM GMT+2","9","8","9","8","9","9","9","8","8","8","10","9","9","10","4","Yes"
"2020/06/25 10:17:43 PM GMT+2","6","8","9","10","8","10","9","7","9","7","10","10","10","10","6","Yes"
"2020/06/25 10:21:04 PM GMT+2","6","7","7","7","7","9","8","8","8","7","9","7","10","8","4","Yes"
"2020/06/25 10:21:12 PM GMT+2","6","8","8","7","8","9","8","8","8","7","10","10","10","10","5","Yes"
"2020/06/25 10:21:13 PM GMT+2","6","6","7","7","7","8","8","7","7","7","9","8","10","8","6","Yes"
"2020/06/25 10:23:41 PM GMT+2","6","6","7","7","8","9","8","8","7","7","10","9","9","9","5","Yes"
"2020/06/25 10:25:36 PM GMT+2","7","7","7","7","8","9","10","7","9","8","10","10","10","10","3","Yes"
"2020/06/25 10:26:01 PM GMT+2","7","7","7","7","9","9","7","8","8","6","10","9","8","10","2",""
"2020/06/25 10:27:04 PM GMT+2","7","8","8","8","9","9","9","7","8","8","10","10","10","10","2","Yes"
"2020/06/25 10:31:00 PM GMT+2","7","7","9","7","9","8","9","8","8","6","10","8","10","10","3","Yes"
"2020/06/25 10:31:01 PM GMT+2","7","7","8","8","8","10","9","7","9","8","10","9","8","8","5","Yes"
"2020/06/25 10:32:01 PM GMT+2","6","7","7","7","8","8","8","8","8","8","9","8","8","9","7","Yes"
"2020/06/25 10:33:12 PM GMT+2","7","8","8","7","9","9","9","8","8","7","10","9","10","10","3","Yes"
"2020/06/25 10:35:10 PM GMT+2","5","6","6","6","7","8","8","7","8","7","9","8","9","8","4","Yes"
"2020/06/25 10:35:40 PM GMT+2","6","7","7","7","7","10","10","8","8","6","10","10","10","10","4","Yes"
"2020/06/25 10:45:15 PM GMT+2","6","7","8","7","8","8","8","7","8","6","9","8","9","8","5","Yes"
"2020/06/25 10:49:26 PM GMT+2","7","7","7","7","9","10","9","8","8","7","10","9","9","9","4","Yes"
"2020/06/25 10:55:02 PM GMT+2","5","7","6","6","7","6","7","8","6","6","10","9","10","7","2","Yes"
"2020/06/25 10:55:43 PM GMT+2","6","7","8","7","8","9","8","7","8","7","10","8","8","7","6","Yes"
"2020/06/25 10:58:48 PM GMT+2","7","8","8","8","8","10","9","8","9","8","10","9","8","10","3","Yes"
"2020/06/25 10:59:05 PM GMT+2","7","7","8","8","8","9","8","7","8","7","9","10","10","10","3","Yes"
"2020/06/25 11:01:48 PM GMT+2","8","8","9","8","9","10","10","10","10","8","10","10","10","10","10","Yes"
"2020/06/25 11:03:02 PM GMT+2","6","6","6","6","7","8","8","7","7","6","9","8","7","8","3","Yes"
"2020/06/25 11:03:27 PM GMT+2","5","6","8","7","6","9","7","8","7","6","9","9","8","8","3","Yes"
"2020/06/25 11:03:47 PM GMT+2","6","8","9","8","9","10","9","8","9","7","10","10","10","10","10","Yes"
"2020/06/25 11:04:32 PM GMT+2","8","7","8","8","8","9","8","6","8","6","10","9","10","10","2","Yes"
"2020/06/25 11:05:59 PM GMT+2","7","6","7","8","8","9","8","6","7","6","10","8","9","8","3","Yes"
"2020/06/25 11:09:59 PM GMT+2","5","7","7","7","7","9","9","8","8","7","10","8","10","8","3","Yes"
"2020/06/25 11:13:06 PM GMT+2","9","8","8","8","9","10","10","8","9","7","10","9","9","10","6","Yes"
"2020/06/25 11:13:17 PM GMT+2","7","8","8","8","8","9","9","9","8","7","10","9","9","10","3","Yes"
"2020/06/25 11:13:29 PM GMT+2","6","5","6","6","7","9","7","8","8","7","10","9","8","8","3","Yes"
"2020/06/25 11:13:45 PM GMT+2","6","6","6","6","8","9","8","8","8","7","10","9","9","9","5",""
"2020/06/25 11:13:55 PM GMT+2","6","6","7","6","7","8","7","8","8","6","10","8","8","8","4","Yes"
"2020/06/25 11:15:33 PM GMT+2","7","7","7","7","8","9","8","8","8","7","10","9","10","9","5","Yes"
"2020/06/25 11:16:33 PM GMT+2","8","9","8","8","9","9","8","7","9","7","10","10","10","10","4","Yes"
"2020/06/25 11:18:40 PM GMT+2","6","6","7","7","7","9","7","8","8","7","10","8","8","9","5","Yes"
"2020/06/25 11:19:34 PM GMT+2","7","6","7","8","8","10","7","7","9","6","10","10","10","10","7","Yes"
"2020/06/25 11:19:43 PM GMT+2","7","7","8","7","8","9","8","7","8","6","9","8","8","8","5","Yes"
"2020/06/25 11:20:09 PM GMT+2","6","7","6","6","8","9","8","7","8","6","10","10","10","10","4","Yes"
"2020/06/25 11:20:52 PM GMT+2","7","7","8","8","8","9","9","8","8","8","10","9","9","10","3","Yes"
"2020/06/25 11:22:47 PM GMT+2","6","8","7","7","8","9","8","8","8","7","10","8","9","9","4","Yes"
"2020/06/25 11:22:50 PM GMT+2","7","9","8","8","9","10","9","8","9","8","10","10","10","10","3","Yes"
"2020/06/25 11:25:19 PM GMT+2","7","8","8","8","8","9","9","7","8","7","10","9","9","8","3","Yes"
"2020/06/25 11:25:36 PM GMT+2","7","6","8","8","9","10","8","8","7","6","10","9","10","8","2","Yes"
"2020/06/25 11:26:01 PM GMT+2","8","8","8","8","8","9","9","8","8","8","10","10","9","10","5","Yes"
"2020/06/25 11:27:03 PM GMT+2","9","6","6","7","7","8","7","4","7","6","9","7","8","7","4","Yes"
"2020/06/25 11:28:29 PM GMT+2","5","5","6","8","6","10","8","5","6","6","10","9","8","9","2","Yes"
"2020/06/25 11:31:29 PM GMT+2","8","7","8","8","9","8","8","7","8","7","10","10","10","10","6","Yes"
"2020/06/25 11:31:36 PM GMT+2","7","8","8","10","9","9","7","8","8","6","10","8","10","9","3","Yes"
"2020/06/25 11:32:27 PM GMT+2","7","7","9","8","9","10","9","8","9","8","10","10","10","10","5","Yes"
"2020/06/25 11:34:12 PM GMT+2","7","7","7","8","9","8","8","6","7","6","10","9","10","9","5","Yes"
"2020/06/25 11:35:25 PM GMT+2","6","7","8","7","7","9","9","8","9","7","9","10","9","9","4","Yes"
"2020/06/25 11:37:09 PM GMT+2","6","8","7","8","8","9","8","8","8","8","10","9","10","9","3","Yes"
"2020/06/25 11:37:54 PM GMT+2","6","6","7","7","8","9","8","8","9","7","10","9","9","9","3","Yes"
"2020/06/25 11:38:09 PM GMT+2","6","6","6","6","8","9","7","8","8","7","10","9","10","9","4","Yes"
"2020/06/25 11:43:40 PM GMT+2","7","6","7","6","7","9","8","7","8","6","10","8","7","10","4","Yes"
"2020/06/25 11:44:19 PM GMT+2","6","7","7","7","8","8","8","7","7","6","9","8","10","8","4","Yes"
"2020/06/25 11:47:15 PM GMT+2","6","7","7","7","7","8","8","8","8","7","8","8","9","8","3","Yes"
"2020/06/25 11:50:03 PM GMT+2","7","7","8","8","8","10","9","8","9","7","10","9","10","10","4","Yes"
"2020/06/25 11:50:28 PM GMT+2","7","7","8","8","9","9","8","8","8","8","10","10","10","10","2",""
"2020/06/25 11:51:42 PM GMT+2","7","7","7","7","8","9","8","6","6","6","10","9","10","9","4","Yes"
"2020/06/25 11:52:40 PM GMT+2","6","8","7","7","8","10","8","8","8","7","10","9","10","10","1","Yes"
"2020/06/25 11:56:27 PM GMT+2","6","7","7","7","9","8","9","9","8","8","10","9","10","10","2","Yes"
"2020/06/26 12:00:05 AM GMT+2","6","7","8","7","8","10","8","8","7","7","10","9","10","9","3","Yes"
"2020/06/26 12:00:10 AM GMT+2","7","8","8","8","9","10","9","8","8","8","10","9","10","10","3","Yes"
"2020/06/26 12:02:54 AM GMT+2","6","6","6","6","7","10","9","7","8","7","10","8","9","10","5","Yes"
"2020/06/26 12:05:18 AM GMT+2","7","7","7","7","8","9","9","8","9","8","10","8","9","8","5","Yes"
"2020/06/26 12:07:22 AM GMT+2","6","6","6","7","8","8","7","7","8","7","10","9","9","9","3","Yes"
"2020/06/26 12:07:36 AM GMT+2","6","5","7","7","7","8","8","5","7","6","9","9","10","10","4","Yes"
"2020/06/26 12:07:36 AM GMT+2","7","8","8","7","9","10","9","8","9","9","10","9","9","9","3","Yes"
"2020/06/26 12:09:10 AM GMT+2","7","7","8","8","8","10","9","8","7","8","10","9","8","10","4","Yes"
"2020/06/26 12:12:23 AM GMT+2","7","5","7","7","8","8","9","7","9","6","10","9","9","9","5","Yes"
"2020/06/26 12:12:24 AM GMT+2","7","8","8","8","9","9","8","9","8","7","10","10","9","9","5","Yes"
"2020/06/26 12:19:05 AM GMT+2","6","6","6","6","7","8","7","7","6","6","9","9","10","9","2","Yes"
"2020/06/26 12:20:32 AM GMT+2","7","9","10","10","10","10","10","10","10","10","10","10","10","10","5","Yes"
"2020/06/26 12:20:35 AM GMT+2","6","7","8","7","8","8","9","8","6","7","10","10","9","9","3","Yes"
"2020/06/26 12:20:44 AM GMT+2","6","5","6","6","7","8","8","7","8","7","10","9","10","8","4","Yes"
"2020/06/26 12:22:13 AM GMT+2","7","6","8","7","7","8","8","7","8","7","10","8","9","7","4","Yes"
"2020/06/26 12:22:59 AM GMT+2","7","8","8","8","9","9","9","8","8","8","10","9","10","9","5","Yes"
"2020/06/26 12:23:01 AM GMT+2","6","6","7","7","8","10","7","7","7","6","10","10","10","10","5","Yes"
"2020/06/26 12:25:01 AM GMT+2","7","8","7","7","9","9","8","9","8","7","10","10","10","10","7","Yes"
"2020/06/26 12:25:20 AM GMT+2","7","5","6","6","7","8","8","8","8","6","10","8","9","9","3","Yes"
"2020/06/26 12:25:26 AM GMT+2","6","7","7","7","8","8","8","8","8","7","9","9","9","9","3","Yes"
"2020/06/26 12:27:37 AM GMT+2","7","7","7","7","8","9","9","8","9","7","10","10","10","10","2","Yes"
"2020/06/26 12:28:12 AM GMT+2","6","8","8","8","8","9","8","7","7","7","10","9","9","9","3","Yes"
"2020/06/26 12:29:53 AM GMT+2","7","8","8","8","9","10","9","8","9","8","10","9","10","9","5","Yes"
"2020/06/26 12:31:51 AM GMT+2","7","8","7","7","9","10","10","8","10","7","10","9","10","10","6","Yes"
"2020/06/26 12:35:37 AM GMT+2","7","5","6","6","7","9","6","5","8","6","10","9","10","10","2","No"
"2020/06/26 12:37:23 AM GMT+2","7","7","7","8","8","9","8","6","7","7","10","9","7","9","3","Yes"
"2020/06/26 12:42:24 AM GMT+2","6","7","8","8","9","10","9","9","8","7","10","9","10","9","5","Yes"
"2020/06/26 12:44:29 AM GMT+2","7","7","7","7","8","9","8","8","8","7","10","9","9","8","3","Yes"
"2020/06/26 12:45:36 AM GMT+2","7","7","8","8","9","9","9","7","7","7","10","9","10","10","2","Yes"
"2020/06/26 12:51:30 AM GMT+2","7","8","7","8","7","10","9","8","8","7","10","9","10","10","4","Yes"
"2020/06/26 12:55:08 AM GMT+2","7","7","7","6","7","9","8","8","8","6","10","9","10","9","4","Yes"
"2020/06/26 12:56:21 AM GMT+2","7","7","7","7","8","9","9","7","9","7","10","9","9","9","3","Yes"
"2020/06/26 12:59:44 AM GMT+2","6","8","7","7","7","8","8","7","8","7","10","8","8","7","3","Yes"
"2020/06/26 1:07:20 AM GMT+2","5","6","5","7","6","8","7","7","8","5","9","8","8","8","1","No"
"2020/06/26 1:11:42 AM GMT+2","6","5","7","7","7","7","7","8","7","8","10","9","9","9","2","Yes"
"2020/06/26 1:15:11 AM GMT+2","6","6","7","7","8","10","10","7","8","6","10","9","10","9","7","Yes"
"2020/06/26 1:19:23 AM GMT+2","7","8","8","7","8","9","8","8","9","8","10","9","10","9","4","Yes"
"2020/06/26 1:23:13 AM GMT+2","6","7","6","6","8","9","9","8","8","7","10","10","10","10","4","Yes"
"2020/06/26 1:24:17 AM GMT+2","5","7","7","7","8","8","8","8","8","7","10","8","8","8","5","Yes"
"2020/06/26 1:26:39 AM GMT+2","8","8","8","8","8","10","9","9","9","8","10","9","10","9","6","Yes"
"2020/06/26 1:28:43 AM GMT+2","6","4","5","8","8","8","10","9","5","7","9","7","9","3","2","No"
"2020/06/26 1:34:16 AM GMT+2","6","7","8","7","8","9","8","8","7","7","10","9","10","10","4","Yes"
"2020/06/26 1:34:36 AM GMT+2","6","7","7","7","8","9","9","8","9","7","10","9","8","9","5","Yes"
"2020/06/26 1:38:13 AM GMT+2","6","5","8","7","8","10","8","7","8","7","10","9","8","9","5","Yes"
"2020/06/26 1:42:29 AM GMT+2","6","7","8","6","8","9","9","6","8","7","10","9","10","8","5","Yes"
"2020/06/26 1:43:18 AM GMT+2","7","7","8","7","8","10","9","9","9","8","10","9","10","10","4","Yes"
"2020/06/26 1:45:43 AM GMT+2","6","6","6","6","8","9","9","8","8","7","10","10","10","9","3","Yes"
"2020/06/26 1:51:20 AM GMT+2","7","5","7","7","8","9","8","9","7","7","10","8","10","9","2","Yes"
"2020/06/26 1:51:53 AM GMT+2","7","6","8","8","8","9","8","8","9","7","10","9","9","9","2","Yes"
"2020/06/26 1:58:06 AM GMT+2","7","7","7","7","7","8","8","7","7","7","10","9","10","9","6","No"
"2020/06/26 2:01:44 AM GMT+2","6","7","7","7","8","9","8","8","8","7","9","9","8","9","3","Yes"
"2020/06/26 2:02:02 AM GMT+2","7","7","8","8","7","8","9","6","9","8","10","10","10","8","5","Yes"
"2020/06/26 2:05:06 AM GMT+2","9","8","8","8","8","10","8","7","8","7","10","9","10","9","5","Yes"
"2020/06/26 2:11:17 AM GMT+2","6","6","7","6","7","9","8","8","7","6","10","9","8","9","2","Yes"
"2020/06/26 2:11:45 AM GMT+2","7","8","8","8","9","10","9","8","9","8","10","10","8","10","5","Yes"
"2020/06/26 2:16:25 AM GMT+2","10","9","5","10","10","10","10","10","10","10","10","9","10","10","1","Yes"
"2020/06/26 2:22:03 AM GMT+2","7","8","7","7","9","10","9","7","9","8","10","10","10","10","3","Yes"
"2020/06/26 2:28:19 AM GMT+2","6","6","7","6","7","10","8","7","7","6","10","9","10","9","2","Yes"
"2020/06/26 2:34:24 AM GMT+2","7","7","7","7","8","8","7","7","8","6","10","9","7","8","5","Yes"
"2020/06/26 2:34:32 AM GMT+2","7","7","8","7","8","9","8","6","8","6","10","10","10","10","6","Yes"
"2020/06/26 2:36:47 AM GMT+2","6","6","8","7","7","9","9","5","8","7","10","9","10","10","4","Yes"
"2020/06/26 2:37:25 AM GMT+2","10","7","7","7","8","8","8","7","8","6","10","8","10","10","2","Yes"
"2020/06/26 2:37:42 AM GMT+2","6","6","8","7","8","9","9","7","9","8","10","9","9","10","3","Yes"
"2020/06/26 2:39:06 AM GMT+2","6","7","7","5","8","10","8","6","8","8","10","9","7","8","5","Yes"
"2020/06/26 2:44:15 AM GMT+2","6","7","7","7","7","9","8","8","8","7","10","9","10","10","2","Yes"
"2020/06/26 2:49:19 AM GMT+2","7","8","8","7","8","9","8","7","8","7","10","10","10","10","6","Yes"
"2020/06/26 2:52:19 AM GMT+2","7","7","8","7","8","9","8","7","8","6","9","10","10","7","5","Yes"
"2020/06/26 2:57:40 AM GMT+2","8","6","8","8","8","8","9","7","8","6","8","8","8","8","3","Yes"
"2020/06/26 3:14:51 AM GMT+2","6","7","7","7","8","9","7","8","7","7","10","8","8","8","2","Yes"
"2020/06/26 3:22:27 AM GMT+2","7","7","8","8","9","10","10","8","9","7","10","9","10","10","4","Yes"
"2020/06/26 3:28:57 AM GMT+2","7","6","7","7","7","8","7","7","8","7","10","9","9","9","6","Yes"
"2020/06/26 3:33:00 AM GMT+2","9","7","8","8","9","9","8","8","8","6","10","9","10","9","2","Yes"
"2020/06/26 3:42:29 AM GMT+2","7","8","7","8","6","10","9","7","6","8","10","10","10","10","3","No"
"2020/06/26 3:45:14 AM GMT+2","7","8","8","7","8","10","8","7","8","7","10","10","10","10","5","Yes"
"2020/06/26 3:53:53 AM GMT+2","6","7","8","8","8","9","9","9","7","7","10","9","9","9","3","Yes"
"2020/06/26 3:54:40 AM GMT+2","7","9","9","8","8","9","8","8","8","7","10","9","10","10","6","Yes"
"2020/06/26 3:56:46 AM GMT+2","5","7","7","7","8","9","8","8","7","7","10","8","9","8","2","Yes"
"2020/06/26 4:00:27 AM GMT+2","7","8","9","9","9","9","9","8","7","7","10","10","10","10","4","Yes"
"2020/06/26 4:05:35 AM GMT+2","7","8","8","8","8","9","9","8","8","7","10","10","10","10","3","Yes"
"2020/06/26 4:10:48 AM GMT+2","7","6","7","7","7","8","8","8","6","7","10","10","10","6","3","Yes"
"2020/06/26 4:10:59 AM GMT+2","5","7","7","7","9","10","8","7","9","8","10","9","10","9","4","Yes"
"2020/06/26 4:11:43 AM GMT+2","7","7","7","7","8","8","8","7","7","6","10","9","10","10","6","Yes"
"2020/06/26 4:12:19 AM GMT+2","6","7","7","7","8","9","8","8","8","6","10","10","9","10","4","Yes"
"2020/06/26 4:13:47 AM GMT+2","7","7","8","8","8","9","9","8","8","7","10","10","10","9","4","Yes"
"2020/06/26 4:15:16 AM GMT+2","6","7","8","7","8","10","9","7","9","7","10","10","10","10","4","Yes"
"2020/06/26 4:16:04 AM GMT+2","6","6","6","7","8","7","8","7","8","7","9","8","9","9","5","Yes"
"2020/06/26 4:24:19 AM GMT+2","6","7","7","7","8","9","8","6","8","7","10","9","8","10","1","Yes"
"2020/06/26 4:34:30 AM GMT+2","6","7","7","7","7","9","9","7","8","7","10","10","10","9","1","Yes"
"2020/06/26 4:35:28 AM GMT+2","6","6","7","6","8","9","7","7","8","6","10","8","10","10","4","Yes"
"2020/06/26 4:38:10 AM GMT+2","8","6","8","8","9","9","8","8","9","8","10","9","10","10","5","Yes"
"2020/06/26 4:41:00 AM GMT+2","7","7","8","8","9","9","9","6","8","7","10","10","10","10","3","Yes"
"2020/06/26 4:45:39 AM GMT+2","6","6","7","7","8","8","8","7","7","7","9","8","8","9","5","Yes"
"2020/06/26 4:48:33 AM GMT+2","8","8","8","8","9","9","9","8","9","8","10","9","10","9","6","Yes"
"2020/06/26 4:50:10 AM GMT+2","6","8","8","7","8","9","8","8","9","7","10","9","10","10","4","Yes"
"2020/06/26 4:58:40 AM GMT+2","7","8","8","7","8","10","9","9","9","7","10","10","9","10","3","Yes"
"2020/06/26 4:59:26 AM GMT+2","6","7","7","6","7","9","8","7","8","7","10","8","9","9","3",""
"2020/06/26 5:00:56 AM GMT+2","8","9","7","7","9","9","9","6","8","7","10","9","8","9","3","Yes"
"2020/06/26 5:11:18 AM GMT+2","7","7","7","6","8","9","9","6","9","8","9","8","9","8","5","Yes"
"2020/06/26 5:14:26 AM GMT+2","7","9","7","6","8","10","9","7","7","7","10","8","10","10","5","Yes"
"2020/06/26 5:16:29 AM GMT+2","6","6","7","6","6","8","7","5","7","5","10","9","10","9","4","Yes"
"2020/06/26 5:16:57 AM GMT+2","6","6","7","7","8","9","8","7","8","7","10","9","8","10","8","Yes"
"2020/06/26 5:22:03 AM GMT+2","6","6","7","7","8","9","7","7","7","7","10","8","9","10","4","Yes"
"2020/06/26 5:24:19 AM GMT+2","6","6","7","7","8","10","8","5","8","6","10","10","10","8","3","Yes"
"2020/06/26 5:26:34 AM GMT+2","6","7","7","7","8","8","8","8","8","7","9","8","9","8","3","Yes"
"2020/06/26 5:33:39 AM GMT+2","6","5","6","6","6","7","6","6","3","5","9","6","8","6","4","Yes"
"2020/06/26 5:35:33 AM GMT+2","7","7","8","8","9","10","9","8","10","7","10","10","10","10","5","Yes"
"2020/06/26 5:36:44 AM GMT+2","6","7","8","9","8","9","8","8","7","6","10","8","10","10","3","Yes"
"2020/06/26 5:39:34 AM GMT+2","7","6","7","7","7","9","8","7","8","6","10","8","9","10","4","Yes"
"2020/06/26 5:39:40 AM GMT+2","7","7","9","7","9","10","8","8","8","7","10","10","10","10","3","Yes"
"2020/06/26 5:43:17 AM GMT+2","6","6","6","6","8","7","8","7","7","6","9","9","9","9","1","Yes"
"2020/06/26 5:46:07 AM GMT+2","7","6","8","7","9","8","8","8","8","7","10","8","8","8","3","Yes"
"2020/06/26 5:58:16 AM GMT+2","8","8","9","9","8","9","9","8","8","8","10","9","8","10","6","No"
"2020/06/26 6:07:07 AM GMT+2","7","7","7","8","7","9","8","6","8","7","10","10","10","10","5","Yes"
"2020/06/26 6:09:38 AM GMT+2","8","8","8","8","8","10","8","9","8","8","10","9","8","9","5","Yes"
"2020/06/26 6:19:07 AM GMT+2","6","6","7","7","7","7","8","7","8","8","10","9","10","10","6","Yes"
"2020/06/26 6:21:45 AM GMT+2","8","8","8","9","9","9","9","8","8","7","10","9","9","9","4","Yes"
"2020/06/26 6:28:36 AM GMT+2","7","7","7","8","9","8","9","8","8","7","10","10","10","10","4","Yes"
"2020/06/26 6:45:25 AM GMT+2","7","6","6","7","8","9","8","7","8","6","10","8","9","9","3","Yes"
"2020/06/26 6:47:19 AM GMT+2","7","8","8","8","8","10","9","7","8","8","10","9","10","9","4","Yes"
"2020/06/26 6:50:39 AM GMT+2","5","7","7","7","8","9","8","8","9","7","10","9","8","9","2",""
"2020/06/26 7:03:32 AM GMT+2","6","7","8","8","9","10","9","7","8","5","10","9","9","10","2","Yes"
"2020/06/26 7:08:21 AM GMT+2","5","8","7","6","8","9","7","8","7","6","10","9","10","9","6","Yes"
"2020/06/26 7:37:26 AM GMT+2","7","7","7","6","9","9","8","8","9","8","10","10","10","10","2","Yes"
"2020/06/26 7:40:00 AM GMT+2","6","7","7","6","8","9","8","7","8","7","10","9","8","8","5","Yes"
"2020/06/26 7:40:36 AM GMT+2","6","8","7","7","8","8","8","7","7","6","10","8","7","8","5","Yes"
"2020/06/26 7:55:51 AM GMT+2","6","6","7","7","8","9","8","7","8","7","10","8","9","8","5","Yes"
"2020/06/26 8:03:16 AM GMT+2","6","7","7","6","6","9","9","7","5","7","10","8","8","8","2","Yes"
"2020/06/26 8:06:30 AM GMT+2","7","6","7","7","7","10","8","7","8","6","10","8","10","10","1","Yes"
"2020/06/26 8:11:19 AM GMT+2","6","7","7","7","8","9","8","7","7","6","10","9","8","8","6","Yes"
"2020/06/26 8:23:32 AM GMT+2","5","6","6","6","8","9","8","8","7","8","10","10","10","10","2","Yes"
"2020/06/26 8:24:23 AM GMT+2","6","6","8","7","8","10","9","9","8","8","10","10","10","10","2","Yes"
"2020/06/26 8:37:59 AM GMT+2","6","7","7","7","8","9","8","7","7","7","10","9","9","9","2","Yes"
"2020/06/26 8:45:17 AM GMT+2","6","6","6","6","8","8","8","7","8","7","9","8","9","9","6","Yes"
"2020/06/26 8:50:32 AM GMT+2","6","6","8","7","8","10","8","6","7","7","10","9","10","10","5","Yes"
"2020/06/26 8:57:18 AM GMT+2","6","6","7","6","7","8","7","7","6","6","10","8","9","8","5","Yes"
"2020/06/26 9:06:02 AM GMT+2","7","5","7","7","7","9","8","7","8","8","10","9","9","10","3",""
"2020/06/26 9:19:41 AM GMT+2","6","7","7","7","8","9","9","8","8","7","10","10","10","9","5","Yes"
"2020/06/26 9:26:06 AM GMT+2","6","6","7","7","7","8","8","7","9","6","8","8","8","8","5","No"
"2020/06/26 9:29:04 AM GMT+2","6","8","7","6","8","9","8","8","8","6","10","9","10","8","4","Yes"
"2020/06/26 9:40:45 AM GMT+2","7","7","8","7","8","9","9","6","9","8","10","9","9","10","7","Yes"
"2020/06/26 9:41:46 AM GMT+2","8","8","8","7","9","10","8","7","8","6","10","9","9","9","6","Yes"
"2020/06/26 9:53:19 AM GMT+2","6","6","8","7","8","9","8","7","8","7","10","10","10","10","10","Yes"
"2020/06/26 10:12:10 AM GMT+2","6","9","8","8","9","10","9","7","9","7","10","10","10","10","6","Yes"
"2020/06/26 10:19:22 AM GMT+2","6","6","8","8","9","9","8","7","7","7","10","9","9","10","6","Yes"
"2020/06/26 10:20:47 AM GMT+2","7","7","8","7","8","10","9","8","9","8","10","9","9","9","5","Yes"
"2020/06/26 10:29:39 AM GMT+2","5","7","7","6","8","9","8","7","7","6","10","9","9","9","1","Yes"
"2020/06/26 10:34:28 AM GMT+2","7","8","9","9","9","10","9","8","9","8","10","9","9","9","3","Yes"
"2020/06/26 10:34:39 AM GMT+2","6","6","7","6","8","10","8","8","9","7","9","8","7","9","5","Yes"
"2020/06/26 10:42:41 AM GMT+2","7","6","8","7","9","9","8","8","8","6","10","10","10","9","2","Yes"
"2020/06/26 10:43:30 AM GMT+2","6","7","7","7","8","9","8","8","7","7","10","9","9","9","3","Yes"
"2020/06/26 10:44:29 AM GMT+2","8","7","9","8","9","9","9","8","9","9","10","10","10","10","4","Yes"
"2020/06/26 11:23:32 AM GMT+2","7","7","7","7","7","8","8","8","8","7","9","9","10","8","5","Yes"
"2020/06/26 11:24:20 AM GMT+2","6","7","8","8","8","9","8","8","9","7","10","10","10","10","3","Yes"
"2020/06/26 11:25:56 AM GMT+2","7","6","7","7","8","10","8","8","8","7","10","9","10","10","2","Yes"
"2020/06/26 11:28:41 AM GMT+2","7","7","8","8","8","9","8","6","8","7","10","8","9","9","4","Yes"
"2020/06/26 11:30:07 AM GMT+2","6","7","8","8","9","10","9","6","9","7","10","9","10","10","4","Yes"
"2020/06/26 11:41:02 AM GMT+2","6","8","7","7","8","9","8","8","8","7","10","10","10","10","4","Yes"
"2020/06/26 11:46:14 AM GMT+2","7","5","8","8","8","9","9","7","9","7","10","9","10","10","3","Yes"
"2020/06/26 11:55:31 AM GMT+2","8","8","7","7","7","8","8","8","9","7","10","8","8","7","3","No"
"2020/06/26 12:09:17 PM GMT+2","7","7","7","7","8","9","8","8","8","8","10","9","9","8","3","Yes"
"2020/06/26 12:11:36 PM GMT+2","6","7","7","7","8","10","8","8","8","7","10","10","10","10","3","Yes"
"2020/06/26 12:37:07 PM GMT+2","7","7","8","7","9","9","8","7","9","7","10","9","9","9","2","Yes"
"2020/06/26 12:37:36 PM GMT+2","10","10","10","10","10","10","10","8","10","10","10","10","10","10","8","Yes"
"2020/06/26 12:38:29 PM GMT+2","6","7","6","6","8","9","8","8","8","7","10","10","10","10","5","Yes"
"2020/06/26 12:47:59 PM GMT+2","7","7","7","9","8","10","9","7","9","7","10","9","10","10","5","Yes"
"2020/06/26 12:59:22 PM GMT+2","6","7","7","7","8","8","9","6","8","6","9","8","8","9","3","Yes"
"2020/06/26 1:08:45 PM GMT+2","6","8","7","7","9","10","8","8","8","7","10","9","9","9","5","Yes"
"2020/06/26 1:13:26 PM GMT+2","8","8","8","8","9","9","8","7","9","8","9","9","10","10","3","Yes"
"2020/06/26 1:18:54 PM GMT+2","7","8","7","7","8","10","9","7","8","6","10","9","8","10","4","Yes"
"2020/06/26 1:29:49 PM GMT+2","6","8","8","8","8","9","8","8","8","7","10","10","9","10","1","Yes"
"2020/06/26 1:41:10 PM GMT+2","7","6","6","7","8","9","8","8","7","7","10","9","9","10","3","Yes"
"2020/06/26 1:49:26 PM GMT+2","6","6","6","6","8","9","7","6","7","7","10","8","8","9","5","Yes"
"2020/06/26 1:53:07 PM GMT+2","6","7","7","8","8","10","9","8","9","8","10","8","10","9","3","Yes"
