"Timestamp","De Gea","Williams","Maguire","Lindelof","AWB","Fred","Matic","Rashford","Pereira","Mata","Martial","James (optional)","Greenwood (optional)","Team Performance","Final Result","Ole","Norwich","Did the ref/VAR do a good job?"
"2020/01/12 8:19:51 PM GMT+1","7","9","7","7","6","8","8","10","6","8","8","7","9","10","10","8","2","Yes"
"2020/01/12 8:21:07 PM GMT+1","8","8","7","7","7","9","8","10","7","9","8","7","8","8","10","8","3","Yes"
"2020/01/12 8:21:58 PM GMT+1","7","7","7","7","7","8","7","9","8","10","8","7","8","8","8","8","5",""
"2020/01/12 8:22:18 PM GMT+1","6","7","7","6","6","7","8","8","7","9","7","5","7","9","10","7","2","Yes"
"2020/01/12 8:22:55 PM GMT+1","7","8","6","6","6","6","7","8","6","8","7","5","7","8","9","7","4","Yes"
"2020/01/12 8:24:26 PM GMT+1","8","7","7","7","7","7","7","9","7","9","8","7","7","9","9","9","6","Yes"
"2020/01/12 8:26:41 PM GMT+1","9","8","7","7","8","8","8","10","7","10","10","","","9","10","10","3","Yes"
"2020/01/12 8:26:44 PM GMT+1","8","8","8","9","8","8","7","9","7","9","8","7","8","8","10","8","3","Yes"
"2020/01/12 8:27:45 PM GMT+1","7","8","7","7","8","7","7","9","7","8","8","6","7","8","8","9","4","Yes"
"2020/01/12 8:29:18 PM GMT+1","8","9","7","7","7","8","8","10","7","9","9","7","8","9","10","9","5","Yes"
"2020/01/12 8:32:59 PM GMT+1","6","8","6","7","7","10","8","1","7","7","8","1","1","1","1","1","1","No"
"2020/01/12 8:34:56 PM GMT+1","7","7","7","7","8","7","6","9","6","7","8","6","8","8","10","7","1","Yes"
"2020/01/12 8:36:52 PM GMT+1","7","8","6","7","8","8","8","9","6","8","7","6","9","8","10","6","3","Yes"
"2020/01/12 8:38:07 PM GMT+1","9","9","8","8","9","9","9","10","8","9","9","","9","9","10","9","3","Yes"
"2020/01/12 8:40:15 PM GMT+1","7","7","6","7","6","6","8","8","7","8","8","5","8","7","9","7","3","Yes"
"2020/01/12 8:43:32 PM GMT+1","7","9","8","7","7","10","8","9","8","10","8","8","9","8","8","8","7","Yes"
"2020/01/12 8:45:26 PM GMT+1","8","9","8","8","8","8","8","9","8","10","9","","8","10","10","10","3","Yes"
"2020/01/12 8:48:22 PM GMT+1","7","8","7","7","6","7","7","9","6","9","7","6","8","8","10","10","3","Yes"
"2020/01/12 8:48:46 PM GMT+1","10","8","8","9","10","8","9","10","8","10","9","8","10","9","10","10","4","Yes"
"2020/01/12 8:50:55 PM GMT+1","9","8","8","8","7","7","6","10","6","8","9","7","8","8","10","7","2","Yes"
"2020/01/12 8:51:50 PM GMT+1","8","8","6","7","7","7","7","9","7","9","8","6","7","8","8","9","2","Yes"
"2020/01/12 8:52:20 PM GMT+1","8","7","9","9","8","8","8","10","7","10","9","6","9","8","8","7","2","Yes"
"2020/01/12 8:54:16 PM GMT+1","6","7","6","6","6","7","7","8","6","8","7","6","7","8","8","7","2","Yes"
"2020/01/12 8:54:36 PM GMT+1","7","8","7","7","7","7","8","10","7","9","10","6","8","9","10","6","1","Yes"
"2020/01/12 8:56:00 PM GMT+1","8","8","8","8","7","9","8","10","7","9","9","6","9","10","10","9","2","Yes"
"2020/01/12 8:58:50 PM GMT+1","7","7","6","6","7","8","6","9","6","8","7","6","7","7","8","8","3","Yes"
"2020/01/12 8:59:38 PM GMT+1","5","8","6","6","8","9","7","9","7","9","8","","","8","9","9","5","Yes"
"2020/01/12 9:00:57 PM GMT+1","6","7","6","6","7","8","6","7","6","7","6","6","7","7","8","7","5","Yes"
"2020/01/12 9:01:43 PM GMT+1","7","9","9","8","8","8","8","9","8","8","8","7","9","9","9","10","3","Yes"
"2020/01/12 9:04:13 PM GMT+1","7","8","7","7","7","8","7","9","7","8","8","7","8","9","10","8","5","Yes"
"2020/01/12 9:04:46 PM GMT+1","8","7","8","9","8","7","8","10","8","9","9","","","9","10","9","4","Yes"
"2020/01/12 9:05:10 PM GMT+1","7","7","7","7","7","8","8","9","7","9","8","7","8","8","10","8","1","Yes"
"2020/01/12 9:05:18 PM GMT+1","8","9","8","7","7","8","7","8","7","9","7","","9","9","9","8","5","Yes"
"2020/01/12 9:06:50 PM GMT+1","8","8","8","8","8","9","7","9","7","8","8","7","8","10","10","10","4","Yes"
"2020/01/12 9:10:39 PM GMT+1","7","8","7","7","7","7","7","8","6","7","7","6","7","7","10","7","1","Yes"
"2020/01/12 9:11:10 PM GMT+1","7","7","8","8","7","7","7","8","6","9","7","6","7","8","9","8","2","Yes"
"2020/01/12 9:11:40 PM GMT+1","7","8","7","7","7","7","7","8","7","8","8","6","7","9","10","4","2","Yes"
"2020/01/12 9:11:47 PM GMT+1","7","7","7","7","7","7","7","9","6","9","7","","8","10","10","9","5","Yes"
"2020/01/12 9:12:01 PM GMT+1","7","7","7","7","7","8","8","9","7","8","8","6","7","8","9","7","4","Yes"
"2020/01/12 9:12:31 PM GMT+1","7","8","7","7","7","8","8","9","7","9","7","7","8","8","8","8","5","Yes"
"2020/01/12 9:12:37 PM GMT+1","7","8","7","7","7","8","7","9","7","8","7","6","7","8","10","8","3","Yes"
"2020/01/12 9:15:05 PM GMT+1","7","7","7","7","7","8","8","9","7","9","7","7","8","8","9","8","2","Yes"
"2020/01/12 9:15:17 PM GMT+1","7","9","8","8","8","9","9","9","8","9","8","6","7","9","10","10","6","No"
"2020/01/12 9:15:33 PM GMT+1","6","8","6","6","7","6","7","8","7","9","8","6","8","8","8","7","2","Yes"
"2020/01/12 9:16:31 PM GMT+1","8","7","7","8","9","8","8","9","8","9","7","7","8","9","10","9","1","Yes"
"2020/01/12 9:19:02 PM GMT+1","9","7","6","6","6","6","6","8","8","9","8","8","8","7","10","7","4","Yes"
"2020/01/12 9:20:28 PM GMT+1","6","8","7","7","7","7","7","8","7","8","6","6","6","7","10","7","2","Yes"
"2020/01/12 9:23:09 PM GMT+1","8","9","7","8","8","8","7","9","6","9","8","","","8","8","8","5","Yes"
"2020/01/12 9:24:17 PM GMT+1","7","7","7","8","7","9","7","8","7","9","8","7","9","8","7","7","4","Yes"
"2020/01/12 9:25:07 PM GMT+1","7","8","7","7","7","7","8","9","7","8","8","6","7","7","8","7","5","Yes"
"2020/01/12 9:26:44 PM GMT+1","6","7","7","6","7","7","7","9","7","9","8","","8","9","9","8","2","Yes"
"2020/01/12 9:27:16 PM GMT+1","8","7","7","7","7","7","7","9","7","8","8","8","8","9","10","8","3","Yes"
"2020/01/12 9:28:35 PM GMT+1","7","8","8","7","7","8","8","9","8","9","9","7","9","8","9","8","6","Yes"
"2020/01/12 9:30:27 PM GMT+1","8","9","8","8","8","9","8","9","8","9","8","","","9","9","9","3","Yes"
"2020/01/12 9:31:22 PM GMT+1","7","8","7","6","7","8","8","9","7","9","7","6","7","9","10","9","3","Yes"
"2020/01/12 9:31:51 PM GMT+1","8","7","7","8","9","8","6","9","7","8","7","6","8","7","10","8","3","Yes"
"2020/01/12 9:33:22 PM GMT+1","6","8","8","6","6","6","6","8","7","9","8","","8","7","8","8","5","Yes"
"2020/01/12 9:36:24 PM GMT+1","7","8","8","9","6","7","8","10","8","10","7","4","8","8","10","10","2","Yes"
"2020/01/12 9:37:41 PM GMT+1","7","8","7","7","7","7","7","9","8","9","8","6","8","9","9","9","4","Yes"
"2020/01/12 9:39:32 PM GMT+1","7","8","8","8","7","9","7","9","7","8","9","7","8","8","8","8","2","Yes"
"2020/01/12 9:43:46 PM GMT+1","8","8","8","7","8","8","8","9","7","8","8","7","9","8","9","9","3","Yes"
"2020/01/12 9:43:50 PM GMT+1","8","9","8","7","7","9","7","10","7","9","8","6","7","10","10","9","4","Yes"
"2020/01/12 9:45:51 PM GMT+1","8","8","7","7","9","9","8","10","9","10","9","5","10","9","10","9","1","No"
"2020/01/12 9:46:49 PM GMT+1","7","8","7","7","7","8","7","9","8","8","9","7","8","9","9","8","4","Yes"
"2020/01/12 9:46:59 PM GMT+1","9","9","7","8","7","8","7","9","9","9","9","8","9","9","10","10","1","No"
"2020/01/12 9:49:21 PM GMT+1","7","8","7","8","7","8","8","9","7","9","9","7","8","9","9","9","6","Yes"
"2020/01/12 9:52:23 PM GMT+1","6","7","6","6","8","8","8","10","6","9","8","6","8","9","10","8","2","Yes"
"2020/01/12 9:53:10 PM GMT+1","8","8","8","8","7","9","8","10","8","9","9","","","8","9","8","5","Yes"
"2020/01/12 9:53:13 PM GMT+1","7","6","5","5","5","6","5","8","5","8","7","","","7","9","7","2","Yes"
"2020/01/12 9:53:20 PM GMT+1","10","7","8","8","6","9","8","9","7","8","7","6","7","8","10","8","2","Yes"
"2020/01/12 9:53:38 PM GMT+1","7","8","6","6","7","8","7","9","6","8","8","","","9","10","6","2","Yes"
"2020/01/12 9:54:37 PM GMT+1","9","8","8","9","9","10","9","10","8","9","9","6","9","10","10","10","4","Yes"
"2020/01/12 9:56:31 PM GMT+1","9","8","8","8","8","9","8","10","7","8","9","","8","9","9","8","1","Yes"
"2020/01/12 9:57:16 PM GMT+1","7","8","7","8","7","9","8","9","7","9","8","7","8","7","10","8","6","Yes"
"2020/01/12 9:57:36 PM GMT+1","8","8","7","7","7","8","7","9","7","8","7","6","8","8","10","7","4","Yes"
"2020/01/12 9:58:06 PM GMT+1","8","10","8","7","8","7","7","10","5","10","8","7","9","8","10","8","5","Yes"
"2020/01/12 9:59:20 PM GMT+1","7","7","8","8","7","8","8","9","8","9","8","7","7","10","10","9","3","Yes"
"2020/01/12 10:01:34 PM GMT+1","8","8","7","7","7","8","7","9","7","9","7","7","8","9","9","9","3","Yes"
"2020/01/12 10:02:05 PM GMT+1","8","9","7","7","7","8","8","10","8","10","8","7","8","8","10","8","3","Yes"
"2020/01/12 10:02:15 PM GMT+1","8","9","8","8","7","7","7","9","5","10","8","6","8","9","10","8","3","Yes"
"2020/01/12 10:04:03 PM GMT+1","7","8","7","6","9","8","6","9","8","9","7","6","8","8","10","9","4","Yes"
"2020/01/12 10:05:40 PM GMT+1","7","8","7","7","7","6","6","9","6","6","7","5","8","9","10","9","3","Yes"
"2020/01/12 10:08:35 PM GMT+1","9","8","8","9","9","8","8","9","7","9","8","7","10","9","9","8","4","Yes"
"2020/01/12 10:09:24 PM GMT+1","7","8","8","8","7","7","7","9","7","8","8","","","9","10","10","5","Yes"
"2020/01/12 10:09:56 PM GMT+1","7","8","7","7","7","9","7","9","8","9","7","6","7","9","10","7","2","Yes"
"2020/01/12 10:11:00 PM GMT+1","8","7","8","7","9","8","7","9","7","8","8","8","9","8","9","9","5","Yes"
"2020/01/12 10:11:09 PM GMT+1","8","8","8","8","7","7","7","8","6","9","7","6","8","8","8","8","4","Yes"
"2020/01/12 10:11:15 PM GMT+1","7","8","7","7","7","8","7","9","7","9","7","5","7","9","9","9","3","Yes"
"2020/01/12 10:11:19 PM GMT+1","7","7","6","6","7","7","7","9","6","8","8","","","9","9","9","4","Yes"
"2020/01/12 10:11:29 PM GMT+1","10","7","7","8","8","8","10","10","7","10","7","","","9","10","10","4","Yes"
"2020/01/12 10:14:02 PM GMT+1","7","8","7","7","7","7","7","8","6","7","7","6","7","8","9","9","3","Yes"
"2020/01/12 10:14:32 PM GMT+1","7","9","8","8","9","10","8","9","9","9","9","7","8","9","10","10","5","Yes"
"2020/01/12 10:17:14 PM GMT+1","7","8","8","8","8","6","7","9","7","8","8","","","8","10","7","1","Yes"
"2020/01/12 10:18:46 PM GMT+1","9","8","8","8","8","8","8","9","7","9","7","7","8","8","9","8","4","Yes"
"2020/01/12 10:28:18 PM GMT+1","7","8","6","9","9","5","7","10","8","9","9","5","8","7","10","8","4","Yes"
"2020/01/12 10:29:38 PM GMT+1","8","7","7","7","6","8","8","10","8","9","6","","9","9","10","7","2","Yes"
"2020/01/12 10:31:06 PM GMT+1","7","8","7","7","6","7","6","9","6","8","7","10","10","8","10","8","5","Yes"
"2020/01/12 10:32:49 PM GMT+1","7","7","7","7","8","8","7","9","7","10","7","6","8","10","10","9","4","Yes"
"2020/01/12 10:38:39 PM GMT+1","7","8","7","7","8","7","7","9","8","9","8","6","8","10","10","9","5","Yes"
"2020/01/12 10:40:04 PM GMT+1","8","8","8","9","8","9","9","9","9","9","8","8","8","8","7","8","5","Yes"
"2020/01/12 10:45:39 PM GMT+1","7","7","6","7","7","8","7","8","6","9","7","6","7","8","8","7","4","Yes"
"2020/01/12 10:49:16 PM GMT+1","8","8","8","8","8","8","8","10","7","8","8","6","8","9","9","8","1","Yes"
"2020/01/12 10:51:14 PM GMT+1","8","8","8","8","8","8","8","9","7","9","7","6","8","8","10","8","3","Yes"
"2020/01/12 10:52:02 PM GMT+1","7","8","7","7","8","7","7","9","7","8","8","6","7","8","9","8","3","Yes"
"2020/01/12 10:54:00 PM GMT+1","10","9","8","8","9","8","7","9","7","10","6","8","9","9","10","9","3","Yes"
"2020/01/12 10:54:22 PM GMT+1","7","7","8","8","7","8","7","9","7","9","8","6","8","9","10","9","5","Yes"
"2020/01/12 11:01:55 PM GMT+1","10","7","8","8","8","8","8","10","7","10","9","7","9","9","9","10","3","Yes"
"2020/01/12 11:03:47 PM GMT+1","7","8","7","7","7","8","6","9","7","8","8","7","8","10","10","10","2","Yes"
"2020/01/12 11:06:35 PM GMT+1","6","7","6","7","6","6","7","9","7","6","7","","","8","9","8","5","Yes"
"2020/01/12 11:10:05 PM GMT+1","7","7","7","7","7","8","10","8","7","10","8","6","7","8","10","7","2","No"
"2020/01/12 11:10:13 PM GMT+1","7","6","6","6","6","6","6","8","6","8","8","","8","9","10","8","2","Yes"
"2020/01/12 11:10:26 PM GMT+1","6","8","7","6","6","5","6","9","5","9","7","","8","10","10","9","2","Yes"
"2020/01/12 11:11:54 PM GMT+1","8","9","8","7","8","7","8","10","7","9","7","7","8","9","10","9","1","No"
"2020/01/12 11:12:48 PM GMT+1","7","8","8","7","8","9","8","10","8","8","8","7","8","9","9","8","3","Yes"
"2020/01/12 11:13:16 PM GMT+1","8","8","7","7","7","7","7","9","7","9","8","6","7","9","10","9","2","Yes"
"2020/01/12 11:15:18 PM GMT+1","7","8","7","7","7","8","10","9","7","9","8","","7","8","8","8","3","Yes"
"2020/01/12 11:15:30 PM GMT+1","6","7","6","6","6","7","7","9","7","8","8","6","7","8","9","8","4","Yes"
"2020/01/12 11:15:33 PM GMT+1","7","8","7","7","7","7","7","9","7","9","8","7","8","8","10","9","4","Yes"
"2020/01/12 11:17:05 PM GMT+1","8","9","8","8","8","9","8","10","7","10","9","6","8","10","8","9","5","Yes"
"2020/01/12 11:17:13 PM GMT+1","7","8","8","7","8","8","8","9","8","8","9","8","8","9","10","10","7","Yes"
"2020/01/12 11:17:24 PM GMT+1","8","9","8","6","8","8","8","9","8","10","9","8","8","8","9","8","3","No"
"2020/01/12 11:18:01 PM GMT+1","7","8","7","7","7","7","7","9","6","9","9","6","7","8","9","8","2","Yes"
"2020/01/12 11:23:18 PM GMT+1","3","4","4","4","6","6","4","8","6","9","8","7","7","8","10","9","1","Yes"
"2020/01/12 11:24:25 PM GMT+1","7","9","8","8","8","8","9","9","7","9","8","","8","9","9","9","2","Yes"
"2020/01/12 11:24:58 PM GMT+1","6","7","6","6","6","8","7","8","6","9","7","","7","7","10","7","5","Yes"
"2020/01/12 11:25:03 PM GMT+1","8","8","7","7","7","8","8","9","8","8","7","","9","9","10","10","3","Yes"
"2020/01/12 11:25:06 PM GMT+1","7","7","7","6","7","8","6","9","7","9","8","","","9","9","7","1","Yes"
"2020/01/12 11:25:58 PM GMT+1","8","9","7","7","7","8","7","9","8","9","9","6","7","9","10","10","2","Yes"
"2020/01/12 11:27:54 PM GMT+1","8","8","8","8","8","9","8","10","8","10","8","8","9","9","9","9","5","Yes"
"2020/01/12 11:28:47 PM GMT+1","8","8","7","8","8","9","7","9","8","8","9","7","9","9","10","8","6","Yes"
"2020/01/12 11:30:03 PM GMT+1","7","8","7","6","7","7","7","8","6","8","7","6","7","7","8","7","3","Yes"
"2020/01/12 11:30:45 PM GMT+1","9","10","9","8","8","9","9","10","7","10","8","8","10","10","10","10","6","Yes"
"2020/01/12 11:31:19 PM GMT+1","10","10","9","8","9","10","8","10","8","9","9","7","10","9","10","10","2","Yes"
"2020/01/12 11:32:41 PM GMT+1","6","8","7","7","7","7","7","10","7","8","8","6","7","9","9","10","1","Yes"
"2020/01/12 11:32:48 PM GMT+1","8","8","9","9","8","9","9","9","7","9","9","6","9","9","10","9","5","Yes"
"2020/01/12 11:33:08 PM GMT+1","8","8","7","7","6","8","9","9","8","9","8","","7","8","10","8","1","Yes"
"2020/01/12 11:34:25 PM GMT+1","7","8","7","8","8","8","7","10","6","8","7","","","8","10","10","3","Yes"
"2020/01/12 11:36:04 PM GMT+1","8","6","8","8","7","8","8","9","7","10","9","7","9","9","10","10","4","Yes"
"2020/01/12 11:39:15 PM GMT+1","7","8","7","7","7","9","7","10","8","9","9","6","9","9","10","10","5","No"
"2020/01/12 11:39:45 PM GMT+1","7","9","7","7","7","8","7","9","7","9","8","6","7","9","9","9","2","No"
"2020/01/12 11:40:04 PM GMT+1","9","7","7","7","6","7","6","9","6","9","7","7","9","8","9","9","4","Yes"
"2020/01/12 11:40:09 PM GMT+1","7","8","7","7","8","6","5","9","7","8","8","7","8","10","10","7","5","Yes"
"2020/01/12 11:42:23 PM GMT+1","7","8","7","7","7","8","7","9","7","8","8","5","7","8","9","8","1","Yes"
"2020/01/12 11:42:43 PM GMT+1","8","7","7","7","6","8","6","9","6","9","8","6","8","8","9","7","4","Yes"
"2020/01/12 11:43:55 PM GMT+1","6","7","7","7","7","8","8","9","7","9","8","6","7","8","9","9","3","Yes"
"2020/01/12 11:47:49 PM GMT+1","7","8","5","5","6","8","8","8","6","7","7","5","6","7","7","5","1","No"
"2020/01/12 11:54:33 PM GMT+1","7","8","7","7","7","7","7","8","6","8","7","6","7","8","9","7","3","Yes"
"2020/01/12 11:54:49 PM GMT+1","9","8","8","8","9","10","9","10","8","10","9","7","10","10","10","8","3","Yes"
"2020/01/12 11:58:05 PM GMT+1","7","7","7","7","7","8","8","9","7","8","8","6","8","8","9","10","2","Yes"
"2020/01/12 11:58:11 PM GMT+1","8","9","7","7","8","8","7","9","8","8","8","7","9","9","10","10","4","Yes"
"2020/01/12 11:59:31 PM GMT+1","8","9","7","8","7","8","8","10","7","9","9","6","9","9","10","8","2","Yes"
"2020/01/13 12:01:14 AM GMT+1","6","7","6","7","6","7","6","9","7","9","7","9","6","8","9","7","3","Yes"
"2020/01/13 12:07:00 AM GMT+1","8","9","7","7","7","8","7","9","8","10","9","6","9","9","10","10","4","Yes"
"2020/01/13 12:07:13 AM GMT+1","7","8","7","7","7","7","7","8","7","8","8","6","7","9","9","8","2","Yes"
"2020/01/13 12:11:00 AM GMT+1","6","7","6","7","6","7","6","8","6","7","7","","","8","8","8","4","Yes"
"2020/01/13 12:13:08 AM GMT+1","7","9","7","7","7","8","8","9","7","10","7","5","8","9","10","8","2","Yes"
"2020/01/13 12:18:52 AM GMT+1","7","8","7","7","7","7","7","8","7","9","7","6","7","9","10","9","4","Yes"
"2020/01/13 12:20:52 AM GMT+1","8","8","8","8","8","8","8","10","8","9","9","6","9","9","10","10","3","Yes"
"2020/01/13 12:27:22 AM GMT+1","8","9","7","7","7","6","7","9","7","9","7","","","8","9","7","4","Yes"
"2020/01/13 12:35:40 AM GMT+1","8","8","7","7","6","7","7","9","8","8","7","6","7","8","8","8","1","Yes"
"2020/01/13 12:38:08 AM GMT+1","7","8","7","7","7","8","8","9","8","8","8","6","7","8","10","8","3","Yes"
"2020/01/13 12:39:17 AM GMT+1","8","8","8","8","9","8","8","10","8","9","9","7","9","9","9","9","7","Yes"
"2020/01/13 12:43:33 AM GMT+1","5","7","5","5","5","6","5","9","4","8","7","","8","7","8","7","3","Yes"
"2020/01/13 12:46:35 AM GMT+1","6","7","7","7","6","7","6","8","7","9","7","6","8","8","9","7","2","Yes"
"2020/01/13 12:52:49 AM GMT+1","8","8","7","9","7","8","8","9","7","9","8","6","8","9","10","9","5","Yes"
"2020/01/13 12:55:52 AM GMT+1","8","9","8","7","7","9","9","9","7","9","8","","","8","10","8","3","Yes"
"2020/01/13 1:02:29 AM GMT+1","7","8","7","7","8","7","7","9","7","9","8","7","9","9","9","9","3","Yes"
"2020/01/13 1:03:27 AM GMT+1","7","9","7","7","7","7","8","8","7","9","7","5","7","9","9","8","2","Yes"
"2020/01/13 1:05:51 AM GMT+1","6","7","6","6","6","6","7","8","7","8","7","","","8","9","8","4","Yes"
"2020/01/13 1:08:40 AM GMT+1","8","9","8","8","8","9","8","9","7","10","9","7","9","10","10","10","3","Yes"
"2020/01/13 1:10:51 AM GMT+1","8","8","8","7","7","5","6","9","7","9","7","","8","9","10","9","2","Yes"
"2020/01/13 1:11:11 AM GMT+1","6","7","6","7","6","7","7","8","6","8","7","","","8","7","7","4","Yes"
"2020/01/13 1:11:13 AM GMT+1","8","8","7","7","7","8","7","10","6","8","9","6","8","8","10","8","7","Yes"
"2020/01/13 1:13:58 AM GMT+1","7","8","6","6","7","7","8","8","6","9","7","","8","8","10","7","2","Yes"
"2020/01/13 1:16:16 AM GMT+1","7","8","8","7","6","9","8","10","7","9","8","7","7","9","10","10","3","Yes"
"2020/01/13 1:17:38 AM GMT+1","7","8","8","7","7","7","7","8","6","9","8","6","8","9","10","9","4","Yes"
"2020/01/13 1:22:55 AM GMT+1","7","8","7","7","6","7","7","9","6","7","8","6","8","9","10","9","3","Yes"
"2020/01/13 1:25:19 AM GMT+1","7","8","6","6","6","7","7","10","6","8","7","5","10","9","9","10","4","Yes"
"2020/01/13 1:26:24 AM GMT+1","7","8","7","7","7","7","7","9","8","8","8","","7","8","10","8","3","Yes"
"2020/01/13 1:29:33 AM GMT+1","7","8","7","7","8","8","8","9","7","9","7","7","7","8","10","9","4","Yes"
"2020/01/13 1:30:16 AM GMT+1","8","9","7","8","7","8","8","10","7","10","8","5","8","9","9","10","2","Yes"
"2020/01/13 1:31:56 AM GMT+1","7","8","6","6","7","9","6","8","6","8","7","5","7","7","8","5","2","Yes"
"2020/01/13 1:33:40 AM GMT+1","7","8","7","6","8","8","7","8","7","9","6","6","7","8","8","8","5","Yes"
"2020/01/13 1:34:12 AM GMT+1","8","8","8","8","8","8","7","9","8","9","9","7","8","9","10","9","6","Yes"
"2020/01/13 1:34:54 AM GMT+1","7","8","7","7","7","8","7","9","6","9","7","6","7","8","9","9","6","Yes"
"2020/01/13 1:36:34 AM GMT+1","7","8","8","8","8","8","8","9","7","9","8","","","7","8","8","4",""
"2020/01/13 1:38:32 AM GMT+1","7","8","7","7","7","7","7","9","7","9","7","6","8","9","8","8","3","Yes"
"2020/01/13 1:39:20 AM GMT+1","8","9","8","8","7","8","7","9","7","10","8","8","9","9","10","9","6","Yes"
"2020/01/13 1:40:34 AM GMT+1","6","8","7","7","7","7","7","8","6","8","7","","","7","7","7","4","Yes"
"2020/01/13 1:42:44 AM GMT+1","6","7","7","7","7","8","6","8","7","8","7","6","7","8","8","10","2","No"
"2020/01/13 1:43:23 AM GMT+1","6","8","7","7","7","8","8","9","7","8","7","6","7","8","10","10","2","Yes"
"2020/01/13 1:45:54 AM GMT+1","9","9","8","8","8","8","8","10","7","8","7","","8","10","10","8","3","Yes"
"2020/01/13 1:49:24 AM GMT+1","8","4","6","6","7","7","7","9","7","8","8","6","8","8","8","8","4","Yes"
"2020/01/13 1:52:29 AM GMT+1","8","9","8","8","9","9","7","9","6","9","8","","9","8","9","8","5","Yes"
"2020/01/13 1:53:15 AM GMT+1","8","9","7","7","7","8","8","9","7","9","9","7","8","10","10","8","2","Yes"
"2020/01/13 1:57:26 AM GMT+1","8","8","7","7","7","8","7","9","7","9","8","6","8","8","10","8","3","Yes"
"2020/01/13 2:19:33 AM GMT+1","7","9","5","5","5","7","4","9","4","10","8","5","8","10","10","10","1","Yes"
"2020/01/13 2:22:06 AM GMT+1","8","7","8","8","8","7","8","9","8","10","8","7","7","9","10","10","4","Yes"
"2020/01/13 2:27:01 AM GMT+1","7","9","7","8","7","8","8","8","6","9","8","","10","9","9","7","3","Yes"
"2020/01/13 2:44:57 AM GMT+1","7","8","8","8","8","9","8","10","9","9","8","","","9","10","8","6","Yes"
"2020/01/13 2:46:19 AM GMT+1","7","8","7","7","7","7","8","9","7","8","8","7","8","8","8","8","6","Yes"
"2020/01/13 2:47:08 AM GMT+1","7","7","7","7","7","7","7","9","7","8","7","6","8","8","9","8","2","Yes"
"2020/01/13 2:54:01 AM GMT+1","7","6","7","7","7","7","6","7","6","8","7","6","7","7","8","6","3","Yes"
"2020/01/13 2:59:05 AM GMT+1","8","8","7","7","7","8","8","9","8","9","7","","8","9","10","8","3","Yes"
"2020/01/13 3:02:30 AM GMT+1","10","7","7","6","7","7","6","8","7","8","7","7","8","8","8","10","2","Yes"
"2020/01/13 3:02:51 AM GMT+1","9","6","7","6","6","7","6","8","7","9","5","10","10","9","10","10","7","No"
"2020/01/13 3:03:42 AM GMT+1","9","9","7","7","7","8","7","9","7","8","8","6","7","8","9","8","4","Yes"
"2020/01/13 3:08:02 AM GMT+1","7","6","8","7","8","7","6","8","4","8","7","","7","8","9","7","3","Yes"
"2020/01/13 3:13:51 AM GMT+1","7","7","7","7","7","8","7","9","7","8","8","7","7","8","9","8","5","Yes"
"2020/01/13 3:18:09 AM GMT+1","7","7","6","6","7","8","7","9","6","9","8","6","7","9","8","10","4","Yes"
"2020/01/13 3:21:44 AM GMT+1","8","9","8","8","8","9","7","9","8","10","8","","","8","8","8","3","Yes"
"2020/01/13 3:31:29 AM GMT+1","4","6","6","6","5","6","5","9","6","9","7","","9","8","10","8","3","Yes"
"2020/01/13 3:33:40 AM GMT+1","7","8","7","7","7","7","8","9","7","9","8","6","7","8","10","7","2","Yes"
"2020/01/13 3:34:55 AM GMT+1","7","6","7","7","6","8","6","8","7","9","6","7","7","7","8","8","5","Yes"
"2020/01/13 3:35:34 AM GMT+1","8","8","7","8","9","8","7","9","7","8","8","","8","8","10","9","6","Yes"
"2020/01/13 3:36:23 AM GMT+1","7","8","7","7","7","7","7","9","7","9","8","","8","9","10","8","3","Yes"
"2020/01/13 3:40:21 AM GMT+1","10","8","8","7","9","9","7","10","7","9","9","8","10","10","10","9","3","Yes"
"2020/01/13 3:40:44 AM GMT+1","8","8","7","7","7","8","7","9","7","9","8","6","8","9","9","8","5","No"
"2020/01/13 3:42:25 AM GMT+1","7","9","8","8","7","8","9","10","7","10","8","7","10","9","10","8","2","Yes"
"2020/01/13 3:42:34 AM GMT+1","8","8","8","8","8","8","8","8","7","9","8","7","8","9","10","8","3","Yes"
"2020/01/13 3:43:17 AM GMT+1","7","8","8","6","7","8","8","9","7","9","6","6","8","9","9","8","3","Yes"
"2020/01/13 3:49:13 AM GMT+1","7","7","7","8","7","7","7","9","8","10","7","6","7","9","9","8","4","Yes"
"2020/01/13 3:51:52 AM GMT+1","7","7","7","7","8","9","7","9","7","8","8","","","9","10","9","5","Yes"
"2020/01/13 3:52:42 AM GMT+1","7","8","7","6","6","7","6","8","6","8","7","5","5","8","9","7","3","Yes"
"2020/01/13 3:55:05 AM GMT+1","7","7","7","6","6","7","6","8","6","7","7","6","8","7","8","7","5","Yes"
"2020/01/13 3:58:43 AM GMT+1","7","8","7","8","8","8","7","9","6","9","7","8","9","10","10","9","5","Yes"
"2020/01/13 4:01:32 AM GMT+1","8","8","8","8","8","8","7","9","7","9","7","7","8","8","8","7","4","Yes"
"2020/01/13 4:04:03 AM GMT+1","8","8","8","8","7","9","8","9","7","10","8","7","7","8","8","9","6","Yes"
"2020/01/13 4:12:03 AM GMT+1","8","8","7","7","9","9","9","10","7","8","7","5","8","9","10","10","3","No"
