"Timestamp","De Gea","Shaw","Maguire","Lindelof","Wan Bissaka","Fred","McTominay","Rashford","Bruno Fernandes","Daniel James","Martial","Pogba (optional)","Greenwood (optional)","Team Performance","Final Result","Ole","Spurs","Did the ref do a good job?"
"2020/06/21 7:17:31 PM GMT+2","1","5","5","4","1","1","4","2","6","1","6","10","8","2","6","5","3","No"
"2020/06/21 7:17:52 PM GMT+2","3","6","5","6","7","7","7","5","7","6","3","8","7","5","4","7","5","No"
"2020/06/21 7:18:06 PM GMT+2","5","6","4","7","7","8","7","4","8","6","7","9","7","6","6","7","5","No"
"2020/06/21 7:18:13 PM GMT+2","5","5","5","5","6","5","6","5","7","4","4","8","7","5","4","6","5","No"
"2020/06/21 7:18:33 PM GMT+2","5","5","6","7","8","6","7","6","8","5","5","9","9","6","6","7","7","No"
"2020/06/21 7:19:24 PM GMT+2","4","5","5","5","6","7","7","4","8","4","5","8","6","6","5","6","5","Yes"
"2020/06/21 7:19:57 PM GMT+2","2","10","1","1","3","1","1","1","9","1","4","10","10","3","1","1","1","Yes"
"2020/06/21 7:20:04 PM GMT+2","5","6","4","7","6","5","7","6","7","5","5","8","7","6","3","7","5","Yes"
"2020/06/21 7:20:22 PM GMT+2","4","8","8","7","7","7","7","5","6","4","6","7","8","7","4","5","4","No"
"2020/06/21 7:20:24 PM GMT+2","5","5","5","5","4","5","5","5","7","4","6","9","8","7","5","7","6","No"
"2020/06/21 7:20:44 PM GMT+2","4","5","6","6","6","6","5","5","7","4","5","9","7","6","5","5","5","No"
"2020/06/21 7:20:57 PM GMT+2","4","6","5","5","5","6","6","6","9","4","5","9","9","6","4","6","5","No"
"2020/06/21 7:22:03 PM GMT+2","5","6","7","8","7","7","7","8","8","5","6","9","8","7","6","10","4","No"
"2020/06/21 7:22:32 PM GMT+2","6","7","5","7","6","6","8","7","10","6","7","9","8","7","6","7","6","Yes"
"2020/06/21 7:22:39 PM GMT+2","4","6","6","5","5","5","6","5","8","4","6","8","7","5","5","7","3","No"
"2020/06/21 7:22:53 PM GMT+2","5","5","6","7","6","5","6","6","8","5","7","8","7","8","3","8","7","No"
"2020/06/21 7:22:58 PM GMT+2","4","6","5","6","5","5","5","6","7","4","5","9","7","6","6","7","6","No"
"2020/06/21 7:23:22 PM GMT+2","3","4","3","6","6","6","5","6","7","5","6","7","6","7","5","7","4","Yes"
"2020/06/21 7:23:36 PM GMT+2","5","6","5","6","5","5","7","6","7","5","5","9","7","6","6","7","4","No"
"2020/06/21 7:24:16 PM GMT+2","4","6","4","5","5","5","6","6","7","5","7","10","8","6","6","6","3","No"
"2020/06/21 7:24:25 PM GMT+2","5","6","6","5","5","6","6","6","9","5","5","9","7","5","1","6","1","No"
"2020/06/21 7:25:44 PM GMT+2","6","5","5","7","7","6","7","6","8","3","5","7","7","7","6","6","4","No"
"2020/06/21 7:26:18 PM GMT+2","4","8","5","6","6","6","7","6","6","5","6","8","6","7","6","6","5","No"
"2020/06/21 7:28:46 PM GMT+2","6","7","6","6","6","7","6","6","7","6","6","7","7","7","6","7","6","No"
"2020/06/21 7:28:51 PM GMT+2","5","5","5","6","6","6","6","6","7","5","5","8","8","7","5","7","4","No"
"2020/06/21 7:28:52 PM GMT+2","7","7","5","6","6","5","6","6","9","6","6","8","7","7","6","7","6","No"
"2020/06/21 7:29:13 PM GMT+2","4","5","4","6","6","6","7","3","8","2","3","9","8","6","6","6","5","No"
"2020/06/21 7:29:18 PM GMT+2","4","5","4","5","6","5","5","6","6","5","4","6","6","5","5","5","4","No"
"2020/06/21 7:29:41 PM GMT+2","5","6","5","7","8","6","6","6","8","5","5","8","6","7","6","7","6","No"
"2020/06/21 7:29:43 PM GMT+2","5","6","6","6","7","6","6","6","8","5","5","9","7","7","6","8","6","Yes"
"2020/06/21 7:30:05 PM GMT+2","5","5","5","5","6","6","8","7","8","5","5","8","7","6","3","6","2","No"
"2020/06/21 7:30:20 PM GMT+2","6","6","5","7","7","7","8","7","8","5","5","8","7","7","6","6","5","No"
"2020/06/21 7:32:01 PM GMT+2","6","7","6","6","6","6","5","5","8","5","5","8","8","7","7","8","8","No"
"2020/06/21 7:32:10 PM GMT+2","7","8","7","7","8","8","7","8","10","7","7","10","10","7","3","9","5","No"
"2020/06/21 7:32:48 PM GMT+2","3","5","3","5","5","5","7","5","8","4","4","9","8","7","7","6","6","No"
"2020/06/21 7:32:55 PM GMT+2","4","6","5","5","7","6","7","6","8","5","6","8","7","6","5","7","7","No"
"2020/06/21 7:33:48 PM GMT+2","4","5","5","5","6","4","5","5","7","3","4","8","6","4","4","3","7","No"
"2020/06/21 7:34:30 PM GMT+2","3","5","3","6","5","5","6","3","7","3","5","8","7","6","6","5","7","No"
"2020/06/21 7:36:55 PM GMT+2","6","7","6","7","7","5","7","6","8","5","4","8","8","6","6","6","5","Yes"
"2020/06/21 7:37:28 PM GMT+2","1","5","4","5","6","7","6","2","8","5","2","8","7","5","6","5","3","No"
"2020/06/21 7:39:04 PM GMT+2","4","5","5","6","6","7","7","5","8","4","6","8","6","7","7","7","6","No"
"2020/06/21 7:43:06 PM GMT+2","4","5","4","5","6","6","5","6","8","3","3","8","8","6","6","5","5","Yes"
"2020/06/21 7:43:41 PM GMT+2","7","4","6","6","8","3","5","9","9","7","7","10","","8","8","10","9","Yes"
"2020/06/21 7:45:15 PM GMT+2","5","6","6","6","5","5","6","5","7","5","5","8","7","5","7","5","5","No"
"2020/06/21 7:46:00 PM GMT+2","4","8","4","6","7","7","6","6","8","4","6","9","8","6","3","6","5","No"
"2020/06/21 7:46:08 PM GMT+2","4","5","5","5","6","5","6","4","8","5","6","8","7","6","6","6","5","No"
"2020/06/21 7:46:15 PM GMT+2","4","4","4","6","7","5","5","6","8","4","5","8","8","7","4","5","7","Yes"
"2020/06/21 7:49:21 PM GMT+2","5","7","6","6","6","7","7","6","7","4","5","8","7","7","6","8","6","No"
"2020/06/21 7:52:41 PM GMT+2","5","6","7","6","8","6","6","6","8","5","7","9","8","6","6","6","6","No"
"2020/06/21 7:52:53 PM GMT+2","3","2","4","4","3","5","5","5","6","3","5","8","7","5","4","6","7","No"
"2020/06/21 7:52:55 PM GMT+2","4","5","5","6","6","6","7","5","7","4","5","8","7","6","6","5","7","No"
"2020/06/21 7:53:30 PM GMT+2","4","5","5","6","6","6","6","6","7","5","6","9","7","6","5","6","5","Yes"
"2020/06/21 7:54:56 PM GMT+2","4","6","5","6","6","6","4","7","8","5","6","9","8","7","5","5","4","Yes"
"2020/06/21 7:54:57 PM GMT+2","6","5","5","4","4","5","6","6","8","4","3","9","10","6","7","5","8","No"
"2020/06/21 7:55:15 PM GMT+2","3","2","5","5","6","5","6","6","9","5","5","10","9","8","7","9","8","No"
"2020/06/21 7:56:49 PM GMT+2","3","5","3","5","6","6","7","8","9","6","6","9","9","6","4","7","4","No"
"2020/06/21 7:57:45 PM GMT+2","3","5","5","5","5","5","5","5","6","4","5","7","7","6","8","6","6","No"
"2020/06/21 7:59:25 PM GMT+2","5","5","5","6","6","6","6","6","7","5","6","8","7","5","5","5","7","No"
"2020/06/21 7:59:26 PM GMT+2","5","6","6","6","6","7","7","7","8","6","6","8","7","7","7","7","6","No"
"2020/06/21 8:01:00 PM GMT+2","3","5","4","6","6","6","5","6","8","7","7","8","7","8","6","8","6","No"
"2020/06/21 8:01:21 PM GMT+2","4","6","5","5","5","6","6","4","7","3","5","9","8","7","6","7","6",""
"2020/06/21 8:03:30 PM GMT+2","6","6","6","7","7","6","7","6","8","6","7","8","8","7","7","8","7","No"
"2020/06/21 8:04:08 PM GMT+2","6","6","6","6","6","6","6","7","8","6","5","7","6","7","5","8","5","No"
"2020/06/21 8:04:10 PM GMT+2","6","8","6","7","7","6","6","5","8","6","6","8","8","7","7","8","7","No"
"2020/06/21 8:05:42 PM GMT+2","5","6","5","6","7","6","7","7","8","6","6","8","7","7","5","8","5","No"
"2020/06/21 8:05:53 PM GMT+2","6","7","6","5","6","6","6","6","7","6","6","9","8","6","6","6","5","No"
"2020/06/21 8:07:37 PM GMT+2","5","6","6","6","7","7","7","7","7","7","6","8","7","6","6","6","6","No"
"2020/06/21 8:09:36 PM GMT+2","4","6","5","6","6","5","6","5","8","4","5","8","6","6","5","7","6","No"
"2020/06/21 8:09:47 PM GMT+2","4","6","5","5","5","5","5","5","7","5","6","7","6","5","4","6","4","No"
"2020/06/21 8:10:00 PM GMT+2","4","6","4","5","6","6","8","6","8","5","6","8","7","6","5","7","5","No"
"2020/06/21 8:10:05 PM GMT+2","6","6","5","5","7","6","7","7","6","3","5","7","7","7","7","6","5","No"
"2020/06/21 8:10:06 PM GMT+2","5","6","6","6","6","6","6","6","8","3","6","9","7","7","4","5","5","No"
"2020/06/21 8:10:08 PM GMT+2","3","7","6","7","6","6","6","5","8","5","4","10","7","6","4","5","4","No"
"2020/06/21 8:10:09 PM GMT+2","4","5","4","5","6","6","6","6","7","5","3","7","","5","5","5","5","No"
"2020/06/21 8:12:11 PM GMT+2","4","6","4","5","6","5","6","5","7","4","5","7","6","6","5","7","6","Yes"
"2020/06/21 8:13:01 PM GMT+2","3","6","2","5","5","4","6","6","8","4","5","9","7","6","6","9","5","No"
"2020/06/21 8:13:24 PM GMT+2","4","6","5","4","8","8","5","6","9","4","5","9","8","7","7","8","7","No"
"2020/06/21 8:14:08 PM GMT+2","4","5","5","5","6","6","6","6","7","5","6","8","7","6","6","7","6","No"
"2020/06/21 8:14:48 PM GMT+2","4","6","5","7","6","7","6","4","7","4","5","9","8","6","5","6","5","No"
"2020/06/21 8:15:28 PM GMT+2","4","5","5","5","5","4","6","6","8","3","3","8","7","6","6","8","4","No"
"2020/06/21 8:18:11 PM GMT+2","4","5","4","4","5","5","5","6","7","5","5","8","7","7","4","7","4","No"
"2020/06/21 8:18:22 PM GMT+2","5","4","3","6","7","4","6","5","8","5","7","9","7","6","5","6","4","No"
"2020/06/21 8:18:29 PM GMT+2","5","5","6","6","6","6","6","6","7","5","5","7","6","6","7","6","6","No"
"2020/06/21 8:19:44 PM GMT+2","4","7","6","8","7","7","8","8","9","6","7","9","8","6","5","6","6","Yes"
"2020/06/21 8:19:58 PM GMT+2","5","5","6","7","5","5","5","4","7","4","5","8","7","6","6","7","5","No"
"2020/06/21 8:22:48 PM GMT+2","4","5","4","6","5","6","6","5","7","4","5","8","7","6","6","4","6","No"
"2020/06/21 8:23:07 PM GMT+2","3","6","5","5","4","5","5","4","7","2","3","8","6","5","3","5","5","No"
"2020/06/21 8:23:35 PM GMT+2","8","5","6","8","6","8","8","7","9","5","7","10","9","8","6","6","4","No"
"2020/06/21 8:26:40 PM GMT+2","4","5","4","4","5","6","7","5","7","5","5","9","7","6","5","5","7","No"
"2020/06/21 8:26:42 PM GMT+2","5","4","6","6","8","6","7","6","8","4","5","8","7","7","6","6","4","No"
"2020/06/21 8:26:56 PM GMT+2","7","6","7","6","8","7","9","8","10","7","7","9","9","7","5","7","4","No"
"2020/06/21 8:28:11 PM GMT+2","6","7","6","7","7","7","6","8","8","7","6","9","9","7","6","8","6","No"
"2020/06/21 8:28:14 PM GMT+2","6","7","6","6","7","6","8","6","9","7","6","9","8","8","6","7","8","Yes"
"2020/06/21 8:29:03 PM GMT+2","5","2","5","5","6","6","7","6","8","2","3","8","7","6","5","8","4","No"
"2020/06/21 8:31:40 PM GMT+2","5","6","5","6","7","6","6","7","8","6","4","7","7","6","7","7","8","Yes"
"2020/06/21 8:31:59 PM GMT+2","5","6","5","6","6","5","5","6","7","5","5","8","7","6","6","7","5","No"
"2020/06/21 8:32:26 PM GMT+2","3","4","4","5","7","6","6","6","8","5","6","8","7","6","4","5","6","No"
"2020/06/21 8:32:55 PM GMT+2","4","6","6","6","6","6","7","4","8","6","2","9","8","6","4","8","1","No"
"2020/06/21 8:33:27 PM GMT+2","4","5","5","5","6","5","6","6","8","5","5","7","7","6","6","6","5","No"
"2020/06/21 8:33:35 PM GMT+2","5","7","6","7","7","7","7","8","8","7","6","9","9","7","6","6","4","No"
"2020/06/21 8:34:53 PM GMT+2","6","3","5","6","7","7","7","7","8","6","5","8","7","7","6","6","4","No"
"2020/06/21 8:35:04 PM GMT+2","5","3","6","6","6","5","6","5","7","2","4","8","7","6","4","7","7","No"
"2020/06/21 8:35:12 PM GMT+2","5","6","5","7","6","5","5","6","8","3","5","9","8","9","5","8","6","No"
"2020/06/21 8:38:04 PM GMT+2","4","6","6","7","7","5","6","6","7","5","5","8","8","6","5","6","6","No"
"2020/06/21 8:39:14 PM GMT+2","4","5","5","5","5","5","5","5","7","4","4","8","","7","5","5","4","No"
"2020/06/21 8:40:07 PM GMT+2","7","7","6","8","7","7","7","2","8","6","7","9","9","7","4","9","6","No"
"2020/06/21 8:41:12 PM GMT+2","4","4","3","4","5","6","6","4","7","4","6","10","6","7","6","6","3","No"
"2020/06/21 8:41:17 PM GMT+2","7","6","5","6","6","6","7","7","7","5","6","8","7","7","7","7","5","No"
"2020/06/21 8:41:32 PM GMT+2","3","4","5","6","6","5","5","6","8","5","4","8","7","6","6","6","5","No"
"2020/06/21 8:42:55 PM GMT+2","4","5","6","6","5","5","5","5","8","5","6","7","7","7","6","7","6","No"
"2020/06/21 8:44:39 PM GMT+2","5","5","4","5","6","5","6","7","8","5","6","8","7","7","6","6","5","No"
"2020/06/21 8:45:49 PM GMT+2","3","4","6","5","4","3","6","4","6","3","4","7","6","5","5","5","2","No"
"2020/06/21 8:45:59 PM GMT+2","5","6","6","6","6","5","5","6","7","4","5","9","6","6","7","7","5","No"
"2020/06/21 8:46:12 PM GMT+2","5","7","3","5","5","7","7","6","7","4","4","8","7","5","3","7","6","Yes"
"2020/06/21 8:47:08 PM GMT+2","4","6","5","5","5","6","7","5","6","4","4","8","6","6","4","6","4","No"
"2020/06/21 8:48:25 PM GMT+2","4","6","4","6","7","5","7","5","8","5","5","9","8","4","4","4","4","No"
"2020/06/21 8:50:02 PM GMT+2","4","5","3","5","6","6","6","5","7","4","4","10","7","6","4","7","9","No"
"2020/06/21 8:50:56 PM GMT+2","6","7","7","7","8","8","8","9","10","7","7","9","9","7","7","7","8","No"
"2020/06/21 8:53:03 PM GMT+2","4","6","5","5","6","5","6","6","8","4","5","8","7","6","9","6","5","No"
"2020/06/21 8:57:41 PM GMT+2","4","5","4","7","6","6","6","3","7","2","3","9","7","5","4","6","6","Yes"
"2020/06/21 8:58:17 PM GMT+2","6","7","6","6","7","6","6","6","10","6","6","10","7","6","10","5","7","No"
"2020/06/21 8:59:18 PM GMT+2","5","6","6","7","7","6","8","6","9","6","6","9","7","7","6","7","5","No"
"2020/06/21 9:01:32 PM GMT+2","5","6","5","6","7","6","6","7","8","7","6","9","7","6","6","5","6","No"
"2020/06/21 9:01:38 PM GMT+2","4","5","5","5","6","5","6","5","7","4","5","8","6","6","4","6","4","No"
"2020/06/21 9:02:04 PM GMT+2","5","6","4","5","6","4","6","6","7","6","7","9","8","6","4","6","3","No"
"2020/06/21 9:04:21 PM GMT+2","5","8","5","6","5","4","5","4","6","4","3","9","8","6","6","6","5","No"
"2020/06/21 9:04:59 PM GMT+2","4","6","5","6","6","4","4","5","7","2","3","9","7","7","6","7","7","No"
"2020/06/21 9:06:03 PM GMT+2","2","5","3","7","7","7","7","5","7","6","4","8","7","6","6","8","5","No"
"2020/06/21 9:08:01 PM GMT+2","3","5","3","6","5","5","6","6","6","5","4","8","7","5","4","4","4","No"
"2020/06/21 9:09:19 PM GMT+2","4","8","3","7","7","6","7","9","9","8","6","9","7","6","7","9","7","No"
"2020/06/21 9:09:55 PM GMT+2","5","7","6","8","8","7","7","7","7","7","7","10","9","6","8","10","7","No"
"2020/06/21 9:11:18 PM GMT+2","3","7","5","6","6","5","5","4","7","4","4","8","7","6","2","8","6","No"
"2020/06/21 9:11:55 PM GMT+2","6","7","8","6","7","7","7","6","8","6","6","7","6","7","4","5","7","No"
"2020/06/21 9:11:59 PM GMT+2","4","7","5","5","6","5","5","5","7","4","5","10","8","7","2","6","4","No"
"2020/06/21 9:13:00 PM GMT+2","4","6","5","6","7","5","6","6","8","4","5","8","7","6","5","6","3","No"
"2020/06/21 9:13:09 PM GMT+2","4","5","6","5","6","5","6","6","7","4","2","8","6","6","2","3","6","Yes"
"2020/06/21 9:15:18 PM GMT+2","4","5","4","5","5","3","6","5","8","4","3","8","7","6","5","7","6","No"
"2020/06/21 9:15:28 PM GMT+2","3","4","3","5","5","5","6","6","7","4","4","7","6","6","4","7","7","No"
"2020/06/21 9:17:01 PM GMT+2","3","4","5","5","5","3","4","5","6","3","2","7","7","5","5","4","6","No"
"2020/06/21 9:22:55 PM GMT+2","6","7","6","6","6","6","7","6","8","5","6","9","7","7","6","7","6","No"
"2020/06/21 9:22:59 PM GMT+2","4","6","4","6","6","5","6","6","7","4","5","8","7","6","4","6","4","No"
"2020/06/21 9:25:21 PM GMT+2","4","4","5","5","4","6","5","4","7","5","5","8","6","6","6","8","2","No"
"2020/06/21 9:28:13 PM GMT+2","4","6","5","5","6","5","5","5","7","4","5","8","7","5","4","5","2","No"
"2020/06/21 9:28:39 PM GMT+2","6","7","6","6","7","6","7","7","8","6","7","8","8","7","2","6","5","No"
"2020/06/21 9:30:57 PM GMT+2","4","4","5","7","6","7","7","7","7","4","3","7","7","7","4","8","5","No"
"2020/06/21 9:31:13 PM GMT+2","4","7","7","6","7","5","6","6","8","5","6","9","7","7","6","8","7","No"
"2020/06/21 9:31:59 PM GMT+2","6","7","7","8","8","7","7","7","9","7","7","10","9","8","7","7","6","No"
"2020/06/21 9:32:08 PM GMT+2","5","6","5","6","6","6","6","6","7","5","6","8","7","7","5","5","4","No"
"2020/06/21 9:32:16 PM GMT+2","6","6","6","6","6","6","6","5","8","5","6","9","7","6","6","7","5","No"
"2020/06/21 9:32:58 PM GMT+2","5","6","5","6","5","5","5","5","8","5","6","7","7","5","6","7","8","No"
"2020/06/21 9:34:08 PM GMT+2","5","6","5","5","7","6","7","5","8","4","4","8","9","7","6","8","7","No"
"2020/06/21 9:34:26 PM GMT+2","6","5","5","7","5","4","4","4","7","4","4","9","9","5","8","10","6","No"
"2020/06/21 9:34:34 PM GMT+2","5","6","5","7","6","6","6","7","8","5","6","7","7","7","6","7","5","No"
"2020/06/21 9:36:49 PM GMT+2","6","7","6","7","7","7","6","6","8","5","5","8","8","7","6","7","5","No"
"2020/06/21 9:39:22 PM GMT+2","3","3","4","5","6","5","5","4","7","3","4","9","8","6","4","8","1","Yes"
"2020/06/21 9:39:41 PM GMT+2","3","5","4","6","5","5","6","2","8","5","7","10","8","6","8","4","8","Yes"
"2020/06/21 9:40:29 PM GMT+2","3","5","5","5","6","6","5","6","7","4","5","8","8","6","7","7","7","Yes"
"2020/06/21 9:43:04 PM GMT+2","3","5","5","5","5","4","5","5","6","3","5","8","7","5","4","5","4","No"
"2020/06/21 9:45:04 PM GMT+2","5","7","6","6","6","6","7","5","8","5","6","8","7","6","6","6","5","No"
"2020/06/21 9:46:41 PM GMT+2","5","4","4","4","6","6","6","6","7","5","4","8","7","6","6","6","7","No"
"2020/06/21 9:46:51 PM GMT+2","6","6","6","6","6","6","6","6","7","5","5","8","7","6","5","6","7","Yes"
"2020/06/21 9:49:36 PM GMT+2","5","6","4","5","6","4","7","6","8","3","4","8","7","5","4","5","5","No"
"2020/06/21 9:51:09 PM GMT+2","5","7","4","6","5","4","6","5","8","4","5","8","7","6","4","6","5","No"
"2020/06/21 9:52:36 PM GMT+2","6","6","6","7","7","6","6","6","7","6","6","9","8","7","5","7","5","No"
"2020/06/21 9:54:59 PM GMT+2","4","4","4","5","5","6","7","6","7","4","6","8","7","6","3","6","5","Yes"
"2020/06/21 9:55:12 PM GMT+2","5","7","5","5","6","7","6","6","9","5","7","9","9","7","3","8","5","Yes"
"2020/06/21 9:57:14 PM GMT+2","4","8","2","6","5","5","6","5","8","4","4","10","7","8","3","8","2","No"
"2020/06/21 9:58:47 PM GMT+2","6","7","6","7","7","7","7","7","8","6","7","8","7","7","7","6","5","No"
"2020/06/21 10:00:14 PM GMT+2","5","6","5","6","6","5","5","4","7","4","6","8","8","5","5","4","3","No"
"2020/06/21 10:00:32 PM GMT+2","4","6","4","6","6","7","7","5","7","5","6","7","","6","5","6","6","No"
"2020/06/21 10:05:03 PM GMT+2","4","6","6","5","8","7","7","8","9","6","5","9","9","8","7","10","5","No"
"2020/06/21 10:05:08 PM GMT+2","6","6","6","7","7","7","7","7","9","6","6","8","8","8","6","8","5","Yes"
"2020/06/21 10:05:53 PM GMT+2","6","6","4","6","7","7","7","8","8","6","7","9","8","8","4","8","7","No"
"2020/06/21 10:11:52 PM GMT+2","3","5","4","4","5","5","6","5","7","4","5","9","8","7","6","6","6","No"
"2020/06/21 10:17:56 PM GMT+2","3","3","3","5","4","4","6","5","7","4","4","8","8","6","6","6","4","No"
"2020/06/21 10:18:32 PM GMT+2","3","5","5","4","7","6","6","6","8","5","5","8","","6","4","6","6","No"
"2020/06/21 10:20:05 PM GMT+2","4","7","4","5","6","6","6","5","8","4","4","7","7","6","3","6","6","No"
"2020/06/21 10:25:22 PM GMT+2","4","6","4","5","7","5","6","7","7","6","6","8","7","6","3","8","5","No"
"2020/06/21 10:25:24 PM GMT+2","5","6","4","5","6","5","5","5","7","4","4","7","6","4","6","6","7","No"
"2020/06/21 10:25:40 PM GMT+2","2","6","3","5","5","4","4","4","6","4","5","8","6","5","2","6","6","No"
"2020/06/21 10:25:53 PM GMT+2","2","4","2","5","5","5","5","5","8","5","6","8","7","6","5","8","3","No"
"2020/06/21 10:28:01 PM GMT+2","5","6","5","6","7","5","7","7","7","5","7","8","","8","6","7","6","Yes"
"2020/06/21 10:28:47 PM GMT+2","4","4","4","4","6","6","5","6","7","5","5","7","6","5","6","5","6","No"
"2020/06/21 10:29:47 PM GMT+2","5","4","2","6","7","6","7","6","9","8","7","8","7","6","7","6","7","Yes"
"2020/06/21 10:30:15 PM GMT+2","4","6","4","5","6","6","6","6","7","5","5","7","7","5","6","7","5","No"
"2020/06/21 10:32:59 PM GMT+2","2","4","4","5","6","4","7","6","8","4","5","10","9","5","2","5","5","No"
"2020/06/21 10:33:12 PM GMT+2","4","6","4","6","6","5","6","6","7","4","5","7","6","5","6","4","3","Yes"
"2020/06/21 10:33:41 PM GMT+2","7","5","5","6","6","6","7","7","7","4","5","8","8","7","4","7","6","No"
"2020/06/21 10:43:45 PM GMT+2","5","1","1","8","8","5","5","1","8","1","5","10","8","5","5","1","1","Yes"
"2020/06/21 10:44:02 PM GMT+2","4","7","5","6","6","6","6","6","6","5","6","8","8","6","6","5","3","No"
"2020/06/21 10:49:45 PM GMT+2","8","8","8","8","8","8","8","8","9","8","9","10","10","8","8","9","1","Yes"
"2020/06/21 10:52:05 PM GMT+2","6","7","5","6","6","6","7","6","7","4","4","8","6","6","5","6","6","Yes"
"2020/06/21 10:52:46 PM GMT+2","4","6","4","6","6","6","6","5","7","5","5","9","8","7","6","7","6","No"
"2020/06/21 10:53:18 PM GMT+2","4","6","4","6","6","6","6","6","7","5","6","8","7","5","6","7","8","No"
"2020/06/21 10:53:19 PM GMT+2","7","6","6","7","5","5","5","6","8","6","6","9","8","7","6","4","7","No"
"2020/06/21 10:55:40 PM GMT+2","4","5","5","6","5","5","5","6","7","4","5","9","6","5","4","7","6","No"
"2020/06/21 10:56:56 PM GMT+2","5","6","5","5","5","4","5","6","7","6","5","7","5","6","5","8","5","No"
"2020/06/21 10:57:43 PM GMT+2","2","5","4","4","6","6","4","5","8","4","4","8","6","6","4","8","7","Yes"
"2020/06/21 10:57:58 PM GMT+2","6","8","5","8","7","7","8","7","10","6","7","9","9","7","7","6","7","No"
"2020/06/21 10:59:24 PM GMT+2","7","4","6","6","7","5","5","6","7","4","4","8","7","6","5","5","7","Yes"
"2020/06/21 11:01:32 PM GMT+2","4","5","5","5","5","4","5","7","7","4","6","8","7","5","4","5","4","No"
"2020/06/21 11:02:00 PM GMT+2","3","6","3","5","5","5","5","6","7","5","6","8","7","6","7","7","5","No"
"2020/06/21 11:03:38 PM GMT+2","5","6","5","6","7","6","6","6","8","5","7","8","7","7","5","7","7","No"
"2020/06/21 11:08:42 PM GMT+2","5","6","6","7","7","3","7","6","8","6","4","7","6","6","3","9","5","No"
"2020/06/21 11:08:57 PM GMT+2","5","7","6","6","6","4","6","6","7","4","5","9","7","6","5","6","4","No"
"2020/06/21 11:10:48 PM GMT+2","2","6","4","5","6","6","6","4","7","4","6","6","7","6","7","7","4","No"
"2020/06/21 11:11:56 PM GMT+2","5","7","6","7","7","7","8","7","8","5","7","10","8","8","5","7","6","No"
"2020/06/21 11:15:46 PM GMT+2","3","5","6","6","7","5","5","5","7","3","4","9","9","6","6","7","5","No"
"2020/06/21 11:19:03 PM GMT+2","6","5","6","8","8","7","7","6","9","7","6","9","8","7","9","9","9","No"
"2020/06/21 11:20:47 PM GMT+2","5","4","4","5","5","5","5","6","7","5","5","7","6","6","4","5","4",""
"2020/06/21 11:21:20 PM GMT+2","6","7","6","6","5","7","7","7","7","6","8","8","8","7","5","6","8","Yes"
"2020/06/21 11:22:44 PM GMT+2","6","5","5","6","6","6","7","7","8","6","7","7","7","6","6","7","6","No"
"2020/06/21 11:25:31 PM GMT+2","5","4","5","5","6","6","6","5","7","5","6","8","6","6","6","6","4","Yes"
"2020/06/21 11:25:56 PM GMT+2","4","5","4","4","6","5","6","5","6","4","5","9","7","6","7","7","5","No"
"2020/06/21 11:26:46 PM GMT+2","5","7","6","7","6","7","7","6","8","5","6","9","8","6","8","7","6","Yes"
"2020/06/21 11:29:40 PM GMT+2","5","6","5","5","6","5","6","7","8","4","6","8","7","6","5","8","6","No"
"2020/06/21 11:30:39 PM GMT+2","4","5","4","6","6","6","6","4","8","5","5","9","8","6","4","5","5","No"
"2020/06/21 11:31:14 PM GMT+2","5","6","5","5","5","5","6","5","7","5","5","8","7","7","5","7","3","No"
"2020/06/21 11:38:59 PM GMT+2","4","5","5","5","6","5","5","5","7","5","6","8","6","5","5","6","4","No"
"2020/06/21 11:39:09 PM GMT+2","6","7","7","6","7","7","8","7","8","7","7","8","9","7","3","9","8","No"
"2020/06/21 11:42:14 PM GMT+2","6","7","6","6","7","7","7","6","8","5","5","9","7","7","5","7","6","No"
"2020/06/21 11:46:11 PM GMT+2","5","7","6","7","7","7","7","7","8","7","6","9","8","7","5","8","5","No"
"2020/06/21 11:48:29 PM GMT+2","5","6","5","5","5","5","6","6","7","4","4","8","7","6","6","5","4","No"
"2020/06/21 11:49:21 PM GMT+2","5","5","5","6","6","6","6","5","7","4","6","9","8","6","4","5","5","No"
"2020/06/21 11:49:43 PM GMT+2","4","7","4","6","5","5","5","6","7","4","4","8","7","6","6","6","5","No"
"2020/06/21 11:49:53 PM GMT+2","3","5","5","5","7","6","7","7","9","5","6","9","9","6","1","5","5","No"
"2020/06/21 11:51:36 PM GMT+2","6","7","4","5","7","5","4","4","6","1","5","8","7","6","4","3","4","No"
"2020/06/21 11:52:00 PM GMT+2","1","7","7","7","7","6","8","5","7","6","5","9","7","7","6","6","1","No"
"2020/06/21 11:54:20 PM GMT+2","5","7","4","6","6","5","3","6","7","3","4","10","8","7","8","7","2","No"
"2020/06/21 11:54:36 PM GMT+2","4","5","5","6","6","6","6","7","7","6","6","7","6","6","5","7","4","Yes"
"2020/06/21 11:57:49 PM GMT+2","5","7","8","7","7","6","7","8","9","7","5","9","8","6","5","7","4","No"
"2020/06/21 11:59:51 PM GMT+2","5","4","6","5","6","6","6","6","7","5","6","7","7","6","7","7","5","No"
"2020/06/22 12:02:04 AM GMT+2","6","7","6","6","7","6","6","7","8","5","5","8","7","7","5","7","4","No"
"2020/06/22 12:02:22 AM GMT+2","4","7","5","4","6","6","5","6","8","4","5","8","8","6","5","6","5","Yes"
