"Timestamp","De Gea","Shaw","Maguire","Lindelof","Wan-Bissaka","Pogba","Matic","Bruno","Rashford","Greenwood","Martial","Fred","Williams (you are free not to vote)","Team Performance","Final Result","Ole","Southampton","Did the ref do a good job?"
"2020/07/14 9:44:00 PM GMT+2","6","6","5","5","5","6","6","7","7","5","8","5","5","5","3","5","8","No"
"2020/07/14 9:44:06 PM GMT+2","7","8","6","9","7","6","7","6","8","6","8","7","","6","3","6","2","No"
"2020/07/14 9:44:49 PM GMT+2","6","7","5","5","4","5","6","6","6","5","8","5","","5","4","6","8","No"
"2020/07/14 9:45:50 PM GMT+2","6","8","5","7","5","4","5","5","8","4","9","5","6","5","5","6","8","No"
"2020/07/14 9:48:56 PM GMT+2","6","7","6","8","7","6","7","7","7","6","9","","6","7","3","6","8","No"
"2020/07/14 9:49:48 PM GMT+2","6","6","5","7","4","4","6","5","7","6","9","6","","5","2","4","6","No"
"2020/07/14 9:50:05 PM GMT+2","7","7","5","6","6","4","5","5","6","4","8","5","","3","3","3","7","No"
"2020/07/14 9:50:31 PM GMT+2","7","7","6","7","6","4","5","6","6","5","7","5","","6","1","5","5","No"
"2020/07/14 9:50:35 PM GMT+2","7","7","7","9","7","6","6","7","8","7","9","6","7","8","3","7","8",""
"2020/07/14 9:52:43 PM GMT+2","6","5","4","6","4","5","5","4","7","5","8","5","","5","3","4","8","No"
"2020/07/14 9:55:14 PM GMT+2","6","7","6","8","5","7","6","7","8","5","9","5","6","6","6","7","10","No"
"2020/07/14 9:55:50 PM GMT+2","7","8","6","8","6","5","6","6","8","6","9","6","6","5","4","4","7","No"
"2020/07/14 9:56:06 PM GMT+2","6","7","5","7","6","5","6","6","8","6","8","5","6","6","4","4","8","No"
"2020/07/14 9:56:19 PM GMT+2","6","6","5","7","4","5","5","6","6","4","9","5","5","6","5","6","8","No"
"2020/07/14 9:56:21 PM GMT+2","7","7","6","6","7","6","6","7","7","6","6","5","6","6","1","7","6","No"
"2020/07/14 9:57:04 PM GMT+2","5","7","4","5","4","4","4","5","7","5","8","5","6","4","3","5","6","No"
"2020/07/14 9:59:01 PM GMT+2","6","8","5","6","5","5","5","6","7","5","9","6","7","5","7","5","8","No"
"2020/07/14 9:59:17 PM GMT+2","6","6","5","5","5","4","5","6","7","4","7","4","5","7","6","5","7","No"
"2020/07/14 10:00:36 PM GMT+2","7","8","7","8","7","6","7","5","8","5","9","7","6","7","6","6","8","No"
"2020/07/14 10:02:02 PM GMT+2","5","7","5","6","6","4","5","6","7","5","7","6","","6","5","6","7","No"
"2020/07/14 10:02:27 PM GMT+2","8","8","5","6","5","5","7","6","7","6","9","5","6","5","1","3","7","No"
"2020/07/14 10:02:28 PM GMT+2","7","7","6","8","5","5","5","5","6","5","9","3","","5","1","8","9","Yes"
"2020/07/14 10:03:21 PM GMT+2","7","9","5","8","5","6","7","6","7","6","8","6","","6","5","7","7","No"
"2020/07/14 10:04:00 PM GMT+2","6","6","5","5","6","4","4","6","7","5","8","5","","5","2","4","9","No"
"2020/07/14 10:04:14 PM GMT+2","6","5","6","7","5","5","7","4","5","5","6","6","","4","5","3","5","No"
"2020/07/14 10:04:27 PM GMT+2","7","8","6","7","5","6","6","7","7","6","9","","","6","5","6","8","No"
"2020/07/14 10:04:48 PM GMT+2","4","7","3","6","6","2","3","7","7","5","8","5","","4","2","1","1","No"
"2020/07/14 10:05:08 PM GMT+2","6","7","6","8","7","4","5","7","8","5","8","6","6","5","5","6","8","No"
"2020/07/14 10:06:21 PM GMT+2","7","8","6","7","5","5","6","5","7","5","9","5","","6","4","4","7","No"
"2020/07/14 10:08:22 PM GMT+2","6","7","6","8","7","7","7","6","8","6","8","6","","7","4","6","7","No"
"2020/07/14 10:09:27 PM GMT+2","6","7","5","5","5","4","5","5","6","4","8","5","","4","4","5","8","No"
"2020/07/14 10:10:09 PM GMT+2","6","9","7","9","8","7","7","7","8","7","9","7","","7","4","4","8","No"
"2020/07/14 10:12:51 PM GMT+2","7","6","5","7","5","4","6","6","6","5","7","6","","5","3","3","7","No"
"2020/07/14 10:13:11 PM GMT+2","7","7","5","6","6","4","5","5","7","5","8","5","7","4","4","5","8","No"
"2020/07/14 10:13:49 PM GMT+2","6","6","6","7","5","3","6","2","8","5","10","3","","5","2","8","10","No"
"2020/07/14 10:14:34 PM GMT+2","8","8","5","9","4","3","7","7","8","6","10","6","","6","4","3","9","No"
"2020/07/14 10:16:29 PM GMT+2","7","8","4","5","5","7","7","8","8","7","9","5","","7","2","7","8","No"
"2020/07/14 10:17:38 PM GMT+2","7","7","6","7","4","5","6","3","7","3","10","5","7","6","5","6","8","No"
"2020/07/14 10:17:55 PM GMT+2","5","6","4","6","5","5","6","5","6","4","6","","","5","3","5","8","No"
"2020/07/14 10:18:30 PM GMT+2","6","7","5","7","5","3","5","5","6","2","8","7","","5","4","7","8","No"
"2020/07/14 10:19:40 PM GMT+2","7","8","7","8","6","6","7","7","8","6","8","6","8","7","5","7","7","No"
"2020/07/14 10:20:03 PM GMT+2","10","10","7","9","5","6","9","9","10","7","10","7","","7","6","8","10","No"
"2020/07/14 10:20:06 PM GMT+2","7","7","6","7","6","6","7","6","7","5","9","","","6","5","6","8","No"
"2020/07/14 10:20:07 PM GMT+2","7","6","5","5","5","4","8","6","8","6","9","4","3","4","1","3","6","No"
"2020/07/14 10:20:12 PM GMT+2","7","8","5","7","5","5","6","6","8","6","9","5","","6","4","6","8","Yes"
"2020/07/14 10:20:21 PM GMT+2","6","7","4","8","3","4","4","4","6","6","9","7","","4","4","2","7","No"
"2020/07/14 10:21:38 PM GMT+2","5","6","5","6","4","4","5","6","7","4","7","5","6","4","3","5","7","No"
"2020/07/14 10:22:01 PM GMT+2","6","7","5","5","6","6","6","6","7","6","7","6","","6","6","6","8","No"
"2020/07/14 10:23:40 PM GMT+2","5","7","6","6","5","6","6","6","7","6","8","6","6","6","5","7","8","No"
"2020/07/14 10:26:49 PM GMT+2","6","7","5","5","6","6","6","6","7","6","8","5","","5","3","5","7",""
"2020/07/14 10:29:42 PM GMT+2","7","9","7","9","6","6","7","6","9","6","9","6","7","7","6","8","6","No"
"2020/07/14 10:30:25 PM GMT+2","7","8","6","6","6","6","7","6","6","6","8","6","6","6","3","6","6","No"
"2020/07/14 10:32:51 PM GMT+2","6","7","7","8","5","6","5","5","7","5","8","5","","6","6","7","7","No"
"2020/07/14 10:33:44 PM GMT+2","7","7","6","7","6","7","7","5","9","4","10","6","6","7","6","8","6","No"
"2020/07/14 10:36:14 PM GMT+2","7","8","8","10","7","5","5","8","9","7","9","6","9","6","4","8","10","No"
"2020/07/14 10:37:33 PM GMT+2","7","7","6","5","6","5","5","7","7","6","7","6","","5","5","6","9","No"
"2020/07/14 10:37:48 PM GMT+2","7","7","5","5","5","5","7","7","7","6","8","5","","6","4","8","9","No"
"2020/07/14 10:38:22 PM GMT+2","6","6","5","5","5","6","6","6","7","6","9","","","4","3","3","6","No"
"2020/07/14 10:38:35 PM GMT+2","7","8","7","8","6","7","7","6","9","6","9","7","","7","6","7","8","No"
"2020/07/14 10:39:54 PM GMT+2","7","8","6","6","5","6","8","6","7","5","8","5","","6","3","5","9","No"
"2020/07/14 10:42:28 PM GMT+2","6","7","6","4","5","5","6","6","7","5","7","5","8","5","1","5","8","No"
"2020/07/14 10:43:16 PM GMT+2","5","7","4","7","4","4","5","5","7","4","8","","","3","1","5","7","No"
"2020/07/14 10:43:34 PM GMT+2","6","8","5","6","5","6","6","7","8","6","8","","","5","5","6","9","No"
"2020/07/14 10:45:28 PM GMT+2","5","7","5","8","7","5","6","6","8","6","9","5","10","5","4","6","1","No"
"2020/07/14 10:47:02 PM GMT+2","7","8","6","8","6","7","6","7","8","7","9","","","7","5","8","8","No"
"2020/07/14 10:48:25 PM GMT+2","7","7","6","7","6","6","7","6","9","6","10","6","","7","2","7","7","No"
"2020/07/14 10:48:53 PM GMT+2","5","6","6","7","6","6","5","6","6","5","9","5","5","7","5","8","6","No"
"2020/07/14 10:53:09 PM GMT+2","6","6","2","8","3","5","5","5","7","6","9","5","","5","3","4","8","No"
"2020/07/14 10:53:56 PM GMT+2","5","8","6","8","6","4","7","7","7","7","9","5","","5","4","10","8","No"
"2020/07/14 10:57:51 PM GMT+2","5","6","4","5","4","3","4","5","7","4","8","4","","4","2","4","7","No"
"2020/07/14 11:04:06 PM GMT+2","6","8","5","7","6","4","6","5","6","4","9","5","","4","3","5","8","No"
"2020/07/14 11:06:17 PM GMT+2","7","8","6","6","6","6","7","6","8","6","9","5","","7","6","7","8","Yes"
"2020/07/14 11:06:50 PM GMT+2","7","7","6","7","6","6","5","6","7","6","8","7","7","6","5","7","9","No"
"2020/07/14 11:07:30 PM GMT+2","8","7","7","7","7","7","7","7","8","7","9","","","5","5","8","8","No"
"2020/07/14 11:08:19 PM GMT+2","6","6","7","7","6","5","6","6","7","5","8","6","7","5","3","6","9","No"
"2020/07/14 11:09:14 PM GMT+2","7","7","6","6","6","4","5","6","6","4","7","5","","6","5","7","8","No"
"2020/07/14 11:10:15 PM GMT+2","8","8","4","6","5","4","8","6","8","5","8","5","7","4","4","6","9","No"
"2020/07/14 11:11:51 PM GMT+2","7","7","6","7","6","6","6","5","7","5","8","6","","6","5","7","8","No"
"2020/07/14 11:12:12 PM GMT+2","6","8","5","6","5","5","5","5","6","4","9","4","","5","4","4","9","No"
"2020/07/14 11:13:28 PM GMT+2","8","8","6","10","7","5","6","5","9","5","10","7","6","4","1","7","3","No"
"2020/07/14 11:13:56 PM GMT+2","6","6","4","4","5","5","5","6","7","5","7","6","6","4","3","5","8","No"
"2020/07/14 11:16:02 PM GMT+2","7","7","6","8","5","5","5","5","6","5","8","5","","6","3","6","7","No"
"2020/07/14 11:17:35 PM GMT+2","8","9","8","9","6","6","7","7","8","6","10","6","","6","8","7","9","No"
"2020/07/14 11:17:41 PM GMT+2","8","8","4","8","6","4","4","4","6","3","9","4","","5","1","6","1","No"
"2020/07/14 11:18:10 PM GMT+2","7","6","6","8","5","5","6","7","8","6","9","5","6","4","3","5","7","No"
"2020/07/14 11:19:30 PM GMT+2","6","7","5","6","5","6","5","5","6","5","8","5","","5","1","5","8","Yes"
"2020/07/14 11:20:37 PM GMT+2","7","8","7","9","4","6","7","7","8","4","9","7","5","6","5","9","10","No"
"2020/07/14 11:21:32 PM GMT+2","7","7","6","7","5","7","6","5","8","5","9","5","","6","2","5","7","No"
"2020/07/14 11:21:50 PM GMT+2","7","9","6","8","5","5","6","7","8","5","9","6","","6","3","7","8","No"
"2020/07/14 11:23:07 PM GMT+2","6","7","7","7","6","6","6","7","8","6","8","8","7","6","5","7","7","No"
"2020/07/14 11:23:33 PM GMT+2","7","7","5","7","6","5","5","5","6","5","8","6","","4","2","5","9","No"
"2020/07/14 11:24:57 PM GMT+2","8","7","6","9","6","7","7","6","8","6","10","6","7","7","3","9","1","No"
"2020/07/14 11:25:26 PM GMT+2","5","7","4","6","7","5","7","5","7","5","9","4","","6","3","7","7","No"
"2020/07/14 11:25:28 PM GMT+2","8","8","6","7","5","5","7","6","8","5","9","5","5","6","5","7","8","Yes"
"2020/07/14 11:25:33 PM GMT+2","7","8","7","8","7","7","7","7","8","7","8","6","","6","5","7","7","No"
"2020/07/14 11:26:29 PM GMT+2","6","8","5","6","6","7","6","5","7","4","8","5","","6","1","6","4","No"
"2020/07/14 11:26:30 PM GMT+2","6","6","5","6","4","5","5","5","7","4","8","5","","5","3","6","8","No"
"2020/07/14 11:27:17 PM GMT+2","8","7","5","5","6","4","6","5","8","5","8","4","","5","5","6","3","No"
"2020/07/14 11:28:19 PM GMT+2","6","7","6","7","4","4","5","6","7","5","7","5","5","5","1","6","8","No"
"2020/07/14 11:28:45 PM GMT+2","7","7","7","8","6","6","6","6","7","6","8","6","6","6","4","6","8","No"
"2020/07/14 11:30:09 PM GMT+2","6","6","5","7","4","5","5","5","6","4","8","5","","3","1","7","1","No"
"2020/07/14 11:30:34 PM GMT+2","7","8","5","7","5","6","6","5","8","5","8","6","","5","2","6","9","Yes"
"2020/07/14 11:32:12 PM GMT+2","7","8","5","6","4","5","7","4","6","5","9","5","7","5","3","8","9","No"
"2020/07/14 11:33:35 PM GMT+2","5","6","4","5","5","5","5","5","6","4","7","6","","4","1","4","5","No"
"2020/07/14 11:35:01 PM GMT+2","7","7","2","6","2","5","5","5","8","3","8","2","","4","1","2","8","No"
"2020/07/14 11:35:02 PM GMT+2","6","7","4","7","6","6","6","7","8","6","8","7","","6","5","7","7","No"
"2020/07/14 11:36:35 PM GMT+2","7","7","7","7","6","5","6","5","7","5","8","6","","4","3","5","7","No"
"2020/07/14 11:36:35 PM GMT+2","7","7","6","7","7","6","6","6","7","6","8","6","","6","4","6","2","No"
"2020/07/14 11:36:53 PM GMT+2","6","8","5","4","6","5","5","6","6","6","8","4","5","4","2","4","5","No"
"2020/07/14 11:38:24 PM GMT+2","7","8","6","9","6","7","7","7","8","6","10","6","","7","5","7","7","No"
"2020/07/14 11:39:11 PM GMT+2","5","7","4","6","5","5","6","3","7","5","8","5","","5","3","4","7","No"
"2020/07/14 11:39:43 PM GMT+2","6","7","4","6","5","6","5","5","8","5","9","5","","3","4","6","8","No"
"2020/07/14 11:40:21 PM GMT+2","6","6","5","4","5","5","4","6","7","6","8","5","5","4","1","5","8","No"
"2020/07/14 11:40:51 PM GMT+2","6","7","6","6","6","8","6","7","8","8","9","7","7","7","4","7","8","No"
"2020/07/14 11:41:07 PM GMT+2","7","5","4","6","4","4","4","4","5","4","6","4","4","4","4","4","6","No"
"2020/07/14 11:41:48 PM GMT+2","7","7","5","6","5","5","5","5","9","5","8","5","","5","4","6","8","No"
"2020/07/14 11:42:05 PM GMT+2","5","7","6","7","5","5","6","5","7","5","8","6","6","6","5","6","7","No"
"2020/07/14 11:42:13 PM GMT+2","6","7","6","6","7","7","6","7","8","6","7","6","","6","3","6","6","No"
"2020/07/14 11:45:55 PM GMT+2","6","8","5","7","5","5","6","5","8","5","9","4","","4","3","7","8","No"
"2020/07/14 11:46:13 PM GMT+2","5","7","4","6","5","6","5","7","7","5","8","5","10","5","4","4","7","No"
"2020/07/14 11:48:44 PM GMT+2","7","8","6","7","6","6","7","6","8","6","9","6","","5","4","7","8","Yes"
"2020/07/14 11:49:31 PM GMT+2","7","9","5","5","3","4","4","4","8","6","9","6","7","6","4","6","8","No"
"2020/07/14 11:50:47 PM GMT+2","6","7","5","6","6","5","6","6","7","6","8","6","","5","3","6","7","No"
"2020/07/14 11:50:51 PM GMT+2","7","8","7","6","6","5","7","6","8","4","10","6","","6","4","7","7","No"
"2020/07/14 11:52:41 PM GMT+2","5","7","5","6","4","4","6","4","7","4","8","5","5","5","3","6","3","No"
"2020/07/14 11:55:33 PM GMT+2","7","7","6","7","6","6","7","6","8","6","10","6","","6","1","6","8","No"
"2020/07/14 11:57:09 PM GMT+2","7","7","7","8","6","6","6","6","8","6","8","6","7","6","3","7","9","No"
"2020/07/14 11:58:58 PM GMT+2","7","9","7","9","7","6","6","7","9","6","10","7","7","5","1","5","8","No"
"2020/07/14 11:59:06 PM GMT+2","6","6","6","5","4","6","7","6","8","6","7","","","5","3","5","8","No"
"2020/07/15 12:01:59 AM GMT+2","5","7","4","6","5","5","6","5","6","5","8","6","","6","4","5","8","No"
"2020/07/15 12:03:55 AM GMT+2","6","4","5","7","6","4","5","5","6","4","7","5","","5","1","4","7","No"
"2020/07/15 12:04:38 AM GMT+2","7","9","7","8","6","6","8","7","8","5","9","8","8","8","5","9","9","Yes"
"2020/07/15 12:05:07 AM GMT+2","5","6","5","6","6","3","6","3","5","3","8","5","","4","2","5","1","No"
"2020/07/15 12:06:43 AM GMT+2","7","8","7","7","6","6","6","6","7","7","8","6","9","7","5","7","7","No"
"2020/07/15 12:07:30 AM GMT+2","4","5","4","6","5","4","4","4","5","4","5","4","4","3","2","3","3","No"
"2020/07/15 12:09:20 AM GMT+2","7","7","5","6","5","5","6","6","7","5","6","","","5","4","5","6","No"
"2020/07/15 12:09:48 AM GMT+2","6","7","5","6","5","4","7","6","7","6","8","5","6","6","1","2","5","No"
"2020/07/15 12:12:23 AM GMT+2","7","7","6","7","6","6","6","6","8","6","9","7","7","6","4","6","8","No"
"2020/07/15 12:13:04 AM GMT+2","5","6","5","5","4","5","5","6","7","5","7","5","","5","4","6","7","No"
"2020/07/15 12:13:43 AM GMT+2","5","5","5","5","5","5","5","5","6","5","6","5","6","5","4","5","6","No"
"2020/07/15 12:14:09 AM GMT+2","6","7","6","7","6","7","7","6","8","6","8","5","5","6","1","7","7","No"
"2020/07/15 12:14:51 AM GMT+2","7","7","7","7","6","5","6","3","8","6","9","7","","6","3","7","7","No"
"2020/07/15 12:15:22 AM GMT+2","7","6","6","7","6","5","6","6","7","6","8","5","10","5","4","6","7","No"
"2020/07/15 12:18:22 AM GMT+2","7","8","6","7","5","5","6","5","6","5","6","5","6","5","5","5","2","No"
"2020/07/15 12:20:01 AM GMT+2","6","8","5","6","5","5","6","5","8","6","9","5","","4","4","6","7","No"
"2020/07/15 12:21:12 AM GMT+2","6","6","5","8","6","7","8","6","7","6","9","6","","7","5","6","7","No"
"2020/07/15 12:21:56 AM GMT+2","6","8","6","5","6","4","7","6","7","6","8","6","7","4","2","4","9","No"
"2020/07/15 12:26:06 AM GMT+2","7","7","5","6","5","4","7","6","7","5","9","5","","6","6","6","8","No"
"2020/07/15 12:28:29 AM GMT+2","6","7","7","6","5","5","6","7","7","5","8","5","","5","4","6","8","No"
"2020/07/15 12:30:52 AM GMT+2","6","7","6","7","5","5","6","6","8","5","8","3","","4","5","4","9","No"
"2020/07/15 12:31:42 AM GMT+2","6","7","6","8","7","6","7","6","8","6","9","6","","5","4","6","8","No"
"2020/07/15 12:37:36 AM GMT+2","6","7","5","4","5","4","4","5","5","4","9","5","1","3","2","4","6","No"
"2020/07/15 12:39:24 AM GMT+2","2","2","3","2","2","2","2","2","2","2","2","2","2","1","1","1","1","No"
"2020/07/15 12:39:36 AM GMT+2","7","7","5","8","6","6","6","6","7","5","8","8","","6","2","6","3","No"
"2020/07/15 12:40:20 AM GMT+2","7","6","5","7","6","6","6","6","7","5","9","","7","5","2","4","7","No"
"2020/07/15 12:41:23 AM GMT+2","7","7","5","7","6","6","7","6","7","6","8","6","","5","3","7","9","No"
"2020/07/15 12:42:51 AM GMT+2","6","8","3","8","5","6","6","6","7","6","10","5","","3","4","5","9","No"
"2020/07/15 12:45:13 AM GMT+2","9","9","7","6","5","8","9","8","9","6","9","6","","7","3","7","9","No"
"2020/07/15 12:46:56 AM GMT+2","1","8","7","1","1","5","7","5","7","3","9","1","7","1","1","5","1","No"
"2020/07/15 12:48:48 AM GMT+2","6","6","4","5","3","4","4","5","6","3","8","5","","4","3","5","7","Yes"
"2020/07/15 12:52:45 AM GMT+2","7","9","4","9","6","6","7","7","8","5","8","8","9","8","7","8","8","No"
"2020/07/15 12:53:53 AM GMT+2","7","8","7","9","6","6","6","6","8","6","8","6","7","7","6","8","8","No"
"2020/07/15 12:54:30 AM GMT+2","7","7","6","8","7","7","8","6","9","6","10","6","6","6","4","8","8","No"
"2020/07/15 12:57:50 AM GMT+2","3","1","3","8","5","1","6","6","8","5","1","5","9","4","2","5","10","No"
"2020/07/15 1:01:17 AM GMT+2","8","8","7","8","8","7","8","8","9","7","9","","","8","4","7","9","No"
"2020/07/15 1:03:26 AM GMT+2","4","7","4","6","4","2","4","4","6","4","9","4","6","5","5","5","5","No"
"2020/07/15 1:09:58 AM GMT+2","7","8","7","7","7","6","7","7","8","6","7","7","","6","5","6","8","No"
"2020/07/15 1:13:29 AM GMT+2","7","7","7","7","5","7","7","7","8","7","9","5","","7","1","4","8","No"
"2020/07/15 1:16:48 AM GMT+2","5","5","5","5","5","4","4","5","4","4","4","4","6","4","2","5","6","No"
"2020/07/15 1:21:35 AM GMT+2","7","7","6","5","6","4","5","5","7","6","8","6","","3","2","6","8","No"
"2020/07/15 1:27:12 AM GMT+2","9","8","8","6","6","5","8","7","8","6","9","6","8","7","2","10","9","Yes"
"2020/07/15 1:29:07 AM GMT+2","7","8","7","8","7","5","7","6","8","7","9","7","","6","5","5","8","No"
"2020/07/15 1:33:43 AM GMT+2","6","7","5","9","5","5","5","6","7","6","8","5","","6","4","7","2","No"
"2020/07/15 1:35:32 AM GMT+2","5","8","5","6","3","7","7","6","7","5","9","5","5","5","5","3","6","No"
"2020/07/15 1:36:16 AM GMT+2","8","10","7","8","4","5","8","7","8","5","10","6","","7","2","7","5","No"
"2020/07/15 1:39:06 AM GMT+2","6","6","6","6","5","5","5","5","6","6","8","5","6","5","5","5","7","No"
"2020/07/15 1:42:50 AM GMT+2","6","7","6","7","6","4","7","4","6","5","9","6","","5","3","6","8","No"
"2020/07/15 1:44:23 AM GMT+2","6","7","5","6","5","8","7","6","8","5","10","7","6","4","3","4","8","No"
"2020/07/15 1:49:56 AM GMT+2","7","8","5","7","6","5","5","5","8","6","9","7","7","5","5","8","9","No"
"2020/07/15 1:51:46 AM GMT+2","7","7","5","5","3","6","6","4","7","5","8","3","4","4","3","5","8","No"
"2020/07/15 1:52:05 AM GMT+2","7","7","5","8","6","6","6","6","7","7","8","5","","6","2","5","8","No"
"2020/07/15 1:53:26 AM GMT+2","8","8","5","7","6","7","6","3","5","5","9","6","","5","4","5","9","Yes"
"2020/07/15 1:55:42 AM GMT+2","7","6","6","6","7","6","5","6","7","6","7","5","","6","6","6","7","No"
"2020/07/15 1:56:41 AM GMT+2","3","7","3","8","4","2","3","5","8","3","9","3","","4","3","6","7","No"
"2020/07/15 1:57:49 AM GMT+2","6","8","7","7","6","6","6","7","8","6","8","6","6","7","6","7","7","No"
"2020/07/15 1:59:14 AM GMT+2","5","6","5","7","5","6","6","6","7","5","7","5","5","5","4","4","8","No"
"2020/07/15 2:00:38 AM GMT+2","5","5","5","5","6","4","4","5","6","6","8","5","5","4","3","6","8","Yes"
"2020/07/15 2:00:57 AM GMT+2","7","8","6","6","5","5","5","6","7","5","9","5","8","6","6","6","7","No"
"2020/07/15 2:01:44 AM GMT+2","7","8","7","7","7","6","7","6","7","2","8","","","6","1","6","9","No"
"2020/07/15 2:03:26 AM GMT+2","8","8","6","7","6","7","7","7","8","6","9","5","7","7","3","7","6","No"
"2020/07/15 2:06:02 AM GMT+2","7","7","5","6","7","4","6","5","9","7","9","6","7","6","3","7","8","Yes"
"2020/07/15 2:10:22 AM GMT+2","7","8","6","8","5","7","6","6","7","5","9","5","","7","4","5","6","No"
"2020/07/15 2:10:34 AM GMT+2","6","7","6","8","4","6","6","6","6","5","7","6","","5","5","4","7","No"
"2020/07/15 2:21:05 AM GMT+2","7","7","6","8","6","6","7","7","8","7","9","6","","7","3","7","8","No"
"2020/07/15 2:23:04 AM GMT+2","7","7","3","3","4","5","4","4","8","5","9","5","5","4","1","3","6","Yes"
"2020/07/15 2:24:42 AM GMT+2","7","8","7","8","6","7","8","7","8","6","9","6","8","8","5","8","8","No"
"2020/07/15 2:27:06 AM GMT+2","8","10","8","8","8","6","7","4","8","4","10","5","","6","1","6","10","No"
"2020/07/15 2:37:11 AM GMT+2","6","7","3","6","2","5","4","5","7","4","9","1","5","5","6","5","7","No"
"2020/07/15 2:42:27 AM GMT+2","6","7","4","7","5","6","7","7","8","6","9","7","6","6","1","6","7","No"
"2020/07/15 2:43:49 AM GMT+2","7","8","6","8","3","5","5","5","7","6","8","6","","6","3","7","7","No"
"2020/07/15 3:04:19 AM GMT+2","7","6","6","7","5","5","6","6","7","5","8","5","6","6","3","6","6","No"
"2020/07/15 3:05:33 AM GMT+2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","No"
"2020/07/15 3:09:30 AM GMT+2","7","8","6","7","6","5","6","6","7","5","10","5","","6","3","7","8","No"
"2020/07/15 3:10:41 AM GMT+2","8","8","7","7","7","5","7","7","8","6","8","7","","6","1","5","7","No"
"2020/07/15 3:18:16 AM GMT+2","8","8","5","6","4","4","6","5","7","5","9","4","10","5","4","6","7","No"
"2020/07/15 3:23:11 AM GMT+2","6","6","6","5","5","5","6","5","7","5","8","6","","5","5","6","6","No"
"2020/07/15 3:33:55 AM GMT+2","6","7","6","9","7","6","8","9","8","5","8","7","","6","2","7","6","No"
"2020/07/15 3:41:36 AM GMT+2","7","8","4","5","3","4","4","4","8","4","9","4","","5","3","6","2","No"
"2020/07/15 3:48:56 AM GMT+2","7","8","8","7","7","6","6","10","7","7","8","6","8","6","1","7","8","No"
"2020/07/15 3:49:09 AM GMT+2","8","8","7","7","7","6","7","7","7","6","9","8","7","6","4","6","7","No"
"2020/07/15 4:16:45 AM GMT+2","7","8","6","6","5","6","6","6","5","6","7","5","","6","5","5","7","No"
"2020/07/15 4:39:52 AM GMT+2","6","7","5","5","5","5","5","5","7","5","8","5","","4","3","4","10","No"
"2020/07/15 4:45:25 AM GMT+2","6","8","6","7","5","6","6","6","7","5","8","5","","6","5","6","8","No"
"2020/07/15 4:53:04 AM GMT+2","6","8","6","8","7","7","7","7","7","7","8","6","","7","3","3","9","No"
"2020/07/15 4:56:16 AM GMT+2","6","7","4","6","6","4","5","4","7","5","9","","","4","5","6","6","Yes"
"2020/07/15 5:02:10 AM GMT+2","7","8","6","7","5","7","6","6","7","6","8","6","","6","5","7","7","No"
"2020/07/15 5:05:58 AM GMT+2","5","7","6","6","7","5","7","6","7","5","7","6","","5","5","7","8","No"
"2020/07/15 5:12:43 AM GMT+2","6","7","5","8","6","5","6","6","8","5","7","5","7","4","3","6","7","No"
"2020/07/15 5:22:52 AM GMT+2","7","6","5","7","5","5","6","5","6","5","6","5","5","5","3","5","8","No"
"2020/07/15 5:28:26 AM GMT+2","7","7","8","8","7","6","5","6","8","6","8","6","6","6","3","7","1","No"
"2020/07/15 5:29:53 AM GMT+2","7","7","8","6","9","9","7","6","8","6","8","6","7","7","5","7","8","No"
"2020/07/15 5:30:17 AM GMT+2","7","6","5","10","1","5","8","3","7","4","10","10","6","1","1","1","7","Yes"
"2020/07/15 5:32:59 AM GMT+2","7","8","6","6","6","4","6","5","7","4","9","6","5","5","5","4","7","No"
"2020/07/15 5:38:43 AM GMT+2","6","7","6","6","6","4","6","7","8","7","6","4","6","6","1","6","8","No"
"2020/07/15 5:47:51 AM GMT+2","8","7","7","6","6","6","7","7","7","6","9","6","","6","4","6","1","No"
"2020/07/15 6:01:37 AM GMT+2","3","2","3","10","6","4","6","6","5","6","4","2","4","6","4","10","4","No"
"2020/07/15 6:07:17 AM GMT+2","6","6","7","5","5","7","6","6","6","5","8","5","","5","6","4","7","No"
"2020/07/15 7:04:39 AM GMT+2","7","8","5","6","7","5","6","7","8","6","9","6","7","5","5","6","7","No"
"2020/07/15 7:10:29 AM GMT+2","7","7","6","8","7","6","6","5","6","5","7","6","","5","4","6","7","Yes"
"2020/07/15 7:16:29 AM GMT+2","6","9","3","8","6","6","6","6","7","3","8","7","","6","1","6","8","No"
"2020/07/15 7:28:09 AM GMT+2","6","10","7","10","6","8","8","7","9","7","10","8","","7","4","8","8","No"
"2020/07/15 7:30:09 AM GMT+2","5","6","4","7","4","5","6","6","6","5","8","3","","4","3","4","8","No"
"2020/07/15 7:39:12 AM GMT+2","5","8","2","5","5","7","6","5","9","7","9","","","4","5","7","8",""
"2020/07/15 7:46:16 AM GMT+2","7","8","6","7","5","5","6","5","6","4","9","5","6","6","1","6","8","No"
"2020/07/15 7:56:59 AM GMT+2","7","7","6","9","7","7","7","7","8","7","9","7","6","6","5","7","9","No"
"2020/07/15 8:00:49 AM GMT+2","7","7","6","7","6","7","7","7","8","6","8","6","","7","7","6","7","No"
"2020/07/15 8:01:51 AM GMT+2","7","6","4","4","4","7","6","6","7","5","8","5","","6","4","4","6",""
