"Timestamp","De Gea","Shaw","Maguire","Lindelof","Wan-Bissaka","Pogba","Matic","Rashford","Bruno","Greenwood","Martial","Pereira","McTominay","Williams","Team Performance","Final Result","Ole","Brighton","Did the ref do a good job?"
"2020/07/01 9:08:00 PM GMT+2","6","7","7","7","7","8","9","6","9","8","5","5","6","7","7","7","8","3","Yes"
"2020/07/01 9:08:38 PM GMT+2","7","8","8","6","8","8","9","5","9","9","5","4","6","7","7","8","8","6","Yes"
"2020/07/01 9:08:39 PM GMT+2","8","8","8","8","8","9","9","6","9","9","6","","","","7","8","9","5","Yes"
"2020/07/01 9:09:12 PM GMT+2","6","6","7","6","7","7","8","6","9","8","6","5","6","6","7","7","7","5","Yes"
"2020/07/01 9:09:58 PM GMT+2","7","8","8","9","8","10","10","6","9","10","8","7","7","7","9","10","8","4","Yes"
"2020/07/01 9:10:21 PM GMT+2","7","6","7","6","8","8","8","6","10","9","6","6","6","7","9","10","10","5","Yes"
"2020/07/01 9:10:24 PM GMT+2","8","7","7","7","7","7","8","6","9","8","7","5","5","7","9","10","8","5","Yes"
"2020/07/01 9:12:01 PM GMT+2","8","8","7","7","8","8","9","7","9","9","7","5","6","6","9","9","9","4","Yes"
"2020/07/01 9:14:05 PM GMT+2","7","8","8","7","8","8","9","7","9","9","8","","","","8","8","9","4","Yes"
"2020/07/01 9:21:58 PM GMT+2","8","7","7","6","7","8","9","5","10","10","6","5","7","7","9","9","10","7","Yes"
"2020/07/01 9:22:50 PM GMT+2","8","8","8","7","8","8","9","7","10","10","6","","7","7","9","10","10","4","Yes"
"2020/07/01 9:23:19 PM GMT+2","8","7","7","6","7","7","8","6","8","9","6","7","7","7","7","9","7","6","Yes"
"2020/07/01 9:27:02 PM GMT+2","7","8","7","6","8","8","10","7","9","9","7","","","","9","10","7","4","Yes"
"2020/07/01 9:29:11 PM GMT+2","8","9","8","7","8","8","10","6","9","8","6","5","6","6","9","10","8","2","Yes"
"2020/07/01 9:29:56 PM GMT+2","7","8","8","8","8","8","9","7","9","9","7","5","6","5","7","8","8","5","Yes"
"2020/07/01 9:30:18 PM GMT+2","9","8","10","9","10","9","10","7","10","10","7","5","7","7","10","9","10","6","Yes"
"2020/07/01 9:31:21 PM GMT+2","8","8","9","8","9","9","9","8","9","9","7","4","6","7","8","9","9","3","No"
"2020/07/01 9:31:50 PM GMT+2","8","7","8","7","7","8","8","6","9","9","7","6","6","6","9","9","9","6","Yes"
"2020/07/01 9:32:37 PM GMT+2","7","8","7","7","8","8","8","6","9","9","6","5","6","7","9","10","9","5","Yes"
"2020/07/01 9:34:11 PM GMT+2","7","7","8","7","8","8","8","6","9","9","7","5","5","6","8","8","8","6","Yes"
"2020/07/01 9:34:28 PM GMT+2","7","6","8","7","8","8","8","6","8","9","6","6","6","6","9","10","10","6","Yes"
"2020/07/01 9:35:14 PM GMT+2","7","8","7","7","7","7","8","6","8","9","6","6","6","6","7","8","8","4","Yes"
"2020/07/01 9:35:34 PM GMT+2","8","9","8","8","8","8","10","7","10","9","7","6","6","7","10","10","10","7","Yes"
"2020/07/01 9:36:14 PM GMT+2","8","8","8","7","7","8","7","5","9","10","6","5","6","6","9","9","9","4","Yes"
"2020/07/01 9:36:16 PM GMT+2","8","8","8","8","8","8","9","6","9","8","7","5","6","7","8","10","10","3","Yes"
"2020/07/01 9:37:49 PM GMT+2","8","8","8","8","7","8","9","7","9","9","7","5","6","8","8","9","8","4","Yes"
"2020/07/01 9:37:57 PM GMT+2","7","7","7","7","8","8","9","6","8","8","5","6","","","8","9","8","3","Yes"
"2020/07/01 9:38:39 PM GMT+2","7","7","8","7","7","7","8","6","9","8","6","5","6","7","9","10","9","6","Yes"
"2020/07/01 9:38:45 PM GMT+2","8","8","8","8","8","7","9","6","10","10","7","5","5","6","9","9","9","6","Yes"
"2020/07/01 9:40:23 PM GMT+2","8","7","7","7","8","8","9","7","10","10","8","6","6","7","9","10","10","5","Yes"
"2020/07/01 9:41:46 PM GMT+2","6","7","7","6","6","7","8","6","8","7","5","5","5","6","9","10","8","2","Yes"
"2020/07/01 9:42:48 PM GMT+2","7","9","7","7","8","8","9","6","9","9","7","3","5","7","9","9","9","5","Yes"
"2020/07/01 9:44:26 PM GMT+2","7","7","8","7","8","7","8","6","9","9","6","6","6","7","9","10","8","6","Yes"
"2020/07/01 9:47:18 PM GMT+2","8","8","9","8","8","8","9","8","10","9","7","6","7","7","9","10","10","4","Yes"
"2020/07/01 9:47:26 PM GMT+2","7","6","6","6","6","6","8","6","8","8","6","5","5","5","8","10","8","5","Yes"
"2020/07/01 9:50:00 PM GMT+2","7","7","7","7","8","8","9","7","9","9","7","5","6","6","10","10","8","3","Yes"
"2020/07/01 9:53:50 PM GMT+2","7","8","8","7","7","8","10","7","10","8","7","6","6","6","9","9","8","6","Yes"
"2020/07/01 9:59:18 PM GMT+2","7","7","8","6","9","10","10","6","10","9","5","5","5","5","9","9","10","7","Yes"
"2020/07/01 9:59:47 PM GMT+2","9","9","8","8","8","9","9","6","10","9","6","6","6","7","9","10","10","7","Yes"
"2020/07/01 10:01:34 PM GMT+2","9","8","8","8","9","9","9","7","10","9","7","6","6","7","8","9","8","2","Yes"
"2020/07/01 10:02:01 PM GMT+2","7","7","8","7","7","8","9","7","9","8","6","6","6","6","9","9","9","4","Yes"
"2020/07/01 10:05:44 PM GMT+2","7","7","7","7","7","7","8","6","9","8","7","6","6","6","8","8","8","4","Yes"
"2020/07/01 10:10:45 PM GMT+2","8","8","7","7","8","9","9","6","9","9","8","6","6","7","10","10","9","4","Yes"
"2020/07/01 10:13:36 PM GMT+2","7","7","8","7","8","8","9","6","9","9","7","5","6","7","9","9","9","4","Yes"
"2020/07/01 10:18:40 PM GMT+2","7","8","8","7","8","9","9","7","10","9","6","6","7","7","9","7","9","4","No"
"2020/07/01 10:19:12 PM GMT+2","8","8","8","8","8","8","10","6","10","9","6","5","5","5","9","10","9","4","Yes"
"2020/07/01 10:20:26 PM GMT+2","8","7","8","7","8","8","10","7","10","10","7","5","6","6","10","10","10","4","Yes"
"2020/07/01 10:20:29 PM GMT+2","8","8","8","9","8","9","10","7","9","9","7","6","7","7","8","10","10","5","Yes"
"2020/07/01 10:23:16 PM GMT+2","8","10","9","7","8","9","9","5","10","9","5","4","5","5","9","9","9","5","Yes"
"2020/07/01 10:27:13 PM GMT+2","7","7","8","7","6","8","9","5","8","9","6","6","7","7","8","9","9","5","Yes"
"2020/07/01 10:29:00 PM GMT+2","7","7","7","7","7","8","9","4","9","8","4","5","5","5","8","8","7","4","Yes"
"2020/07/01 10:29:11 PM GMT+2","8","9","8","8","9","8","8","6","10","8","6","6","6","7","8","8","8","6","Yes"
"2020/07/01 10:35:50 PM GMT+2","7","7","8","7","8","8","8","7","9","9","7","5","5","6","10","10","10","5","Yes"
"2020/07/01 10:36:00 PM GMT+2","8","8","8","8","9","9","10","7","10","8","7","5","7","6","9","10","10","6","Yes"
"2020/07/01 10:40:28 PM GMT+2","8","7","8","7","8","9","9","7","10","10","7","6","7","7","9","9","9","6","Yes"
"2020/07/01 10:44:20 PM GMT+2","6","8","7","7","7","7","9","6","9","8","6","5","5","6","8","9","9","6","Yes"
"2020/07/01 10:45:32 PM GMT+2","8","8","8","8","8","8","9","7","9","9","7","6","6","7","9","9","9","4","Yes"
"2020/07/01 10:50:24 PM GMT+2","8","9","9","9","9","9","9","8","10","10","8","5","6","8","10","10","10","4","Yes"
"2020/07/01 10:55:22 PM GMT+2","7","7","8","7","8","9","8","6","10","8","8","6","6","6","8","8","7","4","Yes"
"2020/07/01 10:55:55 PM GMT+2","8","8","9","8","8","8","9","7","9","8","7","7","7","8","8","7","7","6","Yes"
"2020/07/01 10:56:28 PM GMT+2","8","9","8","9","9","9","10","7","10","9","7","","","","9","10","10","4","Yes"
"2020/07/01 10:56:37 PM GMT+2","8","8","9","9","10","9","10","7","10","10","7","6","6","8","9","9","10","8","Yes"
"2020/07/01 11:06:47 PM GMT+2","7","8","7","7","8","9","9","7","10","9","7","6","6","7","9","10","9","3","Yes"
"2020/07/01 11:10:52 PM GMT+2","10","9","9","7","9","8","10","6","9","9","6","4","6","7","9","9","9","4","Yes"
"2020/07/01 11:11:57 PM GMT+2","6","8","8","7","9","8","8","6","10","10","6","5","5","6","9","8","8","4","Yes"
"2020/07/01 11:15:53 PM GMT+2","7","8","8","7","8","9","9","6","10","9","7","6","7","7","9","10","9","4","Yes"
"2020/07/01 11:16:26 PM GMT+2","8","7","7","7","8","8","9","7","9","9","7","7","7","7","9","10","9","6","Yes"
"2020/07/01 11:17:31 PM GMT+2","8","7","7","8","8","9","9","7","9","9","7","6","6","7","8","9","8","5","Yes"
"2020/07/01 11:21:25 PM GMT+2","9","7","8","8","6","10","9","8","10","9","8","2","5","7","9","9","8","4","Yes"
"2020/07/01 11:21:29 PM GMT+2","8","10","8","8","9","8","10","7","10","10","6","5","6","8","9","10","9","4","Yes"
"2020/07/01 11:21:32 PM GMT+2","7","8","7","7","8","8","8","6","10","9","7","3","5","6","9","9","8","5","Yes"
"2020/07/01 11:21:49 PM GMT+2","9","9","9","9","9","10","10","7","10","10","8","7","7","8","9","10","10","6","Yes"
"2020/07/01 11:22:29 PM GMT+2","8","8","8","8","9","8","9","7","9","9","7","5","6","7","9","10","9","5","Yes"
"2020/07/01 11:27:05 PM GMT+2","6","8","7","7","7","8","9","7","9","9","8","6","6","7","9","9","9","4","Yes"
"2020/07/01 11:27:08 PM GMT+2","7","8","8","8","8","8","9","6","9","9","6","6","6","7","9","10","9","6","Yes"
"2020/07/01 11:28:04 PM GMT+2","8","8","8","8","8","9","10","7","10","10","8","5","6","7","9","9","9","6","Yes"
"2020/07/01 11:28:13 PM GMT+2","8","9","9","8","8","9","10","8","10","9","9","7","7","8","9","10","10","3","Yes"
"2020/07/01 11:28:34 PM GMT+2","8","7","8","7","7","7","8","6","8","9","6","5","7","8","8","8","8","5","Yes"
"2020/07/01 11:29:45 PM GMT+2","7","7","7","7","8","8","8","6","9","9","7","7","7","7","10","10","10","6","Yes"
"2020/07/01 11:30:08 PM GMT+2","10","8","8","8","7","9","9","8","10","10","7","","","","9","8","8","6","No"
"2020/07/01 11:30:31 PM GMT+2","8","8","7","7","8","8","8","7","9","8","7","7","7","7","8","9","7","6","Yes"
"2020/07/01 11:31:17 PM GMT+2","8","9","7","8","7","7","9","7","9","9","7","7","7","8","9","9","9","5","Yes"
"2020/07/01 11:31:39 PM GMT+2","9","9","8","8","8","9","10","7","9","9","6","5","7","7","10","10","10","6","Yes"
"2020/07/01 11:31:48 PM GMT+2","7","5","7","6","8","8","8","7","9","9","7","5","5","6","8","9","9","4","Yes"
"2020/07/01 11:35:43 PM GMT+2","7","8","8","7","9","9","10","6","10","8","7","4","5","7","7","7","8","4","Yes"
"2020/07/01 11:36:32 PM GMT+2","8","8","8","7","7","8","8","7","9","9","6","6","7","7","8","10","9","3","Yes"
"2020/07/01 11:36:57 PM GMT+2","7","8","7","8","7","8","9","6","8","9","6","5","5","6","10","10","8","4","Yes"
"2020/07/01 11:37:15 PM GMT+2","7","8","7","8","7","8","9","7","9","8","7","7","6","7","9","9","10","5","Yes"
"2020/07/01 11:37:25 PM GMT+2","8","7","8","8","7","8","10","6","8","10","5","","","","8","10","9","4","Yes"
"2020/07/01 11:39:16 PM GMT+2","7","8","8","7","8","8","10","7","10","9","7","6","6","7","9","10","10","5","Yes"
"2020/07/01 11:41:18 PM GMT+2","7","7","6","6","8","8","9","6","9","10","6","","","7","9","10","8","5","Yes"
"2020/07/01 11:42:18 PM GMT+2","8","8","8","7","9","9","9","6","9","10","6","4","5","6","9","10","8","3","Yes"
"2020/07/01 11:45:49 PM GMT+2","7","8","7","7","8","8","9","6","9","9","8","5","7","7","9","9","9","5","Yes"
"2020/07/01 11:47:37 PM GMT+2","8","8","7","8","8","8","9","7","10","10","7","","","","9","9","10","6","Yes"
"2020/07/01 11:48:11 PM GMT+2","8","7","7","7","8","8","9","8","10","9","8","5","5","5","9","10","10","3","Yes"
"2020/07/01 11:49:05 PM GMT+2","8","7","7","8","9","9","9","7","10","9","7","7","7","8","10","10","10","7","Yes"
"2020/07/01 11:49:15 PM GMT+2","8","8","8","7","9","8","8","7","10","10","6","","","8","9","9","10","5","Yes"
"2020/07/01 11:50:40 PM GMT+2","8","7","8","7","8","8","8","6","9","9","6","5","5","7","8","9","7","5","Yes"
"2020/07/01 11:51:34 PM GMT+2","8","8","8","7","8","8","8","5","10","9","6","6","6","5","9","10","10","4","Yes"
"2020/07/01 11:52:55 PM GMT+2","9","9","8","8","8","9","10","6","10","10","6","7","8","8","10","10","10","5","Yes"
"2020/07/01 11:53:04 PM GMT+2","7","8","8","7","8","8","9","6","9","9","6","5","5","6","9","10","10","4","Yes"
"2020/07/01 11:56:10 PM GMT+2","7","8","8","7","8","8","7","6","10","9","6","6","6","7","8","9","9","5","Yes"
"2020/07/01 11:57:17 PM GMT+2","7","7","7","6","7","7","8","6","7","9","6","5","6","6","8","8","8","5","Yes"
"2020/07/01 11:58:24 PM GMT+2","7","8","8","8","7","8","8","6","9","9","6","6","7","7","8","9","9","5","No"
"2020/07/02 12:00:53 AM GMT+2","8","8","8","7","7","6","9","6","9","10","7","6","6","6","9","10","10","5","Yes"
"2020/07/02 12:01:11 AM GMT+2","8","8","7","7","8","8","9","6","9","9","6","6","6","7","8","8","7","6","Yes"
"2020/07/02 12:02:13 AM GMT+2","7","8","7","7","8","9","8","6","9","8","5","4","5","6","8","9","8","6","Yes"
"2020/07/02 12:05:05 AM GMT+2","8","7","8","8","8","7","8","6","9","8","7","6","6","7","7","9","7","5","Yes"
"2020/07/02 12:06:10 AM GMT+2","8","8","9","8","8","9","9","7","9","9","7","5","6","8","9","10","9","6","Yes"
"2020/07/02 12:06:35 AM GMT+2","7","7","7","6","6","7","8","5","8","8","5","4","5","5","8","8","9","5","Yes"
"2020/07/02 12:07:01 AM GMT+2","7","8","7","7","8","8","8","6","9","8","6","6","6","7","8","10","10","6","Yes"
"2020/07/02 12:12:58 AM GMT+2","7","7","8","7","8","8","9","6","10","8","7","6","6","7","9","9","8","5","Yes"
"2020/07/02 12:12:59 AM GMT+2","8","9","8","7","9","10","10","7","10","9","8","6","7","7","10","10","10","2","Yes"
"2020/07/02 12:15:38 AM GMT+2","7","8","7","7","7","8","9","7","9","8","7","5","5","6","8","9","9","2","Yes"
"2020/07/02 12:17:34 AM GMT+2","8","8","7","6","8","8","9","7","8","8","7","5","6","7","9","9","9","6","Yes"
"2020/07/02 12:17:39 AM GMT+2","9","9","9","9","9","9","9","9","10","10","9","5","8","9","10","10","10","7","Yes"
"2020/07/02 12:18:44 AM GMT+2","9","9","8","8","8","9","10","6","10","10","7","5","6","7","10","10","10","3","No"
"2020/07/02 12:22:15 AM GMT+2","8","8","8","8","9","8","8","8","9","9","8","6","7","7","10","10","10","1","Yes"
"2020/07/02 12:22:39 AM GMT+2","7","6","7","7","7","8","8","6","8","8","6","5","6","6","7","8","8","4","Yes"
"2020/07/02 12:25:24 AM GMT+2","8","7","8","7","8","8","9","7","10","9","7","6","7","7","10","10","10","1","Yes"
"2020/07/02 12:25:57 AM GMT+2","8","7","7","7","8","8","9","6","9","9","6","","","7","8","9","9","6","Yes"
"2020/07/02 12:26:25 AM GMT+2","8","8","9","8","8","8","9","7","9","9","8","5","5","5","9","9","9","7","Yes"
"2020/07/02 12:26:53 AM GMT+2","8","8","8","8","9","10","10","9","10","9","9","","","","10","10","10","4","Yes"
"2020/07/02 12:27:36 AM GMT+2","7","8","7","7","8","9","9","7","10","10","7","6","6","7","8","10","8","5","Yes"
"2020/07/02 12:28:40 AM GMT+2","9","8","10","10","10","10","10","9","10","9","7","7","7","7","10","10","10","5","Yes"
"2020/07/02 12:29:06 AM GMT+2","8","8","7","7","7","8","9","6","9","9","6","6","6","7","8","9","9","5","Yes"
"2020/07/02 12:30:04 AM GMT+2","8","8","7","8","8","9","10","5","10","9","8","4","5","5","8","9","9","5","Yes"
"2020/07/02 12:32:33 AM GMT+2","8","8","8","8","9","8","9","6","8","8","7","5","7","7","10","10","10","6","Yes"
"2020/07/02 12:34:36 AM GMT+2","7","8","8","7","8","8","9","6","9","7","6","7","6","7","9","9","9","4","Yes"
"2020/07/02 12:34:41 AM GMT+2","8","9","9","7","8","9","9","7","10","10","8","6","8","7","10","10","10","1","No"
"2020/07/02 12:38:43 AM GMT+2","8","9","8","8","8","8","9","7","10","10","7","5","6","6","9","9","9","5","Yes"
"2020/07/02 12:38:47 AM GMT+2","7","8","8","7","9","9","10","6","10","9","5","5","5","6","10","10","10","3","Yes"
"2020/07/02 12:42:21 AM GMT+2","9","9","8","8","9","9","9","7","10","9","7","3","6","6","9","10","9","3","Yes"
"2020/07/02 12:42:48 AM GMT+2","8","7","8","7","8","7","8","7","9","9","7","6","6","6","9","8","9","5","Yes"
"2020/07/02 12:48:22 AM GMT+2","8","6","7","8","8","8","8","6","8","7","6","6","7","7","8","8","8","5","Yes"
"2020/07/02 12:49:14 AM GMT+2","8","8","9","8","8","9","9","7","9","10","7","6","7","7","9","10","10","6","Yes"
"2020/07/02 12:52:19 AM GMT+2","8","8","7","7","8","7","8","5","9","8","6","4","5","6","9","9","9","3","Yes"
"2020/07/02 12:52:42 AM GMT+2","7","6","6","7","5","6","8","4","8","8","3","1","5","7","8","8","7","4","No"
"2020/07/02 12:56:25 AM GMT+2","8","8","8","8","9","9","10","8","10","10","7","6","7","8","10","8","9","6","Yes"
"2020/07/02 1:01:05 AM GMT+2","7","7","7","6","6","7","8","5","8","8","6","4","5","5","7","7","7","5","Yes"
"2020/07/02 1:03:22 AM GMT+2","8","8","8","7","8","9","9","6","9","8","7","5","5","5","10","10","10","4","Yes"
"2020/07/02 1:03:47 AM GMT+2","10","6","6","5","8","10","8","5","10","10","7","5","7","5","10","10","10","1","Yes"
"2020/07/02 1:03:59 AM GMT+2","7","7","8","7","8","8","9","6","9","9","6","6","6","7","9","9","9","4","Yes"
"2020/07/02 1:06:26 AM GMT+2","7","7","8","7","7","7","8","7","9","8","7","6","6","6","8","8","8","6","Yes"
"2020/07/02 1:06:28 AM GMT+2","7","7","7","7","8","9","9","6","9","9","7","5","6","7","10","10","10","7","Yes"
"2020/07/02 1:06:29 AM GMT+2","7","9","8","7","8","8","10","5","10","9","4","6","6","7","8","10","8","6","Yes"
"2020/07/02 1:09:19 AM GMT+2","7","8","8","7","7","8","9","6","10","9","5","6","6","7","9","8","8","5","Yes"
"2020/07/02 1:10:18 AM GMT+2","8","8","8","8","8","8","9","6","9","9","8","8","6","7","9","9","10","4","Yes"
"2020/07/02 1:10:51 AM GMT+2","8","8","8","8","9","9","10","7","9","10","8","6","7","8","10","10","9","5","Yes"
"2020/07/02 1:12:56 AM GMT+2","7","8","7","7","7","8","9","6","9","8","6","5","6","6","8","10","8","2","Yes"
"2020/07/02 1:15:43 AM GMT+2","7","7","7","7","7","8","9","6","9","9","7","7","7","7","9","9","10","4","Yes"
"2020/07/02 1:17:55 AM GMT+2","8","8","7","7","7","8","9","7","9","9","7","6","6","6","8","9","10","6","Yes"
"2020/07/02 1:18:21 AM GMT+2","8","6","7","7","7","7","8","6","9","9","6","5","7","6","9","9","8","2","Yes"
"2020/07/02 1:19:06 AM GMT+2","8","8","7","7","7","8","8","6","8","8","7","6","6","7","9","9","8","6","Yes"
"2020/07/02 1:19:50 AM GMT+2","8","7","7","7","8","8","7","6","7","7","5","5","6","5","9","9","5","3","Yes"
"2020/07/02 1:20:21 AM GMT+2","7","8","7","8","8","7","8","6","9","9","5","6","6","6","9","10","9","5","Yes"
"2020/07/02 1:20:38 AM GMT+2","7","7","7","7","8","8","9","7","10","7","8","","","","9","9","9","7","Yes"
"2020/07/02 1:21:54 AM GMT+2","7","8","8","8","8","9","10","7","9","10","7","6","7","8","9","10","10","2","Yes"
"2020/07/02 1:22:30 AM GMT+2","8","9","8","8","8","8","9","7","9","9","7","6","6","6","9","9","10","5","Yes"
"2020/07/02 1:26:22 AM GMT+2","9","9","9","9","9","9","10","9","10","10","9","7","6","8","8","10","10","6","Yes"
"2020/07/02 1:28:46 AM GMT+2","8","8","9","7","7","8","9","7","10","9","7","6","6","7","10","10","10","5","Yes"
"2020/07/02 1:28:50 AM GMT+2","8","7","6","7","8","8","9","5","9","8","6","6","6","8","8","9","9","5","Yes"
"2020/07/02 1:28:52 AM GMT+2","8","7","6","6","8","7","8","4","10","10","5","2","5","","8","9","7","4","Yes"
"2020/07/02 1:34:14 AM GMT+2","8","8","7","7","9","8","9","8","10","10","7","4","7","7","10","10","10","6","Yes"
"2020/07/02 1:34:31 AM GMT+2","7","7","8","6","9","7","8","6","9","8","6","5","5","7","8","8","8","5","Yes"
"2020/07/02 1:40:13 AM GMT+2","8","7","7","7","7","8","9","5","9","9","5","4","6","6","9","10","9","3","Yes"
"2020/07/02 1:41:20 AM GMT+2","8","8","8","8","9","8","9","7","9","8","7","7","7","8","9","9","9","4","Yes"
"2020/07/02 1:48:20 AM GMT+2","7","7","7","6","7","7","8","5","9","9","6","5","5","7","8","9","8","5","Yes"
"2020/07/02 1:52:45 AM GMT+2","8","8","8","8","9","8","9","7","9","10","7","6","6","6","10","10","10","3","Yes"
"2020/07/02 1:56:42 AM GMT+2","8","5","6","6","6","6","8","6","8","9","6","6","6","7","8","10","8","7","Yes"
"2020/07/02 1:58:20 AM GMT+2","8","7","7","7","8","8","9","6","9","9","7","5","8","7","8","9","9","5","Yes"
"2020/07/02 2:02:11 AM GMT+2","8","8","8","8","8","8","8","7","9","10","7","6","7","8","9","10","10","5","Yes"
"2020/07/02 2:12:35 AM GMT+2","9","8","8","8","8","9","9","8","9","9","8","7","7","8","10","10","9","5","Yes"
"2020/07/02 2:15:26 AM GMT+2","9","8","10","10","10","10","10","8","10","10","7","7","8","8","10","10","10","6","Yes"
"2020/07/02 2:21:15 AM GMT+2","8","7","7","6","8","7","8","6","9","9","6","4","5","7","9","9","9","4","Yes"
"2020/07/02 2:23:57 AM GMT+2","7","8","8","9","7","8","9","7","9","9","7","","","","9","8","10","6","No"
"2020/07/02 2:28:10 AM GMT+2","8","8","8","8","8","7","9","7","8","8","7","6","6","6","8","8","9","3","Yes"
"2020/07/02 2:29:52 AM GMT+2","7","8","8","7","7","9","10","7","10","10","7","5","4","6","10","10","8","2","Yes"
"2020/07/02 2:35:34 AM GMT+2","7","7","7","7","8","7","8","6","9","8","6","6","6","7","9","8","7","3","Yes"
"2020/07/02 2:35:59 AM GMT+2","8","8","7","7","8","8","9","4","9","9","6","4","6","6","8","9","8","4","Yes"
"2020/07/02 2:38:19 AM GMT+2","8","8","7","7","7","7","8","6","9","8","7","5","5","6","9","10","9","6","Yes"
"2020/07/02 2:38:23 AM GMT+2","8","7","7","7","8","9","10","7","9","9","7","3","5","5","8","10","10","4","Yes"
"2020/07/02 2:46:30 AM GMT+2","7","7","7","7","8","7","8","5","9","8","7","4","5","6","7","8","9","5","Yes"
"2020/07/02 2:55:49 AM GMT+2","7","7","7","7","7","8","8","6","10","8","5","5","6","7","8","9","10","2","Yes"
"2020/07/02 3:11:05 AM GMT+2","9","8","8","7","7","8","9","7","9","9","7","6","6","7","8","8","7","6","Yes"
"2020/07/02 3:32:27 AM GMT+2","8","9","8","7","9","9","10","6","9","9","7","5","5","6","8","9","9","3","Yes"
"2020/07/02 3:34:06 AM GMT+2","7","10","6","6","7","8","9","6","7","9","6","5","7","9","9","10","8","7","Yes"
"2020/07/02 3:35:32 AM GMT+2","7","7","8","7","8","9","9","7","10","10","7","5","6","6","10","10","10","1","Yes"
"2020/07/02 3:36:15 AM GMT+2","8","8","7","8","8","9","9","6","9","9","8","7","7","7","9","10","8","5","Yes"
"2020/07/02 3:37:44 AM GMT+2","8","8","8","8","8","8","10","7","10","9","7","","","","10","10","10","2","Yes"
"2020/07/02 3:39:53 AM GMT+2","7","7","7","7","7","8","9","6","9","9","7","3","5","5","9","9","9","3","Yes"
"2020/07/02 3:41:14 AM GMT+2","8","9","8","7","8","8","9","7","9","9","7","4","7","8","9","9","10","6","Yes"
"2020/07/02 3:48:05 AM GMT+2","8","7","7","6","8","9","8","7","8","9","7","5","6","6","9","9","8","4","Yes"
"2020/07/02 4:06:51 AM GMT+2","7","8","8","7","8","9","10","7","10","8","7","6","6","7","10","10","10","6","Yes"
"2020/07/02 4:08:43 AM GMT+2","7","7","7","7","7","8","8","6","7","9","6","5","5","5","8","9","8","4","Yes"
"2020/07/02 4:13:23 AM GMT+2","8","9","9","7","7","8","9","8","9","9","8","7","7","8","8","10","8","6","No"
"2020/07/02 4:15:36 AM GMT+2","7","6","7","6","7","7","8","6","10","9","6","5","6","6","8","9","7","5","Yes"
"2020/07/02 4:16:33 AM GMT+2","8","8","7","8","9","9","10","7","10","10","9","5","6","8","9","10","10","5","Yes"
"2020/07/02 4:19:24 AM GMT+2","7","7","7","7","7","7","8","6","8","9","6","1","6","6","8","8","8","5","Yes"
"2020/07/02 4:23:59 AM GMT+2","8","8","8","7","9","9","10","7","10","9","7","5","6","7","8","9","9","5","Yes"
"2020/07/02 4:30:21 AM GMT+2","8","8","8","7","8","8","9","6","9","10","6","5","7","7","8","9","7","5","Yes"
"2020/07/02 4:35:52 AM GMT+2","8","8","8","8","9","9","9","7","9","9","7","5","6","6","10","7","8","5","Yes"
"2020/07/02 4:46:04 AM GMT+2","7","7","7","8","8","8","10","7","9","8","7","","","","9","9","10","5","Yes"
"2020/07/02 5:02:33 AM GMT+2","8","8","9","8","8","9","9","6","9","8","7","5","6","7","10","10","10","4","Yes"
"2020/07/02 5:06:24 AM GMT+2","9","6","8","5","9","7","9","5","9","10","5","4","7","8","8","10","10","3","Yes"
"2020/07/02 5:09:15 AM GMT+2","8","8","6","8","7","8","10","7","9","9","8","8","8","8","10","10","10","2","No"
"2020/07/02 5:10:10 AM GMT+2","8","8","8","7","7","8","9","6","9","8","7","6","6","7","8","8","9","5","Yes"
"2020/07/02 5:19:18 AM GMT+2","7","8","7","7","8","8","9","7","10","9","7","6","6","7","9","10","10","5","Yes"
"2020/07/02 5:19:40 AM GMT+2","7","7","7","7","9","8","8","6","9","10","6","6","5","6","8","8","8","3","Yes"
"2020/07/02 5:27:56 AM GMT+2","9","9","7","7","7","9","9","5","10","7","5","5","5","7","10","10","10","1","Yes"
"2020/07/02 5:33:56 AM GMT+2","8","7","8","7","8","8","9","7","9","9","7","6","6","7","8","8","8","6","Yes"
"2020/07/02 5:40:21 AM GMT+2","10","10","10","10","10","9","10","6","10","10","6","5","6","8","10","9","10","3","Yes"
"2020/07/02 5:47:27 AM GMT+2","8","8","9","8","8","9","10","6","9","9","6","4","7","7","9","10","8","3","Yes"
"2020/07/02 5:53:10 AM GMT+2","7","7","7","7","7","7","8","6","9","8","6","","","","8","8","8","5","Yes"
"2020/07/02 5:53:54 AM GMT+2","7","8","8","8","8","8","9","6","9","9","7","5","6","6","9","9","9","4","Yes"
"2020/07/02 5:57:33 AM GMT+2","8","8","8","7","7","8","10","6","10","9","6","5","7","7","10","10","10","3","Yes"
"2020/07/02 5:58:40 AM GMT+2","8","8","8","8","8","8","8","6","8","8","6","5","5","6","9","8","9","6","Yes"
"2020/07/02 6:03:55 AM GMT+2","8","7","7","7","7","8","9","6","9","9","6","6","6","7","8","9","9","4","Yes"
"2020/07/02 6:41:54 AM GMT+2","8","9","9","9","9","10","10","8","10","10","8","5","7","7","9","9","10","5","Yes"
"2020/07/02 7:14:14 AM GMT+2","8","7","9","8","9","8","10","8","9","9","6","6","7","8","9","10","9","7","Yes"
"2020/07/02 7:27:48 AM GMT+2","7","7","8","7","8","7","8","7","9","8","6","6","6","7","8","9","8","5","No"
