"Timestamp","David de Gea","Marcos Rojo","Harry Maguire","Victor Lindelof","Ashley Young","Aaron Wan-Bissaka","Fred","Scott McTominay","Andreas Pereira","Marcus Rashford","Daniel James","Team performance","Final result","Rate Ole (only this match)","Rate Liverpool (only this match)","Were you happy with the ref's performance? (optional)"
"2019/10/21 2:51:41 PM GMT+1","8","8","9","8","9","10","7","9","8","10","10","9","7","10","8","Yes"
"2019/10/21 2:51:51 PM GMT+1","7","6","8","7","7","8","6","7","6","8","8","7","7","7","7","Yes"
"2019/10/21 2:52:03 PM GMT+1","7","5","7","7","6","8","7","8","8","8","8","8","3","8","4","Yes"
"2019/10/21 2:52:25 PM GMT+1","7","6","7","6","6","7","8","7","9","7","8","8","7","7","5","Yes"
"2019/10/21 2:53:22 PM GMT+1","7","5","7","7","6","7","7","6","7","7","8","7","5","8","4",""
"2019/10/21 2:54:19 PM GMT+1","7","6","8","8","5","8","7","8","9","8","8","9","6","8","5","Yes"
"2019/10/21 2:54:36 PM GMT+1","7","6","7","6","6","8","5","6","6","7","7","8","7","8","5","Yes"
"2019/10/21 2:54:39 PM GMT+1","7","5","6","6","7","8","6","7","6","8","8","7","5","6","6","Yes"
"2019/10/21 2:54:39 PM GMT+1","7","5","7","7","5","6","6","6","8","7","7","7","4","5","4","Yes"
"2019/10/21 2:55:56 PM GMT+1","6","4","6","3","6","7","6","6","8","7","7","7","7","6","6","Yes"
"2019/10/21 2:56:06 PM GMT+1","7","6","7","7","7","7","6","7","8","9","9","10","6","10","6","Yes"
"2019/10/21 2:56:13 PM GMT+1","7","7","9","8","7","8","6","8","7","8","9","7","6","7","4","Yes"
"2019/10/21 2:56:22 PM GMT+1","7","6","7","7","6","7","6","7","7","7","8","7","7","8","4","Yes"
"2019/10/21 2:56:38 PM GMT+1","7","5","5","5","5","7","5","6","7","7","7","6","6","7","6","Yes"
"2019/10/21 2:56:56 PM GMT+1","6","5","7","6","6","8","8","8","7","9","8","7","5","4","3","Yes"
"2019/10/21 2:57:45 PM GMT+1","6","4","6","5","4","7","5","6","6","8","7","6","6","7","5",""
"2019/10/21 2:58:55 PM GMT+1","8","4","8","2","3","5","5","6","7","8","10","6","7","7","7","No"
"2019/10/21 2:59:24 PM GMT+1","7","6","7","7","6","6","7","7","8","8","8","7","6","6","4","Yes"
"2019/10/21 2:59:41 PM GMT+1","7","5","6","6","7","7","6","6","8","8","8","7","5","7","5","Yes"
"2019/10/21 3:00:37 PM GMT+1","6","6","6","6","6","6","7","7","8","7","7","7","8","6","5","Yes"
"2019/10/21 3:01:10 PM GMT+1","7","4","6","6","4","8","7","7","6","6","8","6","10","6","6","Yes"
"2019/10/21 3:01:17 PM GMT+1","7","6","9","8","7","9","8","8","8","9","9","9","7","8","6","Yes"
"2019/10/21 3:03:05 PM GMT+1","7","6","8","7","6","8","6","7","6","7","8","7","7","6","3","Yes"
"2019/10/21 3:03:12 PM GMT+1","7","5","7","7","7","8","7","7","9","9","10","9","7","8","4","Yes"
"2019/10/21 3:03:17 PM GMT+1","6","5","7","5","6","6","5","6","7","9","8","7","6","8","5","No"
"2019/10/21 3:03:47 PM GMT+1","7","5","7","4","8","8","5","7","5","8","8","7","6","8","5","Yes"
"2019/10/21 3:03:58 PM GMT+1","8","5","7","7","6","8","7","8","9","9","9","7","6","8","7","No"
"2019/10/21 3:04:49 PM GMT+1","8","6","7","8","7","8","7","7","8","8","9","8","9","9","7","Yes"
"2019/10/21 3:06:14 PM GMT+1","8","3","7","7","5","7","6","7","8","8","8","7","5","5","6","Yes"
"2019/10/21 3:06:43 PM GMT+1","7","5","8","6","6","7","7","7","8","9","10","8","8","9","4","Yes"
"2019/10/21 3:06:52 PM GMT+1","8","6","7","6","7","6","6","7","7","8","8","8","7","8","5","No"
"2019/10/21 3:07:04 PM GMT+1","7","6","8","7","6","7","7","7","8","8","8","8","7","8","4","Yes"
"2019/10/21 3:07:09 PM GMT+1","7","4","7","6","7","7","7","7","7","7","8","8","7","8","4","Yes"
"2019/10/21 3:07:15 PM GMT+1","7","5","7","7","4","7","7","7","5","8","8","7","5","8","3","Yes"
"2019/10/21 3:07:23 PM GMT+1","7","6","7","7","6","8","6","6","6","8","9","7","6","6","5","Yes"
"2019/10/21 3:07:23 PM GMT+1","7","5","7","6","5","7","8","8","8","7","8","7","6","7","3","Yes"
"2019/10/21 3:07:32 PM GMT+1","6","4","7","7","5","8","6","7","7","8","9","8","7","7","6","Yes"
"2019/10/21 3:07:45 PM GMT+1","7","6","7","6","6","7","9","7","8","7","9","6","8","7","2","Yes"
"2019/10/21 3:08:10 PM GMT+1","5","2","4","4","1","5","5","6","3","7","8","6","5","7","5","Yes"
"2019/10/21 3:08:36 PM GMT+1","7","3","5","8","9","5","5","7","8","7","8","6","5","7","2","No"
"2019/10/21 3:08:49 PM GMT+1","7","6","8","6","6","9","9","9","9","10","10","8","7","7","3","Yes"
"2019/10/21 3:09:07 PM GMT+1","8","4","8","7","6","9","7","8","10","9","10","8","7","9","2","Yes"
"2019/10/21 3:09:29 PM GMT+1","7","5","7","6","7","8","7","7","8","8","9","8","7","8","6","Yes"
"2019/10/21 3:09:40 PM GMT+1","8","5","7","8","6","9","7","7","5","9","8","8","6","7","6","Yes"
"2019/10/21 3:10:42 PM GMT+1","7","7","6","5","7","7","6","6","7","8","8","7","4","10","2","Yes"
"2019/10/21 3:11:25 PM GMT+1","8","4","7","8","6","8","9","9","8","10","9","8","6","8","6","Yes"
"2019/10/21 3:11:45 PM GMT+1","7","6","7","6","6","7","7","6","7","7","9","7","7","7","5","Yes"
"2019/10/21 3:11:54 PM GMT+1","7","6","7","8","6","7","8","4","8","7","7","8","6","8","2",""
"2019/10/21 3:12:33 PM GMT+1","9","5","9","9","7","8","8","10","7","8","10","9","7","8","5","Yes"
"2019/10/21 3:12:51 PM GMT+1","7","5","7","6","6","7","6","6","6","9","8","6","7","7","4","Yes"
"2019/10/21 3:13:21 PM GMT+1","8","5","7","7","8","8","8","8","9","9","10","9","7","8","4","Yes"
"2019/10/21 3:13:43 PM GMT+1","6","4","5","5","4","7","6","6","7","8","8","7","7","7","5","Yes"
"2019/10/21 3:14:05 PM GMT+1","7","6","7","6","6","7","7","8","8","8","8","7","7","8","4","Yes"
"2019/10/21 3:14:23 PM GMT+1","7","4","7","6","5","7","6","6","7","8","9","7","6","5","7","Yes"
"2019/10/21 3:14:29 PM GMT+1","7","6","8","6","6","7","7","6","7","8","8","7","5","8","4","Yes"
"2019/10/21 3:14:29 PM GMT+1","7","4","7","6","5","7","6","6","7","8","9","7","6","5","7","Yes"
"2019/10/21 3:15:15 PM GMT+1","6","5","6","6","5","6","6","7","7","7","7","6","6","8","5","Yes"
"2019/10/21 3:16:13 PM GMT+1","8","7","8","7","7","8","8","8","8","9","9","8","8","8","6","Yes"
"2019/10/21 3:16:25 PM GMT+1","8","7","7","6","8","8","7","8","8","8","8","9","9","9","7","Yes"
"2019/10/21 3:16:29 PM GMT+1","6","6","7","6","7","7","6","7","8","8","7","7","7","6","4","No"
"2019/10/21 3:16:35 PM GMT+1","7","6","7","6","7","7","7","7","7","7","8","7","6","7","5","Yes"
"2019/10/21 3:17:20 PM GMT+1","6","4","6","5","7","6","7","6","8","8","8","7","5","7","6","Yes"
"2019/10/21 3:17:41 PM GMT+1","7","6","7","6","6","7","7","8","7","8","8","8","6","8","6","Yes"
"2019/10/21 3:18:04 PM GMT+1","9","6","8","6","6","8","8","8","7","9","9","7","8","9","5","Yes"
"2019/10/21 3:18:18 PM GMT+1","6","6","8","6","6","7","6","8","9","10","9","8","6","9","7","Yes"
"2019/10/21 3:19:03 PM GMT+1","10","2","8","6","9","10","6","6","8","9","10","8","5","7","6","Yes"
"2019/10/21 3:19:06 PM GMT+1","8","4","7","7","6","6","7","7","7","8","8","8","7","7","6","Yes"
"2019/10/21 3:19:39 PM GMT+1","7","6","7","5","6","7","6","6","5","8","7","8","6","5","4","Yes"
"2019/10/21 3:20:37 PM GMT+1","6","4","6","6","5","7","5","7","7","7","8","6","9","6","2","No"
"2019/10/21 3:20:58 PM GMT+1","10","6","8","6","5","9","2","8","10","9","9","8","9","5","3","No"
"2019/10/21 3:21:06 PM GMT+1","6","5","6","5","5","6","5","5","8","6","6","6","6","6","4","Yes"
"2019/10/21 3:21:23 PM GMT+1","7","7","7","7","7","7","7","8","7","8","8","8","7","8","6","Yes"
"2019/10/21 3:21:29 PM GMT+1","7","7","8","7","7","9","9","9","10","8","10","7","6","10","8","Yes"
"2019/10/21 3:22:36 PM GMT+1","7","6","7","6","6","7","6","7","7","8","8","7","6","5","1","Yes"
"2019/10/21 3:22:40 PM GMT+1","6","6","6","6","6","6","6","6","8","6","7","7","7","7","5","Yes"
"2019/10/21 3:22:43 PM GMT+1","6","3","6","7","6","8","7","5","8","7","7","7","5","6","4","No"
"2019/10/21 3:23:32 PM GMT+1","7","4","6","6","4","7","6","5","7","7","7","6","5","7","5","Yes"
"2019/10/21 3:24:02 PM GMT+1","8","6","7","8","9","6","7","8","9","9","9","8","6","7","5","Yes"
"2019/10/21 3:24:13 PM GMT+1","8","3","6","7","7","6","6","5","9","9","9","8","7","9","5","Yes"
"2019/10/21 3:24:34 PM GMT+1","6","5","7","7","7","8","7","7","8","9","9","9","4","8","3","Yes"
"2019/10/21 3:24:45 PM GMT+1","9","4","8","6","4","9","5","8","6","8","9","8","6","8","5","Yes"
"2019/10/21 3:25:09 PM GMT+1","7","7","7","6","6","8","9","9","8","10","9","9","8","8","6","Yes"
"2019/10/21 3:25:52 PM GMT+1","9","8","8","8","8","8","7","9","8","9","9","9","5","10","5","Yes"
"2019/10/21 3:26:09 PM GMT+1","8","7","9","7","8","8","8","8","9","9","9","9","7","9","6","Yes"
"2019/10/21 3:26:48 PM GMT+1","8","7","8","8","7","9","5","7","3","8","8","8","7","8","6","Yes"
"2019/10/21 3:26:48 PM GMT+1","6","5","7","7","5","7","7","7","8","8","8","7","7","6","4","Yes"
"2019/10/21 3:26:59 PM GMT+1","6","5","6","5","6","6","6","6","6","5","5","6","6","6","4",""
"2019/10/21 3:27:20 PM GMT+1","6","5","6","6","7","7","8","6","8","7","9","8","6","4","3","Yes"
"2019/10/21 3:27:25 PM GMT+1","6","6","6","2","7","7","5","6","8","7","8","6","6","6","6","Yes"
"2019/10/21 3:28:19 PM GMT+1","7","7","8","7","8","7","6","7","7","9","8","8","6","7","5","Yes"
"2019/10/21 3:28:27 PM GMT+1","6","6","6","5","6","7","6","7","6","8","8","6","6","8","3","Yes"
"2019/10/21 3:28:38 PM GMT+1","8","5","8","7","6","6","6","7","8","8","9","7","7","8","5","Yes"
"2019/10/21 3:29:12 PM GMT+1","7","5","7","6","5","7","7","6","7","7","8","7","7","7","4","Yes"
"2019/10/21 3:29:28 PM GMT+1","7","4","6","5","5","7","6","6","8","8","7","6","6","8","6","Yes"
"2019/10/21 3:30:27 PM GMT+1","8","4","9","8","8","9","7","6","7","9","9","7","3","10","6","Yes"
"2019/10/21 3:31:05 PM GMT+1","7","6","7","7","7","8","8","7","7","7","8","7","7","8","6","Yes"
"2019/10/21 3:31:33 PM GMT+1","4","2","9","6","9","10","8","7","3","10","10","9","9","10","5","Yes"
"2019/10/21 3:31:43 PM GMT+1","8","6","6","6","5","7","6","8","7","7","9","7","5","8","4","Yes"
"2019/10/21 3:32:06 PM GMT+1","8","5","6","6","7","7","6","7","6","8","8","7","7","7","5","Yes"
"2019/10/21 3:32:53 PM GMT+1","6","4","7","5","5","7","6","6","7","8","9","7","7","7","3",""
"2019/10/21 3:34:03 PM GMT+1","7","6","8","6","7","8","7","8","7","9","8","6","5","8","2","Yes"
"2019/10/21 3:34:11 PM GMT+1","6","4","8","6","5","8","6","6","8","8","9","7","5","8","1","Yes"
"2019/10/21 3:34:50 PM GMT+1","7","6","6","7","6","7","7","7","8","9","9","7","6","7","6","No"
"2019/10/21 3:34:51 PM GMT+1","6","5","7","7","6","7","7","7","8","9","9","8","7","10","3","Yes"
"2019/10/21 3:35:26 PM GMT+1","10","7","10","1","9","10","10","9","7","7","9","8","8","8","7","No"
"2019/10/21 3:35:48 PM GMT+1","7","6","7","6","6","6","5","6","6","8","8","7","7","8","5","Yes"
"2019/10/21 3:36:09 PM GMT+1","10","6","7","7","8","8","7","7","6","9","9","8","7","8","5","Yes"
"2019/10/21 3:36:27 PM GMT+1","6","5","6","6","6","7","6","6","8","8","7","7","4","6","5","Yes"
"2019/10/21 3:36:29 PM GMT+1","7","5","7","7","5","8","4","6","5","8","8","8","6","9","7","Yes"
"2019/10/21 3:36:30 PM GMT+1","7","5","7","6","5","8","6","7","8","8","8","7","7","8","5","Yes"
"2019/10/21 3:36:36 PM GMT+1","6","5","4","4","4","7","6","7","6","8","7","6","7","6","5","Yes"
"2019/10/21 3:37:06 PM GMT+1","8","4","7","6","6","7","6","7","7","8","8","8","7","9","5","Yes"
"2019/10/21 3:37:12 PM GMT+1","6","4","7","5","4","7","6","6","8","8","9","6","6","5","4",""
"2019/10/21 3:37:42 PM GMT+1","7","7","6","6","4","6","7","8","6","8","5","6","4","4","6","Yes"
"2019/10/21 3:37:45 PM GMT+1","8","6","7","7","7","8","6","8","8","8","8","7","5","9","8","Yes"
"2019/10/21 3:37:59 PM GMT+1","7","6","8","7","7","8","7","7","8","8","8","7","6","6","5","Yes"
"2019/10/21 3:38:07 PM GMT+1","7","3","7","8","7","9","7","7","9","9","10","8","7","7","5","Yes"
"2019/10/21 3:39:37 PM GMT+1","8","6","8","7","7","9","8","7","8","8","9","8","7","5","7","Yes"
"2019/10/21 3:39:44 PM GMT+1","7","6","6","3","9","8","6","7","6","8","8","9","6","10","6","Yes"
"2019/10/21 3:40:05 PM GMT+1","8","6","8","6","6","9","7","8","9","8","9","7","7","6","4","Yes"
"2019/10/21 3:40:13 PM GMT+1","7","6","7","7","6","8","5","8","9","8","7","7","6","8","6","No"
"2019/10/21 3:40:21 PM GMT+1","6","6","7","7","7","7","6","6","7","8","8","8","4","9","5","Yes"
"2019/10/21 3:40:32 PM GMT+1","7","6","8","7","6","6","7","7","8","8","8","8","6","9","4","No"
"2019/10/21 3:41:20 PM GMT+1","7","6","8","6","6","9","7","8","9","9","10","9","1","8","1","Yes"
"2019/10/21 3:42:06 PM GMT+1","7","5","7","6","6","7","7","7","8","7","7","7","6","7","5","Yes"
"2019/10/21 3:42:43 PM GMT+1","7","2","7","6","7","7","6","7","6","8","8","6","5","5","5","Yes"
"2019/10/21 3:44:50 PM GMT+1","7","5","8","7","6","8","6","7","6","10","10","10","9","10","5","Yes"
"2019/10/21 3:45:12 PM GMT+1","7","7","7","7","8","8","7","7","9","9","9","8","7","6","3","Yes"
"2019/10/21 3:45:51 PM GMT+1","6","5","5","5","6","7","7","7","6","6","7","6","6","5","4","Yes"
"2019/10/21 3:46:16 PM GMT+1","8","5","6","4","7","7","7","7","8","9","9","8","7","8","4","Yes"
"2019/10/21 3:46:33 PM GMT+1","8","6","7","6","8","7","7","5","4","6","6","7","9","7","5","Yes"
"2019/10/21 3:46:37 PM GMT+1","8","5","7","6","7","7","6","7","9","8","9","7","6","6","5","Yes"
"2019/10/21 3:46:45 PM GMT+1","8","6","7","7","6","7","7","7","8","7","8","7","4","6","4","Yes"
"2019/10/21 3:47:06 PM GMT+1","7","5","6","7","6","8","6","5","7","7","8","7","7","7","5","Yes"
"2019/10/21 3:48:00 PM GMT+1","8","5","7","6","5","7","6","7","7","7","7","7","6","8","4",""
"2019/10/21 3:48:08 PM GMT+1","6","7","8","6","7","7","7","7","8","8","8","9","5","8","9","No"
"2019/10/21 3:48:27 PM GMT+1","8","5","7","6","7","9","7","7","7","8","7","8","8","9","4","Yes"
"2019/10/21 3:48:34 PM GMT+1","8","6","8","8","7","8","6","7","7","9","9","9","9","9","6","Yes"
"2019/10/21 3:48:43 PM GMT+1","6","2","8","7","5","7","5","6","5","6","8","6","8","5","5","Yes"
"2019/10/21 3:49:12 PM GMT+1","7","4","6","5","5","7","6","6","7","8","9","8","7","7","4","Yes"
"2019/10/21 3:49:13 PM GMT+1","6","5","7","5","5","6","6","6","5","7","5","6","5","6","5",""
"2019/10/21 3:49:23 PM GMT+1","7","5","7","5","5","8","5","8","7","7","9","8","6","6","4","Yes"
"2019/10/21 3:49:35 PM GMT+1","8","5","7","8","6","7","8","7","5","8","9","8","6","8","4","Yes"
"2019/10/21 3:50:01 PM GMT+1","8","6","7","6","6","7","7","7","7","9","9","8","7","8","8","Yes"
"2019/10/21 3:51:04 PM GMT+1","8","6","7","4","7","6","3","6","6","7","9","8","6","5","3","Yes"
"2019/10/21 3:51:28 PM GMT+1","7","5","6","5","7","7","7","8","7","8","8","7","7","8","6","Yes"
"2019/10/21 3:51:55 PM GMT+1","8","6","8","6","6","7","7","7","7","8","9","7","5","6","4","Yes"
"2019/10/21 3:52:24 PM GMT+1","6","6","6","7","7","6","7","8","8","7","7","8","6","8","5","Yes"
"2019/10/21 3:52:26 PM GMT+1","9","8","9","8","8","9","9","8","7","8","9","8","1","7","3","Yes"
"2019/10/21 3:53:47 PM GMT+1","7","5","7","6","6","8","6","6","5","8","9","7","5","7","4","Yes"
"2019/10/21 3:54:33 PM GMT+1","6","5","6","5","7","6","7","6","9","8","8","8","6","8","4","No"
"2019/10/21 3:54:50 PM GMT+1","8","3","7","6","7","7","7","7","7","8","8","9","4","8","3","Yes"
"2019/10/21 3:55:19 PM GMT+1","7","5","7","6","7","7","8","7","8","8","8","8","5","9","6","Yes"
"2019/10/21 3:56:31 PM GMT+1","7","7","8","8","7","9","7","7","8","9","9","8","6","8","3","Yes"
"2019/10/21 3:57:25 PM GMT+1","8","6","7","7","6","7","6","8","6","8","8","6","6","6","5","Yes"
"2019/10/21 3:57:48 PM GMT+1","6","5","5","5","5","6","5","5","6","7","6","7","7","9","4","Yes"
"2019/10/21 3:58:15 PM GMT+1","6","3","6","4","4","7","6","7","4","6","5","5","5","5","1","Yes"
"2019/10/21 3:58:31 PM GMT+1","9","7","9","10","7","10","9","10","10","8","10","9","10","10","6","Yes"
"2019/10/21 3:59:07 PM GMT+1","7","5","7","6","5","7","6","7","6","7","8","6","6","8","3","Yes"
"2019/10/21 4:00:37 PM GMT+1","9","3","8","8","3","5","5","8","10","10","10","8","5","10","7","Yes"
"2019/10/21 4:00:44 PM GMT+1","8","4","8","6","8","10","4","5","6","7","10","7","5","7","5","Yes"
"2019/10/21 4:00:51 PM GMT+1","7","5","7","5","6","7","8","7","8","7","7","8","8","8","6","Yes"
"2019/10/21 4:01:09 PM GMT+1","7","2","6","6","6","8","5","6","4","9","6","6","6","5","4","No"
"2019/10/21 4:01:54 PM GMT+1","9","8","8","8","9","9","7","6","8","10","10","9","8","10","1","Yes"
"2019/10/21 4:02:35 PM GMT+1","7","6","7","6","6","6","7","6","6","8","8","7","5","7","6","No"
"2019/10/21 4:03:08 PM GMT+1","6","4","7","5","6","5","4","7","7","8","9","7","8","6","3","Yes"
"2019/10/21 4:04:15 PM GMT+1","6","6","7","6","6","7","7","7","7","7","7","7","6","9","5","Yes"
"2019/10/21 4:04:19 PM GMT+1","7","5","6","6","6","5","5","5","7","8","8","7","7","8","4","No"
"2019/10/21 4:05:05 PM GMT+1","6","4","7","5","7","8","3","4","6","7","7","7","6","9","5","Yes"
"2019/10/21 4:05:07 PM GMT+1","6","3","8","8","4","5","5","5","6","7","8","7","6","5","4","Yes"
"2019/10/21 4:05:39 PM GMT+1","7","5","6","5","5","6","7","7","8","7","8","6","5","7","3","Yes"
"2019/10/21 4:05:43 PM GMT+1","7","5","6","5","7","7","7","6","6","7","7","7","6","7","5","Yes"
"2019/10/21 4:05:45 PM GMT+1","7","6","7","5","6","6","7","7","8","8","8","8","6","7","6","Yes"
"2019/10/21 4:06:02 PM GMT+1","8","5","8","6","4","7","8","8","7","8","9","7","4","6","3","Yes"
"2019/10/21 4:06:20 PM GMT+1","7","5","8","8","6","7","6","7","8","9","8","8","7","8","4","Yes"
"2019/10/21 4:07:06 PM GMT+1","8","6","7","7","7","7","9","8","10","7","10","8","8","7","4","Yes"
"2019/10/21 4:07:58 PM GMT+1","7","6","8","7","6","8","8","8","9","10","9","8","7","10","6","Yes"
"2019/10/21 4:08:02 PM GMT+1","9","3","8","6","6","8","7","8","7","9","10","8","7","10","4","Yes"
"2019/10/21 4:08:16 PM GMT+1","8","6","7","7","7","7","7","8","8","8","8","8","6","7","6","Yes"
"2019/10/21 4:09:10 PM GMT+1","6","5","6","6","6","6","6","6","8","7","8","8","8","9","3","No"
"2019/10/21 4:10:02 PM GMT+1","5","6","6","5","5","7","7","6","6","7","7","7","7","5","4","Yes"
"2019/10/21 4:10:21 PM GMT+1","7","3","4","4","3","6","4","5","7","7","9","7","8","9","7","No"
"2019/10/21 4:10:24 PM GMT+1","7","6","7","6","6","7","6","6","8","8","8","6","10","10","9","Yes"
"2019/10/21 4:10:55 PM GMT+1","6","5","6","5","5","6","6","6","8","8","8","8","6","7","5","Yes"
"2019/10/21 4:11:54 PM GMT+1","5","6","5","5","5","7","5","5","5","7","6","6","6","5","5","Yes"
"2019/10/21 4:12:15 PM GMT+1","1","1","1","1","1","1","10","1","1","1","5","1","10","10","10","No"
"2019/10/21 4:12:30 PM GMT+1","7","5","8","8","6","9","7","7","8","8","8","7","7","8","5","Yes"
"2019/10/21 4:13:57 PM GMT+1","6","5","5","7","6","7","7","8","8","9","7","8","4","8","2",""
"2019/10/21 4:14:00 PM GMT+1","8","6","7","6","6","8","5","6","7","9","9","8","6","8","4","Yes"
"2019/10/21 4:14:35 PM GMT+1","6","6","6","7","8","8","7","7","9","8","8","9","8","10","6","Yes"
"2019/10/21 4:15:08 PM GMT+1","6","5","6","5","7","8","7","8","8","8","9","9","9","8","5","Yes"
"2019/10/21 4:15:29 PM GMT+1","7","5","6","6","6","5","7","7","7","7","8","7","4","4","5","No"
"2019/10/21 4:15:33 PM GMT+1","8","6","8","8","7","8","9","9","8","7","8","9","9","8","5","No"
"2019/10/21 4:15:34 PM GMT+1","7","5","6","8","6","8","8","7","7","7","8","7","5","7","4","Yes"
"2019/10/21 4:15:51 PM GMT+1","7","6","8","6","6","8","7","7","9","8","9","8","7","8","5","Yes"
"2019/10/21 4:15:57 PM GMT+1","7","6","7","5","7","7","7","7","8","7","8","7","5","9","5","Yes"
"2019/10/21 4:17:03 PM GMT+1","7","4","5","8","4","5","3","5","6","6","7","6","6","6","4","Yes"
"2019/10/21 4:17:44 PM GMT+1","7","6","6","6","7","7","6","6","7","8","7","7","6","8","5","Yes"
"2019/10/21 4:18:04 PM GMT+1","8","4","6","6","6","8","6","7","9","8","9","8","7","8","6","Yes"
"2019/10/21 4:18:22 PM GMT+1","8","4","7","7","6","7","7","8","8","7","8","8","6","7","1","Yes"
"2019/10/21 4:18:56 PM GMT+1","6","4","6","5","6","8","5","8","9","9","9","9","8","10","3","No"
"2019/10/21 4:19:05 PM GMT+1","6","4","7","6","6","7","6","7","7","8","8","7","6","7","6","Yes"
"2019/10/21 4:19:40 PM GMT+1","8","6","7","7","6","8","6","7","7","9","9","8","7","9","6","Yes"
"2019/10/21 4:20:02 PM GMT+1","7","5","7","4","4","7","7","7","6","8","9","7","7","7","5",""
"2019/10/21 4:20:12 PM GMT+1","7","5","7","6","6","7","7","7","8","7","8","7","6","7","5","Yes"
"2019/10/21 4:21:13 PM GMT+1","7","6","8","7","7","8","6","7","8","9","9","8","7","8","6","Yes"
"2019/10/21 4:21:47 PM GMT+1","7","7","7","6","5","8","5","6","7","7","8","6","10","2","5","Yes"
"2019/10/21 4:21:51 PM GMT+1","8","4","8","7","7","8","8","8","8","9","10","9","7","9","5","Yes"
"2019/10/21 4:22:02 PM GMT+1","5","3","6","6","6","7","6","6","7","8","6","6","7","3","5","Yes"
"2019/10/21 4:22:03 PM GMT+1","7","4","6","4","8","7","6","5","5","8","8","7","6","7","6","Yes"
"2019/10/21 4:22:04 PM GMT+1","8","4","8","7","7","8","8","8","8","9","10","9","7","9","5","Yes"
"2019/10/21 4:22:09 PM GMT+1","7","5","7","5","6","8","3","4","3","7","7","6","7","9","6","Yes"
"2019/10/21 4:22:11 PM GMT+1","7","4","7","8","7","7","8","7","8","8","8","9","7","8","4","Yes"
"2019/10/21 4:22:13 PM GMT+1","6","4","6","4","4","6","4","6","7","7","7","6","6","8","5","Yes"
"2019/10/21 4:22:42 PM GMT+1","9","6","8","9","9","10","7","9","7","9","9","8","7","5","5","Yes"
"2019/10/21 4:22:43 PM GMT+1","6","6","5","5","5","6","5","5","8","8","7","6","6","8","3","Yes"
"2019/10/21 4:23:10 PM GMT+1","7","5","7","6","4","7","8","8","9","7","7","7","7","7","5","Yes"
"2019/10/21 4:23:41 PM GMT+1","8","5","8","7","6","8","7","8","9","8","9","8","5","9","5","Yes"
"2019/10/21 4:24:20 PM GMT+1","8","6","7","7","6","8","4","6","6","7","8","7","5","6","5","Yes"
"2019/10/21 4:24:47 PM GMT+1","7","10","6","3","5","10","3","7","10","10","10","7","5","7","1","Yes"
"2019/10/21 4:25:18 PM GMT+1","6","5","7","6","5","7","7","7","8","7","8","8","7","8","5","No"
"2019/10/21 4:26:18 PM GMT+1","7","5","6","6","5","7","7","7","8","8","9","8","6","7","4","Yes"
"2019/10/21 4:27:16 PM GMT+1","6","6","5","5","6","5","3","4","4","7","5","6","7","4","4","No"
"2019/10/21 4:27:18 PM GMT+1","6","5","7","6","6","7","6","6","6","7","6","6","7","6","4","Yes"
"2019/10/21 4:27:56 PM GMT+1","7","3","8","7","6","8","5","9","5","9","8","7","6","9","6","Yes"
"2019/10/21 4:28:24 PM GMT+1","8","6","7","7","6","8","6","7","8","8","8","7","7","6","3","Yes"
"2019/10/21 4:28:30 PM GMT+1","6","6","7","7","6","6","5","7","6","7","7","7","8","9","5","Yes"
"2019/10/21 4:29:01 PM GMT+1","8","6","7","7","8","9","8","9","8","9","10","8","2","8","5","Yes"
"2019/10/21 4:29:11 PM GMT+1","10","5","8","8","5","8","5","8","6","9","9","7","8","5","5","Yes"
"2019/10/21 4:29:28 PM GMT+1","7","4","6","6","4","6","7","7","8","7","8","7","5","9","6","Yes"
"2019/10/21 4:29:29 PM GMT+1","7","5","7","6","7","7","7","7","6","8","8","7","5","6","2","Yes"
"2019/10/21 4:30:46 PM GMT+1","7","5","8","7","6","7","7","7","7","8","8","9","7","10","4","Yes"
"2019/10/21 4:31:11 PM GMT+1","8","6","7","6","6","7","7","6","7","8","8","7","7","6","3","Yes"
"2019/10/21 4:31:13 PM GMT+1","10","9","9","9","7","8","8","8","7","8","8","7","7","6","5","No"
"2019/10/21 4:31:19 PM GMT+1","8","6","8","8","7","7","7","5","7","6","8","8","8","5","2","No"
"2019/10/21 4:32:01 PM GMT+1","8","7","8","7","7","7","8","8","9","9","9","9","7","8","4","Yes"
"2019/10/21 4:32:47 PM GMT+1","7","6","7","6","6","7","5","7","8","8","8","8","8","9","5","Yes"
"2019/10/21 4:33:20 PM GMT+1","6","6","6","5","5","6","7","7","8","8","7","6","7","7","5","Yes"
"2019/10/21 4:33:42 PM GMT+1","5","4","6","5","5","5","5","5","7","6","7","6","6","6","4","Yes"
"2019/10/21 4:33:47 PM GMT+1","6","6","6","5","6","6","6","6","7","8","6","6","5","6","3","Yes"
"2019/10/21 4:33:48 PM GMT+1","8","5","6","6","7","6","6","6","7","8","8","7","6","8","5","No"
"2019/10/21 4:33:58 PM GMT+1","7","6","6","6","6","7","6","7","8","7","8","7","6","7","4","No"
"2019/10/21 4:34:01 PM GMT+1","8","5","7","5","6","6","3","6","7","7","8","7","7","7","5","Yes"
"2019/10/21 4:34:10 PM GMT+1","7","6","7","7","7","7","7","7","8","8","9","7","7","7","5","Yes"
