"Timestamp","David de Gea","Marcos Rojo","Harry Maguire","Victor Lindelof","Ashley Young","Aaron Wan-Bissaka","Fred","Scott McTominay","Andreas Pereira","Marcus Rashford","Daniel James","Team performance","Final result","Rate Ole (only this match)","Rate Liverpool (only this match)","Were you happy with the ref's performance? (optional)"
"2019/10/21 1:31:53 PM GMT+1","7","5","7","7","7","7","6","6","9","8","9","7","7","7","5","Yes"
"2019/10/21 1:32:06 PM GMT+1","6","6","6","6","6","6","6","6","8","8","7","10","3","10","3","Yes"
"2019/10/21 1:32:11 PM GMT+1","7","6","7","6","8","7","6","6","8","7","9","7","6","6","4","Yes"
"2019/10/21 1:32:23 PM GMT+1","9","6","8","6","10","10","5","10","8","8","10","9","8","10","4","Yes"
"2019/10/21 1:33:24 PM GMT+1","7","5","7","6","6","7","4","8","9","8","9","8","6","6","5","Yes"
"2019/10/21 1:34:36 PM GMT+1","7","5","7","5","6","6","5","5","6","6","8","7","6","7","5","Yes"
"2019/10/21 1:34:46 PM GMT+1","6","1","6","5","6","6","4","7","8","8","7","7","4","6","4","Yes"
"2019/10/21 1:35:06 PM GMT+1","7","5","7","6","6","7","6","7","6","7","7","7","7","7","4","Yes"
"2019/10/21 1:35:15 PM GMT+1","8","7","8","7","6","9","7","7","7","9","8","10","7","6","5","Yes"
"2019/10/21 1:35:23 PM GMT+1","6","4","6","5","4","6","4","5","8","8","8","6","4","5","5","Yes"
"2019/10/21 1:35:45 PM GMT+1","8","5","7","7","7","7","7","8","7","7","8","8","7","8","4","No"
"2019/10/21 1:35:55 PM GMT+1","8","6","8","8","7","8","7","7","8","8","8","9","7","7","6","Yes"
"2019/10/21 1:35:59 PM GMT+1","7","5","7","6","6","8","6","8","7","9","10","7","5","7","4",""
"2019/10/21 1:36:32 PM GMT+1","8","6","7","6","8","8","7","7","7","9","9","8","6","9","2","Yes"
"2019/10/21 1:36:48 PM GMT+1","6","6","6","4","6","6","1","6","6","7","7","6","7","5","3","Yes"
"2019/10/21 1:37:24 PM GMT+1","6","6","6","5","6","6","5","5","6","6","6","6","10","6","4",""
"2019/10/21 1:37:34 PM GMT+1","7","7","8","8","8","8","6","8","8","9","9","8","7","9","5","Yes"
"2019/10/21 1:37:38 PM GMT+1","8","6","8","6","6","7","7","7","8","9","10","8","8","6","5","No"
"2019/10/21 1:37:41 PM GMT+1","7","5","8","7","4","7","7","7","8","9","9","9","8","9","6","Yes"
"2019/10/21 1:38:14 PM GMT+1","7","6","6","6","5","8","7","6","7","8","7","6","5","6","6","Yes"
"2019/10/21 1:38:46 PM GMT+1","6","6","7","6","5","7","7","7","8","8","8","7","6","7","5","Yes"
"2019/10/21 1:38:54 PM GMT+1","8","5","6","7","5","7","6","8","4","10","10","8","7","7","5",""
"2019/10/21 1:39:35 PM GMT+1","6","6","6","6","6","6","6","7","7","8","9","8","6","8","4","Yes"
"2019/10/21 1:39:50 PM GMT+1","7","6","7","6","7","6","6","6","6","6","7","7","7","7","6","No"
"2019/10/21 1:40:33 PM GMT+1","7","6","7","7","7","7","5","6","8","7","8","9","8","9","6","Yes"
"2019/10/21 1:40:41 PM GMT+1","7","6","8","6","6","8","7","7","8","8","8","8","8","7","4","Yes"
"2019/10/21 1:41:18 PM GMT+1","8","6","7","6","6","7","5","7","7","8","8","7","6","6","2","Yes"
"2019/10/21 1:41:31 PM GMT+1","7","6","8","7","8","8","8","7","9","8","8","9","6","8","4","Yes"
"2019/10/21 1:41:48 PM GMT+1","8","6","8","6","6","8","6","7","7","8","8","7","4","6","5","Yes"
"2019/10/21 1:42:22 PM GMT+1","7","6","7","7","6","8","7","7","8","8","9","7","6","8","7","Yes"
"2019/10/21 1:42:23 PM GMT+1","7","5","5","5","5","7","4","6","5","8","7","7","7","8","4","Yes"
"2019/10/21 1:42:43 PM GMT+1","7","5","6","6","7","7","6","6","6","8","7","6","6","7","5","Yes"
"2019/10/21 1:42:54 PM GMT+1","6","4","5","4","10","10","6","6","5","6","6","6","5","6","3","Yes"
"2019/10/21 1:43:14 PM GMT+1","6","6","7","6","6","6","6","7","7","7","7","7","6","7","7","Yes"
"2019/10/21 1:43:25 PM GMT+1","9","6","8","7","9","10","7","8","8","9","9","9","8","9","3","Yes"
"2019/10/21 1:43:28 PM GMT+1","7","5","7","6","5","7","6","6","6","7","8","8","7","6","4","Yes"
"2019/10/21 1:43:59 PM GMT+1","7","7","7","7","5","6","7","7","7","7","8","7","7","7","4","Yes"
"2019/10/21 1:44:48 PM GMT+1","6","4","8","7","6","7","5","6","7","7","8","8","7","7","4","Yes"
"2019/10/21 1:44:56 PM GMT+1","7","6","7","6","7","8","7","7","8","9","9","8","7","10","4","Yes"
"2019/10/21 1:45:00 PM GMT+1","7","5","6","6","7","8","7","5","7","9","9","8","7","9","4","No"
"2019/10/21 1:45:35 PM GMT+1","6","1","7","6","5","7","6","6","7","7","8","9","7","9","7","Yes"
"2019/10/21 1:46:08 PM GMT+1","7","1","7","7","7","7","7","7","4","7","7","7","7","7","7","Yes"
"2019/10/21 1:46:17 PM GMT+1","7","6","8","6","6","8","7","8","9","9","9","8","6","7","4","Yes"
"2019/10/21 1:46:23 PM GMT+1","7","4","6","5","5","7","6","8","7","8","9","8","3","7","4","Yes"
"2019/10/21 1:46:54 PM GMT+1","9","5","8","6","5","8","7","7","7","8","8","8","7","7","6","Yes"
"2019/10/21 1:47:04 PM GMT+1","6","5","6","6","5","6","5","6","7","8","8","6","5","6","5","Yes"
"2019/10/21 1:47:16 PM GMT+1","7","7","7","6","7","7","8","8","8","10","8","8","7","8","1","Yes"
"2019/10/21 1:47:36 PM GMT+1","8","6","7","4","5","6","7","7","7","8","8","8","7","8","7","Yes"
"2019/10/21 1:47:53 PM GMT+1","7","6","6","6","6","7","5","6","7","6","7","6","4","7","5",""
"2019/10/21 1:48:14 PM GMT+1","7","5","6","6","6","7","6","5","7","7","8","7","5","6","5","No"
"2019/10/21 1:48:20 PM GMT+1","7","6","6","6","6","7","8","8","7","8","9","8","6","6","4",""
"2019/10/21 1:48:22 PM GMT+1","6","6","7","6","6","8","6","6","7","8","8","7","7","7","4","Yes"
"2019/10/21 1:48:26 PM GMT+1","8","5","8","6","6","6","6","6","8","8","8","7","5","7","5","Yes"
"2019/10/21 1:48:49 PM GMT+1","6","6","7","5","6","8","6","7","7","8","7","8","7","6","5","Yes"
"2019/10/21 1:49:00 PM GMT+1","7","7","7","1","7","7","8","7","7","10","10","10","7","10","5","Yes"
"2019/10/21 1:49:20 PM GMT+1","7","5","8","6","8","8","7","6","7","8","9","8","7","9","6","Yes"
"2019/10/21 1:49:26 PM GMT+1","5","3","6","5","6","7","6","6","6","7","7","9","7","8","4","Yes"
"2019/10/21 1:50:04 PM GMT+1","7","6","6","5","7","7","6","6","8","9","8","8","7","7","5","Yes"
"2019/10/21 1:50:16 PM GMT+1","8","3","8","5","3","7","8","8","9","8","8","8","6","8","2",""
"2019/10/21 1:50:17 PM GMT+1","8","6","7","6","4","6","5","7","8","6","7","6","5","5","6","No"
"2019/10/21 1:51:17 PM GMT+1","6","4","6","6","3","7","7","7","8","7","6","6","7","8","5","Yes"
"2019/10/21 1:51:25 PM GMT+1","10","5","8","7","9","9","6","8","9","9","10","8","6","9","2","Yes"
"2019/10/21 1:51:35 PM GMT+1","7","5","6","6","5","7","7","7","8","8","9","7","8","6","4","Yes"
"2019/10/21 1:51:54 PM GMT+1","7","6","8","7","6","7","6","5","4","7","8","8","7","8","5","Yes"
"2019/10/21 1:52:33 PM GMT+1","7","7","8","7","7","7","8","8","8","8","8","7","6","8","6","Yes"
"2019/10/21 1:53:15 PM GMT+1","7","5","7","6","5","8","6","7","6","7","7","7","6","7","5","Yes"
"2019/10/21 1:53:41 PM GMT+1","8","5","7","6","7","7","4","7","6","7","9","7","3","8","3","Yes"
"2019/10/21 1:53:45 PM GMT+1","7","5","8","7","6","7","7","8","8","9","9","9","8","10","4","Yes"
"2019/10/21 1:53:48 PM GMT+1","7","6","8","7","7","8","5","6","8","9","9","8","9","9","3","Yes"
"2019/10/21 1:54:03 PM GMT+1","8","6","8","6","7","7","4","7","7","7","8","8","6","8","6","Yes"
"2019/10/21 1:54:24 PM GMT+1","7","6","8","7","4","7","7","7","8","7","7","6","4","4","3","Yes"
"2019/10/21 1:54:31 PM GMT+1","6","6","8","7","8","8","7","7","7","8","8","8","5","6","5","Yes"
"2019/10/21 1:55:22 PM GMT+1","6","5","6","5","5","6","6","6","6","7","7","6","6","8","5","Yes"
"2019/10/21 1:55:25 PM GMT+1","8","6","8","6","8","7","7","7","9","9","10","8","7","6","3","No"
"2019/10/21 1:55:38 PM GMT+1","7","7","6","6","7","6","4","5","8","6","6","7","4","3","2","Yes"
"2019/10/21 1:55:55 PM GMT+1","8","6","8","7","8","9","7","8","8","8","8","8","6","9","8","Yes"
"2019/10/21 1:56:10 PM GMT+1","7","4","6","7","4","8","5","7","8","6","7","8","8","4","3","Yes"
"2019/10/21 1:56:17 PM GMT+1","7","7","7","7","6","6","6","8","7","7","7","6","6","6","2","Yes"
"2019/10/21 1:56:32 PM GMT+1","8","8","7","5","8","6","3","5","8","6","5","6","7","2","1","Yes"
"2019/10/21 1:56:57 PM GMT+1","10","9","10","7","7","10","8","10","8","10","10","8","7","10","7","Yes"
"2019/10/21 1:56:59 PM GMT+1","8","6","7","5","7","7","5","6","7","8","7","7","7","9","5","Yes"
"2019/10/21 1:57:47 PM GMT+1","6","4","6","6","5","6","6","6","6","7","8","8","6","9","4","Yes"
"2019/10/21 1:57:54 PM GMT+1","7","6","7","7","7","7","7","7","8","8","8","8","5","4","1","Yes"
"2019/10/21 1:58:26 PM GMT+1","6","5","6","5","6","7","6","7","6","6","8","7","7","9","3","Yes"
"2019/10/21 1:58:30 PM GMT+1","9","5","8","7","6","7","6","7","7","9","8","7","6","7","4","No"
"2019/10/21 1:59:18 PM GMT+1","8","6","8","7","6","6","6","7","9","9","8","9","4","8","2","Yes"
"2019/10/21 2:00:36 PM GMT+1","9","8","8","6","7","7","7","8","9","9","10","9","8","9","6","Yes"
"2019/10/21 2:01:25 PM GMT+1","7","6","6","6","5","4","4","6","5","4","3","3","10","5","6","No"
"2019/10/21 2:01:42 PM GMT+1","6","5","7","6","7","7","6","6","8","7","7","7","6","8","4","Yes"
"2019/10/21 2:02:08 PM GMT+1","6","5","6","5","6","7","6","6","7","7","7","6","5","6","4","Yes"
"2019/10/21 2:02:57 PM GMT+1","7","6","8","7","6","7","7","7","7","8","9","7","7","9","5","Yes"
"2019/10/21 2:03:02 PM GMT+1","8","6","7","6","4","8","5","6","7","8","9","6","5","7","4","Yes"
"2019/10/21 2:03:04 PM GMT+1","7","6","7","6","6","7","7","7","8","8","8","7","7","7","5","Yes"
"2019/10/21 2:03:14 PM GMT+1","7","5","7","7","6","8","6","6","8","8","8","7","8","7","5","No"
"2019/10/21 2:03:22 PM GMT+1","7","5","6","6","6","7","6","7","8","8","9","8","7","8","1","Yes"
"2019/10/21 2:03:26 PM GMT+1","6","4","7","5","7","8","7","7","7","7","7","8","7","7","4","Yes"
"2019/10/21 2:03:36 PM GMT+1","7","5","7","5","6","6","6","7","7","7","7","7","7","7","6","Yes"
"2019/10/21 2:03:49 PM GMT+1","7","6","7","7","6","7","5","7","7","9","9","7","7","6","4",""
"2019/10/21 2:04:01 PM GMT+1","8","6","7","8","6","6","8","9","9","9","9","8","8","9","7","Yes"
"2019/10/21 2:04:35 PM GMT+1","7","5","7","6","6","7","8","7","7","8","8","7","6","6","6","Yes"
"2019/10/21 2:04:53 PM GMT+1","8","5","6","5","6","6","4","6","5","6","7","7","4","7","6","Yes"
"2019/10/21 2:04:53 PM GMT+1","7","6","7","7","6","7","6","7","7","8","9","8","6","8","4","Yes"
"2019/10/21 2:05:10 PM GMT+1","7","6","8","5","6","6","6","6","7","8","8","7","7","8","4","Yes"
"2019/10/21 2:05:34 PM GMT+1","7","6","6","5","6","7","5","7","8","9","8","9","5","8","4","Yes"
"2019/10/21 2:06:03 PM GMT+1","6","6","6","6","6","7","4","6","7","8","8","7","7","7","5","No"
"2019/10/21 2:06:03 PM GMT+1","6","6","6","6","7","7","5","7","7","7","7","5","3","5","2","No"
"2019/10/21 2:06:08 PM GMT+1","9","7","8","7","8","7","4","5","9","9","9","8","5","10","2",""
"2019/10/21 2:06:14 PM GMT+1","6","5","7","6","5","6","6","6","4","7","7","7","8","7","6","Yes"
"2019/10/21 2:06:16 PM GMT+1","10","5","8","9","7","10","6","7","9","10","10","8","8","8","5","Yes"
"2019/10/21 2:06:19 PM GMT+1","8","6","7","6","7","7","7","6","8","8","9","7","4","6","4","Yes"
"2019/10/21 2:06:27 PM GMT+1","8","6","8","7","5","7","7","8","9","8","9","8","7","8","6","Yes"
"2019/10/21 2:06:38 PM GMT+1","6","5","7","7","6","7","6","6","7","7","8","7","6","6","6","Yes"
"2019/10/21 2:06:39 PM GMT+1","7","4","6","7","4","8","6","10","8","9","8","8","1","8","6","Yes"
"2019/10/21 2:06:57 PM GMT+1","8","5","8","7","6","9","6","7","7","9","10","8","8","9","4","No"
"2019/10/21 2:07:14 PM GMT+1","7","6","7","7","7","8","7","10","9","8","10","9","9","10","1","Yes"
"2019/10/21 2:07:15 PM GMT+1","8","7","8","5","8","6","9","9","6","7","9","8","7","9","5","Yes"
"2019/10/21 2:07:32 PM GMT+1","7","3","8","6","5","7","7","7","7","7","8","7","6","8","5","Yes"
"2019/10/21 2:07:42 PM GMT+1","8","5","6","6","4","8","6","7","8","8","8","7","5","9","6","Yes"
"2019/10/21 2:08:01 PM GMT+1","8","6","7","5","6","7","7","6","7","8","8","7","8","8","4","Yes"
"2019/10/21 2:08:02 PM GMT+1","8","6","7","6","6","7","6","7","7","8","8","7","8","8","6","Yes"
"2019/10/21 2:08:03 PM GMT+1","7","7","7","8","4","7","7","7","8","8","9","8","6","9","3","Yes"
"2019/10/21 2:08:23 PM GMT+1","6","4","8","5","6","8","6","7","7","7","9","7","3","8","4","Yes"
"2019/10/21 2:09:12 PM GMT+1","7","6","8","8","7","6","6","7","7","8","9","8","8","8","5","Yes"
"2019/10/21 2:09:22 PM GMT+1","7","6","6","7","7","8","6","6","8","8","8","7","5","7","6","Yes"
"2019/10/21 2:09:27 PM GMT+1","6","6","7","7","7","7","7","8","7","8","8","7","7","7","5","Yes"
"2019/10/21 2:09:29 PM GMT+1","6","6","7","5","5","7","4","5","5","7","8","5","5","7","4","Yes"
"2019/10/21 2:09:58 PM GMT+1","7","6","7","6","6","7","6","7","6","8","9","7","6","8","6","Yes"
"2019/10/21 2:10:04 PM GMT+1","7","5","7","6","5","7","7","7","7","7","7","7","6","6","5","Yes"
"2019/10/21 2:10:25 PM GMT+1","6","6","6","5","5","6","4","6","4","7","7","5","8","6","3","Yes"
"2019/10/21 2:10:33 PM GMT+1","5","6","7","6","6","7","8","7","7","7","8","7","4","10","4","Yes"
"2019/10/21 2:10:55 PM GMT+1","8","8","7","7","8","8","7","7","8","8","8","8","7","8","6","Yes"
"2019/10/21 2:10:59 PM GMT+1","7","6","7","6","7","7","6","6","5","8","8","7","6","8","7","Yes"
"2019/10/21 2:11:02 PM GMT+1","7","4","8","8","7","8","4","8","7","8","9","8","8","9","6","Yes"
"2019/10/21 2:11:37 PM GMT+1","6","5","7","6","5","6","6","6","7","7","8","7","6","8","6","Yes"
"2019/10/21 2:12:26 PM GMT+1","6","5","7","7","7","8","9","9","10","8","9","7","6","8","3","No"
"2019/10/21 2:12:34 PM GMT+1","6","6","8","6","8","7","7","7","8","9","9","8","6","9","5","Yes"
"2019/10/21 2:12:43 PM GMT+1","7","6","8","8","7","8","7","6","8","8","10","8","6","8","4","Yes"
"2019/10/21 2:13:12 PM GMT+1","7","5","6","5","7","6","7","8","7","8","7","8","7","7","4","Yes"
"2019/10/21 2:13:14 PM GMT+1","6","7","6","6","8","7","6","6","10","7","7","8","5","5","1","Yes"
"2019/10/21 2:13:54 PM GMT+1","7","5","7","7","6","7","6","7","6","7","8","8","6","7","7","Yes"
"2019/10/21 2:13:58 PM GMT+1","6","5","7","6","6","7","7","7","7","7","7","7","7","7","5","No"
"2019/10/21 2:14:26 PM GMT+1","7","5","7","7","6","7","8","7","9","9","9","8","10","8","5","Yes"
"2019/10/21 2:14:52 PM GMT+1","7","5","8","8","6","7","6","7","8","8","9","8","7","8","4","Yes"
"2019/10/21 2:15:02 PM GMT+1","7","5","8","8","6","7","6","7","8","8","9","8","7","8","4","Yes"
"2019/10/21 2:16:18 PM GMT+1","8","1","9","7","8","8","8","9","9","9","9","8","8","6","4","Yes"
"2019/10/21 2:16:21 PM GMT+1","6","2","6","6","2","6","5","5","7","6","6","8","9","4","2","Yes"
"2019/10/21 2:16:38 PM GMT+1","8","6","8","7","8","9","7","8","8","9","9","7","5","7","4",""
"2019/10/21 2:17:36 PM GMT+1","6","5","7","7","5","7","7","7","8","8","9","7","7","8","5","Yes"
"2019/10/21 2:18:27 PM GMT+1","7","4","6","6","4","6","7","7","8","7","9","6","4","3","6","Yes"
"2019/10/21 2:18:43 PM GMT+1","7","6","8","8","7","8","8","8","7","7","8","6","3","5","5","Yes"
"2019/10/21 2:18:44 PM GMT+1","8","7","8","8","7","8","6","6","8","9","9","8","8","8","7","Yes"
"2019/10/21 2:18:50 PM GMT+1","6","4","5","4","5","4","5","5","3","6","10","5","5","5","5","No"
"2019/10/21 2:18:54 PM GMT+1","7","6","7","7","6","6","5","6","8","7","8","7","6","7","8","Yes"
"2019/10/21 2:19:34 PM GMT+1","8","7","8","6","7","7","7","7","7","9","9","8","7","8","6","Yes"
"2019/10/21 2:19:58 PM GMT+1","6","6","7","6","6","7","6","7","6","7","7","6","5","5","4","Yes"
"2019/10/21 2:20:00 PM GMT+1","6","6","8","8","7","6","7","6","10","9","8","9","8","9","7","Yes"
"2019/10/21 2:20:03 PM GMT+1","7","5","6","6","6","6","5","6","7","8","8","7","6","6","4","Yes"
"2019/10/21 2:20:31 PM GMT+1","7","6","6","5","6","7","6","7","8","7","8","6","7","8","3","No"
"2019/10/21 2:20:42 PM GMT+1","10","5","10","10","10","10","10","10","10","10","10","9","7","10","7","Yes"
"2019/10/21 2:21:27 PM GMT+1","6","5","7","5","5","7","7","6","6","7","7","7","6","7","3","No"
"2019/10/21 2:21:29 PM GMT+1","6","6","6","6","6","7","7","7","8","8","8","7","7","8","6","Yes"
"2019/10/21 2:21:37 PM GMT+1","8","5","8","8","7","8","7","8","9","8","9","8","1","8","2","No"
"2019/10/21 2:22:20 PM GMT+1","8","5","8","6","8","9","8","9","6","9","10","7","6","8","5","Yes"
"2019/10/21 2:22:22 PM GMT+1","7","4","7","5","4","7","7","7","8","8","8","8","8","9","6","Yes"
"2019/10/21 2:22:22 PM GMT+1","6","6","6","6","6","7","7","7","7","8","8","7","7","7","6","Yes"
"2019/10/21 2:23:31 PM GMT+1","6","3","6","5","5","6","5","6","5","7","7","5","4","2","5","Yes"
"2019/10/21 2:23:31 PM GMT+1","6","4","6","4","6","6","4","6","6","6","7","6","7","7","5","Yes"
"2019/10/21 2:23:47 PM GMT+1","7","4","5","6","5","7","5","6","6","8","8","6","6","6","5",""
"2019/10/21 2:23:53 PM GMT+1","6","5","7","6","5","9","6","6","6","7","7","7","6","8","1","Yes"
"2019/10/21 2:24:00 PM GMT+1","7","6","7","5","6","8","6","6","6","5","7","6","7","7","4","Yes"
"2019/10/21 2:24:23 PM GMT+1","7","7","7","7","8","8","7","10","8","8","9","9","7","8","6","Yes"
"2019/10/21 2:25:54 PM GMT+1","7","8","8","6","7","8","8","8","10","9","9","9","9","10","7","Yes"
"2019/10/21 2:25:55 PM GMT+1","6","5","7","7","7","6","7","7","7","8","8","8","9","10","3","No"
"2019/10/21 2:25:57 PM GMT+1","8","7","8","7","6","9","7","9","8","9","10","8","4","6","5","Yes"
"2019/10/21 2:25:59 PM GMT+1","7","5","7","6","5","7","6","6","8","7","7","8","5","8","6","Yes"
"2019/10/21 2:26:07 PM GMT+1","8","6","8","7","5","8","6","8","7","7","8","8","5","7","6","Yes"
"2019/10/21 2:26:08 PM GMT+1","7","5","7","6","6","7","6","6","7","8","8","7","6","7","5","Yes"
"2019/10/21 2:26:15 PM GMT+1","8","6","7","7","7","7","6","7","7","7","9","7","8","6","5","Yes"
"2019/10/21 2:27:28 PM GMT+1","8","6","7","6","6","7","7","7","7","9","9","7","6","6","3","Yes"
"2019/10/21 2:28:27 PM GMT+1","8","3","9","9","8","9","7","8","8","8","10","8","7","10","7","No"
"2019/10/21 2:29:17 PM GMT+1","9","5","10","9","7","10","6","8","6","10","10","8","7","10","7","Yes"
"2019/10/21 2:29:22 PM GMT+1","7","6","8","6","5","8","6","7","6","8","8","7","6","7","6","Yes"
"2019/10/21 2:29:27 PM GMT+1","7","5","6","7","7","7","7","6","8","7","8","8","7","8","5","Yes"
"2019/10/21 2:29:41 PM GMT+1","6","5","6","5","6","7","6","6","7","8","9","7","6","7","5","Yes"
"2019/10/21 2:30:17 PM GMT+1","7","6","7","6","7","8","6","8","6","8","9","9","7","6","4","Yes"
"2019/10/21 2:30:41 PM GMT+1","7","4","7","5","5","7","5","7","8","8","8","7","5","8","5","No"
"2019/10/21 2:30:45 PM GMT+1","7","5","6","4","4","5","4","6","6","7","8","6","5","8","4","Yes"
"2019/10/21 2:31:16 PM GMT+1","8","6","8","7","6","8","7","7","8","9","9","8","7","7","5",""
"2019/10/21 2:31:45 PM GMT+1","7","7","7","7","6","7","7","7","7","8","9","9","7","9","6","Yes"
"2019/10/21 2:32:33 PM GMT+1","7","6","7","7","7","8","7","8","9","9","8","8","8","8","1",""
"2019/10/21 2:33:00 PM GMT+1","8","6","8","6","6","9","6","10","8","10","9","7","5","8","3","Yes"
"2019/10/21 2:33:06 PM GMT+1","6","5","7","5","6","8","6","8","7","8","9","7","7","7","3","Yes"
"2019/10/21 2:33:13 PM GMT+1","7","5","7","7","6","8","5","8","7","7","8","7","7","8","3","Yes"
"2019/10/21 2:33:55 PM GMT+1","4","3","7","4","7","8","2","7","6","8","9","6","5","5","4",""
"2019/10/21 2:34:25 PM GMT+1","8","8","8","7","8","8","7","8","9","9","10","9","9","7","5","Yes"
"2019/10/21 2:34:32 PM GMT+1","7","5","8","6","7","6","7","7","8","9","8","8","7","8","5","Yes"
"2019/10/21 2:34:52 PM GMT+1","8","6","7","6","6","8","7","8","8","8","9","7","7","9","4","No"
"2019/10/21 2:35:03 PM GMT+1","6","3","5","3","5","7","4","5","5","7","7","6","5","6","4","No"
"2019/10/21 2:35:04 PM GMT+1","7","6","10","7","10","10","9","8","10","9","9","10","8","10","1","Yes"
"2019/10/21 2:35:08 PM GMT+1","7","7","7","10","7","7","6","6","7","7","7","8","8","5","3","Yes"
"2019/10/21 2:35:33 PM GMT+1","7","5","6","6","7","7","6","6","7","8","8","7","7","8","1","Yes"
"2019/10/21 2:35:47 PM GMT+1","7","6","6","6","7","8","5","7","8","7","7","7","5","7","1","Yes"
"2019/10/21 2:36:22 PM GMT+1","7","5","6","5","6","7","7","7","7","8","7","7","6","6","5","Yes"
"2019/10/21 2:36:24 PM GMT+1","7","5","6","6","7","7","6","6","7","7","8","7","7","8","5","Yes"
"2019/10/21 2:36:49 PM GMT+1","5","5","7","5","6","7","7","7","7","8","9","9","8","10","3","Yes"
"2019/10/21 2:37:03 PM GMT+1","6","5","7","5","5","6","6","6","7","8","7","9","3","7","4","Yes"
"2019/10/21 2:37:21 PM GMT+1","8","2","8","10","7","8","8","8","6","9","10","9","8","10","9","Yes"
"2019/10/21 2:37:52 PM GMT+1","8","7","9","9","7","8","8","8","8","9","9","8","6","8","6","Yes"
"2019/10/21 2:38:17 PM GMT+1","8","6","7","7","6","7","7","7","6","9","8","8","8","9","6","Yes"
"2019/10/21 2:38:27 PM GMT+1","7","6","7","6","6","7","8","7","8","9","9","8","4","9","7","Yes"
"2019/10/21 2:38:43 PM GMT+1","7","6","7","6","5","8","7","9","8","7","9","8","6","8","6","Yes"
"2019/10/21 2:38:45 PM GMT+1","10","10","10","10","10","10","10","10","10","10","10","10","10","10","1","Yes"
"2019/10/21 2:39:19 PM GMT+1","8","4","6","5","7","6","5","5","7","7","9","8","5","7","4",""
"2019/10/21 2:39:22 PM GMT+1","7","6","8","6","7","7","7","7","6","8","8","7","8","7","6","Yes"
"2019/10/21 2:39:45 PM GMT+1","7","6","7","6","3","7","7","7","8","8","9","7","5","8","4","Yes"
"2019/10/21 2:40:24 PM GMT+1","7","6","7","6","6","7","6","6","7","7","7","7","5","7","4","No"
"2019/10/21 2:41:27 PM GMT+1","7","8","8","7","7","7","7","8","6","8","9","8","1","9","1","Yes"
"2019/10/21 2:41:38 PM GMT+1","7","6","6","5","7","6","8","8","8","8","7","7","3","5","4","Yes"
"2019/10/21 2:41:54 PM GMT+1","8","5","7","6","5","9","6","9","10","10","10","8","2","8","4","Yes"
"2019/10/21 2:41:54 PM GMT+1","9","8","8","8","8","8","7","8","9","9","9","9","7","9","1","Yes"
"2019/10/21 2:42:05 PM GMT+1","8","5","7","5","5","6","6","9","8","8","9","8","4","9","4","Yes"
"2019/10/21 2:42:24 PM GMT+1","10","8","10","7","10","10","8","7","9","10","10","8","1","9","7","Yes"
"2019/10/21 2:42:25 PM GMT+1","7","6","7","5","5","5","7","7","8","8","8","7","6","6","5","Yes"
"2019/10/21 2:42:28 PM GMT+1","7","6","7","7","6","7","6","7","7","9","8","7","6","7","6","Yes"
"2019/10/21 2:42:40 PM GMT+1","8","5","6","7","8","4","8","7","9","7","8","8","6","5","5","Yes"
"2019/10/21 2:43:54 PM GMT+1","10","7","8","8","8","9","5","7","9","8","9","8","7","8","7","Yes"
"2019/10/21 2:44:57 PM GMT+1","7","7","8","5","9","9","7","8","8","9","10","8","6","5","4","Yes"
"2019/10/21 2:45:04 PM GMT+1","7","5","7","5","6","7","6","7","6","8","7","8","4","7","6","Yes"
"2019/10/21 2:45:27 PM GMT+1","8","7","7","5","6","8","8","6","8","7","9","7","6","7","6","Yes"
"2019/10/21 2:46:30 PM GMT+1","7","4","5","6","5","7","5","6","7","8","8","7","7","7","6","Yes"
"2019/10/21 2:46:39 PM GMT+1","7","8","7","7","8","9","8","8","7","9","9","8","6","7","6","No"
"2019/10/21 2:47:03 PM GMT+1","8","6","6","5","6","9","8","7","9","9","8","7","5","8","4","Yes"
"2019/10/21 2:47:29 PM GMT+1","7","7","8","8","7","9","8","7","9","9","10","8","9","9","6","Yes"
"2019/10/21 2:47:49 PM GMT+1","7","6","7","7","6","8","7","8","8","8","6","8","7","7","4","Yes"
"2019/10/21 2:48:14 PM GMT+1","6","5","6","6","5","6","5","6","7","9","8","7","6","5","7","Yes"
"2019/10/21 2:48:47 PM GMT+1","7","6","7","6","6","7","6","6","7","8","8","8","7","8","6","Yes"
"2019/10/21 2:48:59 PM GMT+1","7","5","6","5","6","7","7","8","8","8","8","7","6","6","3","Yes"
"2019/10/21 2:49:47 PM GMT+1","7","6","8","7","7","8","4","7","6","8","8","9","7","8","5","Yes"
"2019/10/21 2:50:28 PM GMT+1","7","6","8","7","7","9","8","7","7","9","9","8","7","8","6","Yes"
"2019/10/21 2:50:51 PM GMT+1","7","7","6","7","6","8","8","6","7","8","9","7","6","6","5","Yes"
"2019/10/21 2:50:55 PM GMT+1","6","5","7","5","6","7","8","7","8","8","8","7","6","7","3","Yes"
"2019/10/21 2:51:00 PM GMT+1","8","6","8","7","7","7","6","7","8","8","8","8","6","8","1","No"
"2019/10/21 2:51:10 PM GMT+1","8","5","8","6","5","8","6","8","8","8","9","7","7","6","5","Yes"
"2019/10/21 2:51:25 PM GMT+1","6","5","6","5","5","6","5","6","7","8","7","6","6","7","5","Yes"
