"Timestamp","De Gea","Shaw","Maguire","Lindelof","Wan-Bissaka","Fred","Pereira","Daniel James","Bruno Fernandes ❤️ ","Mata","Martial","Greenwood (optional)","Team Performance","Final Result","Ole","Wolves","Did the ref/VAR do a good job?"
"2020/02/03 10:37:28 PM GMT+1","6","6","6","6","7","6","2","5","7","6","3","","5","4","5","5","No"
"2020/02/03 10:37:54 PM GMT+1","8","8","7","7","8","8","4","5","7","6","5","6","6","6","4","6","No"
"2020/02/03 10:38:42 PM GMT+1","6","5","5","5","7","7","1","3","9","6","3","4","3","1","1","8","Yes"
"2020/02/03 10:39:15 PM GMT+1","7","10","7","6","7","7","1","4","8","6","4","6","6","4","4","7","No"
"2020/02/03 10:40:41 PM GMT+1","9","7","8","8","9","8","4","6","9","7","6","6","6","6","8","8","No"
"2020/02/03 10:42:22 PM GMT+1","7","8","8","5","7","7","1","3","6","7","1","","1","1","1","4",""
"2020/02/03 10:42:47 PM GMT+1","7","9","8","7","8","8","4","4","7","6","3","4","7","5","7","7","Yes"
"2020/02/03 10:43:08 PM GMT+1","7","8","8","7","7","7","2","5","8","6","4","6","6","6","5","6","No"
"2020/02/03 10:43:12 PM GMT+1","7","9","6","5","8","8","7","5","7","6","7","7","7","6","9","8","Yes"
"2020/02/03 10:43:27 PM GMT+1","8","6","7","7","8","8","2","4","7","6","7","5","6","6","4","6","Yes"
"2020/02/03 10:43:30 PM GMT+1","9","8","9","8","7","7","1","6","9","7","4","6","7","5","4","6","No"
"2020/02/03 10:43:54 PM GMT+1","7","6","6","6","7","6","3","1","7","5","6","","4","1","1","7","No"
"2020/02/03 10:44:32 PM GMT+1","9","7","8","8","9","9","4","7","9","8","6","6","7","5","4","7","Yes"
"2020/02/03 10:46:12 PM GMT+1","8","8","8","6","7","9","1","5","10","8","6","7","6","5","1","2","Yes"
"2020/02/03 10:56:41 PM GMT+1","9","9","8","8","8","9","4","5","7","7","3","6","8","7","10","7","Yes"
"2020/02/03 10:57:47 PM GMT+1","7","7","9","8","8","8","1","2","8","5","4","","6","3","4","7","No"
"2020/02/03 11:04:25 PM GMT+1","8","7","6","6","6","6","3","4","6","6","2","","4","4","3","5","Yes"
"2020/02/03 11:10:36 PM GMT+1","9","8","8","7","6","10","1","4","8","5","1","","4","4","4","5","Yes"
"2020/02/03 11:11:29 PM GMT+1","8","7","7","7","8","6","3","3","10","7","4","5","7","1","3","8","Yes"
"2020/02/03 11:13:46 PM GMT+1","6","7","7","6","5","7","3","2","6","5","4","6","5","5","4","7","Yes"
"2020/02/03 11:17:36 PM GMT+1","8","9","7","7","6","8","2","4","8","7","3","6","7","4","4","3","Yes"
"2020/02/03 11:22:02 PM GMT+1","6","8","7","7","8","6","3","5","5","4","3","6","5","3","2","6","Yes"
"2020/02/03 11:27:17 PM GMT+1","7","8","8","7","5","7","2","3","6","4","2","5","3","4","5","4","Yes"
"2020/02/03 11:28:42 PM GMT+1","8","8","8","8","7","8","4","5","9","7","6","6","6","5","4","5","Yes"
"2020/02/03 11:31:24 PM GMT+1","7","9","7","6","7","8","3","5","7","7","2","","6","5","4","6",""
"2020/02/03 11:35:24 PM GMT+1","7","6","7","7","7","6","4","5","6","6","5","6","5","4","5","5","Yes"
"2020/02/03 11:36:16 PM GMT+1","8","9","9","8","7","6","3","3","4","9","6","5","6","7","7","6","No"
"2020/02/03 11:41:35 PM GMT+1","7","6","7","6","5","7","2","4","7","6","3","","5","4","10","7","No"
"2020/02/03 11:43:28 PM GMT+1","6","7","7","7","8","8","4","5","8","6","5","5","6","6","7","5","Yes"
"2020/02/03 11:43:30 PM GMT+1","6","5","7","6","6","6","4","4","7","6","4","5","5","3","3","6","Yes"
"2020/02/03 11:43:34 PM GMT+1","9","7","8","8","9","8","1","2","7","7","3","5","5","1","6","5","Yes"
"2020/02/03 11:45:36 PM GMT+1","7","7","7","7","7","6","4","5","6","5","5","6","3","2","1","6","Yes"
"2020/02/03 11:52:12 PM GMT+1","8","7","7","7","8","7","5","6","7","7","6","","6","6","4","6","Yes"
"2020/02/03 11:52:16 PM GMT+1","7","8","7","7","7","8","5","6","8","8","5","6","6","3","6","6","No"
"2020/02/03 11:54:36 PM GMT+1","8","7","7","7","7","7","1","6","8","6","3","5","7","5","8","5","No"
"2020/02/03 11:56:34 PM GMT+1","8","5","6","7","6","7","5","5","8","6","4","5","4","4","4","6","No"
"2020/02/03 11:57:24 PM GMT+1","7","9","8","8","8","8","4","5","9","6","5","6","8","6","6","5","Yes"
"2020/02/03 11:58:09 PM GMT+1","10","8","8","5","8","8","1","4","9","6","1","6","6","1","7","7","Yes"
"2020/02/03 11:58:11 PM GMT+1","7","7","7","6","8","7","4","5","7","7","3","5","4","4","6","7","Yes"
"2020/02/04 12:01:38 AM GMT+1","6","8","6","8","7","8","2","5","6","5","4","6","3","1","1","7","Yes"
"2020/02/04 12:04:35 AM GMT+1","6","3","7","6","6","7","2","5","8","6","6","","6","6","6","7","Yes"
"2020/02/04 12:06:31 AM GMT+1","6","8","7","6","7","7","3","5","6","6","5","6","5","4","7","6","No"
"2020/02/04 12:13:25 AM GMT+1","8","8","6","8","8","8","4","6","8","6","5","","7","6","6","9","No"
"2020/02/04 12:15:49 AM GMT+1","10","9","8","7","8","7","3","5","9","6","4","","7","5","8","5","Yes"
"2020/02/04 12:20:50 AM GMT+1","7","6","7","5","6","8","2","4","7","5","3","4","4","6","5","7","Yes"
"2020/02/04 12:26:09 AM GMT+1","8","7","6","6","8","7","3","5","8","6","4","6","5","4","4","6","No"
"2020/02/04 12:27:49 AM GMT+1","6","7","6","4","6","7","3","3","6","5","3","6","5","4","1","7","No"
"2020/02/04 12:29:27 AM GMT+1","6","6","8","8","7","6","2","2","8","6","2","5","5","3","3","6","No"
"2020/02/04 12:36:30 AM GMT+1","7","5","7","6","7","7","1","2","10","5","2","5","5","5","5","5","Yes"
"2020/02/04 12:41:45 AM GMT+1","7","7","5","5","7","7","1","4","8","4","4","","5","3","1","7","No"
"2020/02/04 12:46:20 AM GMT+1","6","8","8","5","6","7","1","4","6","6","3","","2","1","1","6","Yes"
"2020/02/04 12:51:44 AM GMT+1","8","7","8","6","8","7","2","5","8","7","5","6","5","4","5","5","Yes"
"2020/02/04 1:01:15 AM GMT+1","7","6","7","6","7","5","3","3","7","5","3","5","5","4","4","7","Yes"
"2020/02/04 1:01:56 AM GMT+1","7","8","8","8","8","8","4","5","7","6","5","5","5","4","4","5","No"
"2020/02/04 1:03:33 AM GMT+1","6","7","7","6","7","6","4","5","7","5","4","5","5","5","5","3","Yes"
"2020/02/04 1:06:11 AM GMT+1","7","6","7","7","7","7","4","4","8","6","4","","6","4","3","7","Yes"
"2020/02/04 1:08:35 AM GMT+1","6","6","7","6","7","7","3","3","10","6","6","5","4","4","3","7","Yes"
"2020/02/04 1:17:46 AM GMT+1","8","7","7","6","7","7","3","5","8","5","6","","5","4","6","7","No"
"2020/02/04 1:22:37 AM GMT+1","8","6","9","9","9","8","1","6","6","7","1","5","6","2","1","4","Yes"
"2020/02/04 1:23:03 AM GMT+1","7","7","8","8","9","9","1","6","8","6","8","6","5","3","8","9","Yes"
"2020/02/04 1:24:23 AM GMT+1","8","7","8","7","8","8","5","7","7","7","6","7","7","6","9","3","No"
"2020/02/04 1:25:19 AM GMT+1","6","8","8","7","7","7","4","5","7","6","6","5","6","5","5","6","No"
"2020/02/04 1:25:47 AM GMT+1","6","6","5","5","6","7","2","6","8","6","6","6","6","5","5","6","No"
"2020/02/04 1:32:54 AM GMT+1","6","7","6","6","6","6","3","4","6","4","3","","4","4","5","6","Yes"
"2020/02/04 1:33:39 AM GMT+1","6","9","9","9","9","10","2","3","10","6","1","4","5","5","5","9","No"
"2020/02/04 1:42:42 AM GMT+1","6","4","7","6","7","7","6","6","8","7","4","6","5","4","6","5","Yes"
"2020/02/04 1:47:24 AM GMT+1","7","9","8","7","6","9","3","4","8","7","2","5","5","4","8","5","No"
"2020/02/04 1:49:40 AM GMT+1","7","8","7","8","9","8","3","7","9","6","8","7","8","8","10","5","Yes"
"2020/02/04 1:51:42 AM GMT+1","7","8","7","6","7","8","3","5","5","6","5","6","5","5","5","6","Yes"
"2020/02/04 1:53:02 AM GMT+1","6","7","6","6","6","6","5","5","7","6","5","6","5","4","4","6","Yes"
"2020/02/04 1:55:27 AM GMT+1","7","6","6","6","6","7","4","5","7","5","5","","4","3","4","7",""
"2020/02/04 2:00:09 AM GMT+1","7","5","5","5","6","6","2","3","6","4","2","","4","4","4","6","Yes"
"2020/02/04 2:01:50 AM GMT+1","8","7","7","7","7","7","1","3","6","6","2","2","4","4","6","7","Yes"
"2020/02/04 2:07:44 AM GMT+1","7","6","7","6","7","6","5","5","7","6","4","","4","7","5","7","Yes"
"2020/02/04 2:19:52 AM GMT+1","7","8","8","6","6","6","3","3","6","6","3","5","5","5","5","5","Yes"
"2020/02/04 2:28:22 AM GMT+1","7","6","7","7","6","6","6","5","8","7","5","","6","5","5","6","No"
"2020/02/04 2:30:15 AM GMT+1","5","6","7","6","6","8","2","4","6","5","4","","5","5","4","5","No"
"2020/02/04 2:32:44 AM GMT+1","7","7","7","7","6","7","4","4","8","6","4","5","4","3","3","4","Yes"
"2020/02/04 2:38:07 AM GMT+1","8","8","6","5","8","5","3","5","6","6","3","","5","4","6","6","Yes"
"2020/02/04 2:38:22 AM GMT+1","8","7","8","7","7","7","3","3","9","7","3","5","5","5","5","7","Yes"
"2020/02/04 2:45:52 AM GMT+1","7","7","8","7","7","7","5","5","8","6","5","6","6","6","6","7","No"
"2020/02/04 2:51:43 AM GMT+1","7","8","8","7","8","6","2","3","7","6","2","5","6","5","7","6","Yes"
"2020/02/04 2:59:55 AM GMT+1","8","6","7","6","7","7","2","3","8","7","4","5","3","2","1","6","No"
"2020/02/04 3:13:47 AM GMT+1","7","7","7","7","7","7","1","2","6","4","3","6","4","3","1","5","Yes"
"2020/02/04 3:13:57 AM GMT+1","7","6","7","7","6","7","2","4","10","5","2","6","5","5","3","5","Yes"
"2020/02/04 3:14:21 AM GMT+1","8","8","7","6","8","7","1","4","7","7","3","5","6","5","5","7","No"
"2020/02/04 3:15:54 AM GMT+1","6","7","7","6","6","7","1","6","8","6","1","7","6","5","2","7","No"
"2020/02/04 3:19:16 AM GMT+1","7","8","7","6","6","6","2","3","8","7","5","5","2","2","2","5","Yes"
"2020/02/04 3:19:33 AM GMT+1","7","8","6","6","9","8","2","5","9","6","5","","6","4","6","8","No"
"2020/02/04 3:31:01 AM GMT+1","7","8","8","7","7","7","4","6","7","7","5","6","5","5","4","7","No"
"2020/02/04 3:31:14 AM GMT+1","7","7","6","6","6","6","1","4","9","5","4","6","5","5","5","4","Yes"
"2020/02/04 3:41:50 AM GMT+1","8","8","8","8","7","8","4","4","7","5","3","","4","5","5","5","No"
"2020/02/04 3:51:15 AM GMT+1","7","8","6","6","7","8","1","3","8","5","4","","5","4","3","6","Yes"
"2020/02/04 3:51:38 AM GMT+1","8","5","7","7","7","7","4","4","8","5","3","5","5","5","4","6","Yes"
"2020/02/04 4:07:51 AM GMT+1","6","7","6","6","7","7","1","2","7","6","2","4","3","3","2","6","Yes"
"2020/02/04 4:09:16 AM GMT+1","7","7","7","7","7","7","3","6","8","6","6","6","6","4","5","6","No"
"2020/02/04 4:15:29 AM GMT+1","10","9","8","8","7","9","2","6","9","7","4","","5","2","4","7","No"
"2020/02/04 4:15:40 AM GMT+1","8","6","7","6","5","6","3","4","6","4","3","3","3","2","3","6","Yes"
"2020/02/04 4:18:24 AM GMT+1","6","5","7","6","7","7","2","5","8","7","1","5","4","1","1","6","Yes"
"2020/02/04 4:21:12 AM GMT+1","8","8","8","7","6","8","1","2","8","7","4","","2","5","4","6","Yes"
"2020/02/04 4:24:44 AM GMT+1","6","7","7","6","6","8","2","3","8","6","3","5","6","5","5","6",""
"2020/02/04 4:24:52 AM GMT+1","8","8","8","7","9","8","2","6","8","7","5","","7","6","7","6","No"
"2020/02/04 4:35:09 AM GMT+1","9","8","8","7","8","7","1","3","7","3","1","5","4","2","3","5","Yes"
"2020/02/04 5:08:04 AM GMT+1","7","8","7","6","2","9","4","5","7","9","4","6","5","4","2","7",""
"2020/02/04 5:08:44 AM GMT+1","8","5","7","7","7","8","5","6","9","6","5","5","6","5","6","7","No"
"2020/02/04 5:15:42 AM GMT+1","7","4","2","4","6","5","2","2","5","7","2","3","2","2","3","7","Yes"
"2020/02/04 5:16:22 AM GMT+1","9","9","9","9","8","9","3","7","9","8","6","8","6","6","7","8","Yes"
"2020/02/04 5:30:48 AM GMT+1","8","7","6","6","6","7","2","4","8","6","4","4","6","6","5","6","Yes"
"2020/02/04 5:33:20 AM GMT+1","6","6","6","6","7","6","3","3","7","4","4","4","3","3","1","7","Yes"
"2020/02/04 5:34:03 AM GMT+1","6","6","6","5","6","5","2","3","7","5","4","5","5","3","3","7","Yes"
"2020/02/04 5:36:03 AM GMT+1","7","8","8","7","8","7","6","6","6","7","1","7","5","3","1","6","Yes"
"2020/02/04 5:43:43 AM GMT+1","8","8","8","7","4","7","1","2","8","7","3","","5","4","5","5","No"
"2020/02/04 5:51:58 AM GMT+1","8","7","7","7","6","6","1","6","7","7","6","","5","4","3","5","No"
"2020/02/04 5:58:04 AM GMT+1","8","8","8","8","8","8","1","6","7","6","3","6","6","7","5","8","Yes"
"2020/02/04 6:47:28 AM GMT+1","6","7","5","5","7","7","1","1","8","5","4","6","1","1","1","6","No"
"2020/02/04 6:52:55 AM GMT+1","6","5","6","5","6","6","3","5","6","5","4","","6","5","6","6","Yes"
"2020/02/04 6:58:59 AM GMT+1","7","6","6","6","6","6","4","4","5","4","4","","5","4","4","6","Yes"
"2020/02/04 7:08:02 AM GMT+1","6","8","7","8","8","8","4","5","7","8","5","","5","5","10","6","Yes"
"2020/02/04 7:09:37 AM GMT+1","6","6","6","5","6","7","1","2","6","5","3","","1","1","1","5","Yes"
"2020/02/04 7:18:40 AM GMT+1","7","6","7","7","7","7","3","5","7","6","4","6","4","4","4","6","Yes"
"2020/02/04 7:29:05 AM GMT+1","7","7","7","7","6","9","1","6","7","7","4","6","4","4","1","5",""
"2020/02/04 7:57:04 AM GMT+1","7","6","7","6","6","8","4","7","7","7","6","","5","5","5","8","Yes"
"2020/02/04 8:07:35 AM GMT+1","7","7","7","7","6","7","3","5","8","7","4","","4","3","4","7","No"
"2020/02/04 8:27:34 AM GMT+1","6","6","6","6","6","6","5","3","7","6","3","6","5","4","5","6","No"
"2020/02/04 8:33:02 AM GMT+1","9","7","7","7","8","7","5","5","7","6","4","6","6","5","5","6","Yes"
"2020/02/04 8:35:05 AM GMT+1","8","5","4","7","7","7","6","5","6","5","4","7","5","3","3","5","Yes"
"2020/02/04 8:52:54 AM GMT+1","6","8","6","6","6","7","2","4","7","6","3","5","4","6","2","4","Yes"
"2020/02/04 8:57:31 AM GMT+1","8","9","7","6","7","8","3","5","7","9","3","5","4","5","4","6",""
"2020/02/04 9:12:34 AM GMT+1","7","8","8","7","7","8","3","5","8","7","5","","6","7","6","7","Yes"
"2020/02/04 10:10:21 AM GMT+1","5","3","5","5","6","6","2","3","7","5","2","5","2","1","1","6","Yes"
"2020/02/04 10:20:31 AM GMT+1","7","8","7","6","6","6","2","5","7","5","4","5","6","5","6","6","Yes"
"2020/02/04 10:27:41 AM GMT+1","7","8","6","5","6","7","3","5","7","6","4","5","3","4","4","5","No"
"2020/02/04 10:28:06 AM GMT+1","7","8","8","6","6","7","1","3","7","7","2","","4","1","1","2","Yes"
"2020/02/04 10:38:50 AM GMT+1","7","6","8","7","6","7","4","4","8","6","5","7","6","6","5","4","No"
"2020/02/04 10:46:21 AM GMT+1","5","6","6","4","5","7","2","5","6","6","3","5","4","3","2","6","Yes"
"2020/02/04 10:52:54 AM GMT+1","8","8","8","8","7","7","1","3","7","6","3","","6","6","4","7","Yes"
"2020/02/04 11:00:30 AM GMT+1","7","5","7","7","7","7","2","5","9","6","5","6","6","3","6","8","No"
"2020/02/04 11:13:48 AM GMT+1","6","6","6","5","6","6","2","4","8","7","3","5","5","5","4","6","Yes"
"2020/02/04 11:29:57 AM GMT+1","7","6","7","5","5","5","2","3","5","5","3","5","3","2","3","5","Yes"
"2020/02/04 11:38:08 AM GMT+1","6","8","7","7","7","7","3","4","7","5","3","4","3","3","1","4","No"
"2020/02/04 12:07:20 PM GMT+1","10","8","7","7","9","7","4","4","8","6","4","6","6","3","8","7","Yes"
"2020/02/04 12:47:11 PM GMT+1","7","6","6","6","8","7","1","2","8","5","1","6","5","3","3","5","No"
"2020/02/04 1:26:03 PM GMT+1","8","8","6","6","7","7","4","5","8","6","7","6","6","6","7","9","Yes"
"2020/02/04 1:34:46 PM GMT+1","7","7","7","7","7","7","3","4","7","6","4","","3","3","4","7","No"
"2020/02/04 2:02:32 PM GMT+1","8","8","7","7","8","8","2","6","8","6","6","6","6","6","3","7","No"
"2020/02/04 2:05:36 PM GMT+1","5","6","6","5","5","4","1","5","7","5","4","5","4","3","4","6","No"
"2020/02/04 2:12:20 PM GMT+1","8","9","8","6","7","6","4","6","7","6","5","5","5","1","4","7","Yes"
"2020/02/04 2:43:11 PM GMT+1","8","9","9","8","9","8","7","6","8","8","7","7","7","6","9","8","Yes"
"2020/02/04 2:54:14 PM GMT+1","1","1","1","10","1","1","10","1","1","1","1","1","1","1","10","1","Yes"
"2020/02/04 3:05:38 PM GMT+1","8","8","7","7","7","8","7","6","8","7","6","","7","6","10","9","Yes"
"2020/02/04 3:09:46 PM GMT+1","7","7","6","6","8","9","1","4","7","6","4","5","6","5","4","7","Yes"
"2020/02/04 3:24:51 PM GMT+1","7","8","8","6","7","7","3","4","7","8","3","3","5","4","5","6","No"
"2020/02/04 5:09:15 PM GMT+1","6","5","5","5","5","5","5","1","7","5","1","6","4","1","1","1","Yes"
"2020/02/04 5:32:31 PM GMT+1","7","7","7","7","7","7","5","6","8","8","5","6","7","1","8","4","No"
"2020/02/04 5:43:07 PM GMT+1","8","8","7","6","7","7","2","5","7","5","2","6","4","4","7","5",""
"2020/02/04 6:59:20 PM GMT+1","3","10","1","6","1","8","10","9","1","7","8","2","10","10","10","10","Yes"
"2020/02/04 8:20:32 PM GMT+1","5","4","5","5","4","6","5","5","7","6","5","6","5","5","5","7","Yes"
"2020/02/05 10:45:27 AM GMT+1","9","7","8","5","4","7","3","5","7","7","4","7","6","4","5","7","Yes"
"2020/02/05 3:03:05 PM GMT+1","7","8","7","7","7","8","4","5","8","5","5","6","5","3","5","6","Yes"
